Timestamp;  Q1; Q2; Q3; Q4; Q Expirados
341635;8;9;23;109;;8456
342317;8;9;23;109;;8456
342662;11;26;27;150;;7605
343179;13;35;42;185;;7605
343318;13;35;42;185;;7605
344209;12;32;41;177;;6880
344332;12;32;41;177;;6880
345216;5;9;10;44;;6142
345338;5;9;10;44;;6142
345730;6;27;47;199;;5210
346242;26;65;109;582;;5210
346350;26;65;109;582;;5210
346754;5;9;15;120;;4992
347362;5;9;15;120;;4992
347768;7;21;28;125;;4141
348283;16;41;51;232;;4141
348373;16;41;51;232;;4141
348798;10;15;28;132;;3481
349387;10;15;28;132;;3481
349825;4;7;14;84;;2666
350337;32;62;86;453;;2666
350397;32;62;86;453;;2666
350841;5;17;21;113;;2299
351355;23;48;56;297;;2299
351398;23;48;56;297;;2299
351869;10;17;12;119;;1723
352413;10;17;12;119;;1723
352883;13;26;37;182;;881
353413;13;26;37;182;;881
353900;6;24;21;98;;139
354413;14;38;43;178;;139
354415;14;38;43;178;;139
354927;6;19;24;114;;0
355421;6;19;24;114;;0
355940;3;1;13;50;;0
356422;3;1;13;50;;0
356439;6;7;21;114;;0
357436;0;0;0;0;;0
357440;12;19;23;126;;0
357956;5;10;12;63;;0
358440;5;10;12;63;;0
358457;9;22;23;118;;0
358972;15;37;48;214;;0
359455;15;37;48;214;;0
359472;18;53;79;327;;0
359979;6;19;16;106;;0
360458;6;19;16;106;;0
360491;20;32;37;245;;0
361007;11;17;25;105;;0
361467;11;17;25;105;;0
361516;16;26;39;180;;0
362478;0;0;0;0;;0
362526;15;29;44;199;;0
363489;0;0;0;0;;0
363540;5;17;25;107;;0
364039;4;8;23;78;;0
364502;4;8;23;78;;0
364550;11;22;41;186;;0
365516;0;0;0;0;;0
365567;5;18;25;95;;0
366528;0;0;0;0;;0
366578;11;35;46;237;;0
367531;0;0;0;0;;0
367582;7;11;16;100;;0
368093;9;15;38;129;;0
368546;9;15;38;129;;0
369111;4;8;10;52;;0
369545;4;8;10;52;;0
369627;14;27;52;254;;0
370137;24;12;22;107;;0
370554;24;12;22;107;;0
370638;11;16;47;252;;0
371151;30;48;54;212;;0
371568;30;48;54;212;;0
371652;4;15;77;303;;0
372161;12;32;34;131;;0
372577;12;32;34;131;;0
373172;6;7;14;51;;0
373589;6;7;14;51;;0
373673;5;18;35;180;;0
374184;12;35;19;112;;0
374602;12;35;19;112;;0
374687;15;14;53;254;;0
375195;22;27;20;109;;0
375613;22;27;20;109;;0
375697;20;32;58;303;;0
376626;20;32;0;0;;0
376709;6;18;19;136;;0
377639;6;18;0;0;;0
377719;1;30;25;99;;0
378233;8;21;22;122;;0
378652;8;21;22;122;;0
378733;6;18;49;236;;0
379663;6;18;0;0;;0
379747;6;11;21;99;;0
380248;12;37;25;130;;0
380669;12;37;25;130;;0
380753;7;18;52;267;;0
381681;7;18;0;0;;0
381765;2;11;15;53;;0
382276;34;72;90;362;;0
382690;34;72;90;362;;0
382775;3;6;101;411;;0
383702;3;6;0;0;;0
383788;7;10;18;103;;0
384702;7;10;0;0;;0
384797;9;5;21;93;;0
385314;24;31;69;291;;0
385713;24;31;69;291;;0
386336;2;11;5;44;;0
386724;2;11;5;44;;0
387348;7;11;15;79;;0
387735;7;11;15;79;;0
387845;5;10;22;94;;0
388735;5;10;22;94;;0
388860;7;16;26;129;;0
389748;7;16;26;129;;0
389889;10;24;32;118;;0
390406;22;39;61;247;;0
390763;22;39;61;247;;0
390905;10;24;41;172;;0
391418;15;37;57;235;;0
391774;15;37;57;235;;0
392446;9;15;17;112;;0
392786;9;15;17;112;;0
392960;6;8;14;67;;0
393475;18;19;42;171;;0
393799;18;19;42;171;;0
393989;6;12;17;101;;0
394493;17;45;68;322;;0
394803;17;45;68;322;;0
395509;8;11;16;122;;0
395815;8;11;16;122;;0
396022;14;20;21;104;;0
396536;23;35;42;203;;0
396829;23;35;42;203;;0
397549;11;10;26;84;;0
397841;11;10;26;84;;0
398064;8;8;18;83;;0
398562;13;20;28;149;;0
398843;13;20;28;149;;0
399079;2;8;9;58;;0
399591;5;18;19;125;;0
399853;5;18;19;125;;0
400105;6;16;19;96;;0
400619;14;26;35;164;;0
400864;14;26;35;164;;0
401130;10;10;36;99;;0
401631;16;21;52;155;;0
401878;16;21;52;155;;0
402143;8;11;28;112;;0
402656;12;24;44;222;;0
402888;12;24;44;222;;0
403686;11;18;34;113;;0
403902;11;18;34;113;;0
404693;5;19;18;123;;0
404911;5;19;18;123;;0
405195;6;10;20;63;;0
405693;16;34;75;287;;0
405925;16;34;75;287;;0
406721;5;5;12;55;;0
406936;5;5;12;55;;0
407236;9;11;35;116;;0
407735;14;20;46;164;;0
407949;14;20;46;164;;0
408248;5;6;19;54;;0
408957;5;6;19;54;;0
409272;15;27;41;195;;0
409786;23;34;57;262;;0
409970;23;34;57;262;;0
410812;4;5;14;70;;0
410982;4;5;14;70;;0
411329;5;17;12;74;;0
411988;5;17;12;74;;0
412338;8;10;12;63;;0
412851;13;18;28;122;;0
413003;13;18;28;122;;0
413867;2;7;9;52;;0
414003;2;7;9;52;;0
414882;4;5;12;55;;0
415004;4;5;12;55;;0
415394;9;12;21;78;;0
415912;17;35;48;196;;0
416016;17;35;48;196;;0
416424;19;31;35;235;;0
417030;19;31;35;235;;0
417455;11;16;27;135;;0
418044;11;16;27;135;;0
418546;8;26;47;218;;0
419056;8;26;47;218;;0
419573;6;13;15;57;;0
420070;6;13;15;57;;0
420577;12;16;25;128;;0
421076;12;16;25;128;;0
421080;22;23;42;215;;0
421593;3;11;9;55;;0
422087;3;11;9;55;;0
422104;22;42;47;261;;0
423091;0;0;0;0;;0
423107;9;16;32;121;;0
424091;0;0;0;0;;0
424124;5;15;16;121;;0
425102;0;0;0;0;;0
425151;11;30;46;223;;0
425665;5;16;20;96;;0
426113;5;16;20;96;;0
426179;15;28;47;202;;0
426693;6;15;27;137;;0
427128;6;15;27;137;;0
427209;6;30;43;201;;0
427709;11;19;39;134;;0
428142;11;19;39;134;;0
428718;5;13;14;79;;0
429151;5;13;14;79;;0
429222;3;10;30;161;;0
430151;3;10;0;0;;0
430235;4;9;9;91;;0
430743;13;42;52;185;;0
431162;13;42;52;185;;0
431756;21;31;45;229;;0
432172;21;31;45;229;;0
432769;8;11;29;122;;0
433185;8;11;29;122;;0
433269;5;5;52;225;;0
434197;5;5;0;0;;0
434281;8;16;20;124;;0
435210;8;16;0;0;;0
435292;11;37;36;123;;0
435804;16;8;11;65;;0
436222;16;8;11;65;;0
436306;9;18;50;188;;0
437234;9;18;0;0;;0
437319;21;31;54;196;;0
437828;29;38;17;77;;0
438246;29;38;17;77;;0
438331;7;11;34;151;;0
438841;13;23;18;60;;0
439256;13;23;18;60;;0
439848;12;21;33;179;;0
440269;12;21;33;179;;0
440851;2;17;13;63;;0
441273;2;17;13;63;;0
441355;5;36;26;150;;0
441855;20;26;40;186;;0
442275;20;26;40;186;;0
442358;8;40;68;311;;0
442871;14;6;12;45;;0
443289;14;6;12;45;;0
443373;16;38;61;302;;0
443882;22;44;9;50;;0
444301;22;44;9;50;;0
444895;5;13;23;85;;0
445316;5;13;23;85;;0
445397;4;11;33;163;;0
446327;4;11;0;0;;0
446410;13;16;35;155;;0
447340;13;16;0;0;;0
447423;6;17;30;112;;0
447932;17;32;17;100;;0
448350;17;32;17;100;;0
448431;8;18;34;185;;0
449351;8;18;0;0;;0
449447;6;34;30;142;;0
449947;17;28;20;124;;0
450365;17;28;20;124;;0
450449;2;9;38;191;;0
450959;7;27;21;105;;0
451374;7;27;21;105;;0
451457;15;39;47;347;;0
452378;15;39;47;0;;0
452475;1;7;17;66;;0
453389;1;7;17;66;;0
453500;16;20;27;144;;0
454002;22;37;53;253;;0
454389;22;37;53;253;;0
454513;15;35;49;218;;0
455403;15;35;49;218;;0
455543;20;26;44;191;;0
456044;29;39;63;285;;0
456413;29;39;63;285;;0
456554;5;10;11;91;;0
457427;5;10;11;91;;0
457584;5;20;26;109;;0
458094;13;31;49;204;;0
458437;13;31;49;204;;0
458596;12;18;26;138;;0
459111;17;38;44;276;;0
459448;17;38;44;276;;0
460127;10;17;25;94;;0
460456;10;17;25;94;;0
461131;21;30;46;261;;0
461456;21;30;46;261;;0
462145;5;5;14;39;;0
462470;5;5;14;39;;0
463175;7;14;20;85;;0
463483;7;14;20;85;;0
463687;7;7;9;58;;0
464195;17;26;33;197;;0
464493;17;26;33;197;;0
465205;9;13;18;106;;0
465497;9;13;18;106;;0
466222;14;19;28;177;;0
466513;14;19;28;177;;0
467247;8;7;19;55;;0
467524;8;7;19;55;;0
467760;5;13;24;99;;0
468275;6;18;33;152;;0
468536;6;18;33;152;;0
469303;11;27;39;183;;0
469550;11;27;39;183;;0
470317;7;7;20;89;;0
470563;7;7;20;89;;0
471321;2;4;8;60;;0
471568;2;4;8;60;;0
471820;3;7;4;50;;0
472321;9;17;21;107;;0
472567;9;17;21;107;;0
473349;4;10;8;69;;0
473579;4;10;8;69;;0
473852;7;21;30;131;;0
474363;14;26;45;177;;0
474592;14;26;45;177;;0
474873;8;20;16;108;;0
475373;19;44;54;223;;0
475606;19;44;54;223;;0
475880;8;11;32;90;;0
476379;17;23;56;181;;0
476612;17;23;56;181;;0
476880;9;6;10;61;;0
477385;17;25;32;178;;0
477622;17;25;32;178;;0
477889;3;8;11;61;;0
478623;3;8;11;61;;0
478905;9;15;30;119;;0
479420;12;22;50;200;;0
479636;12;22;50;200;;0
479934;12;9;44;109;;0
480447;17;31;66;257;;0
480650;17;31;66;257;;0
480948;6;10;16;73;;0
481449;9;15;21;121;;0
481664;9;15;21;121;;0
481948;4;23;30;123;;0
482668;4;23;30;123;;0
482953;6;17;19;124;;0
483455;12;38;35;219;;0
483673;12;38;35;219;;0
483971;8;14;20;118;;0
484686;8;14;20;118;;0
485000;5;14;16;69;;0
485700;5;14;16;69;;0
486029;13;26;34;222;;0
486544;20;36;50;325;;0
486714;20;36;50;325;;0
487060;7;7;35;147;;0
487726;7;7;35;147;;0
488085;23;58;90;369;;0
488600;33;81;115;500;;0
488740;33;81;115;500;;0
489116;4;16;23;134;;0
489753;4;16;23;134;;0
490131;23;40;45;208;;0
490753;23;40;45;208;;0
491158;8;24;33;147;;0
491766;8;24;33;147;;0
492186;12;19;25;122;;0
492778;12;19;25;122;;0
493218;36;39;93;376;;0
493730;47;59;128;500;;0
493790;47;59;128;500;;0
494742;2;16;11;52;;0
494803;2;16;11;52;;0
495255;6;8;14;61;;0
495812;6;8;14;61;;0
496282;3;5;10;55;;0
496797;10;24;27;143;;0
496824;10;24;27;143;;0
497824;4;14;27;76;;0
497826;4;14;27;76;;0
498337;27;49;95;346;;0
498835;27;49;95;346;;0
499349;7;14;36;138;;0
499844;7;14;36;138;;0
499850;20;32;71;311;;0
500849;0;0;0;0;;0
500865;7;16;26;134;;0
501367;6;18;18;124;;0
501862;6;18;18;124;;0
501865;17;36;46;321;;0
502377;3;10;18;98;;0
502870;3;10;18;98;;0
503388;3;13;18;100;;0
503883;3;13;18;100;;0
503887;8;19;39;159;;0
504889;0;0;0;0;;0
504906;8;20;16;68;;0
505408;5;16;8;97;;0
505892;5;16;8;97;;0
505908;14;37;35;232;;0
506906;0;0;0;0;;0
506922;15;29;45;188;;0
507437;7;15;19;97;;0
507913;7;15;19;97;;0
507945;16;24;39;177;;0
508458;4;6;12;49;;0
508924;4;6;12;49;;0
509487;8;12;19;83;;0
509938;8;12;19;83;;0
509987;10;18;36;145;;0
510939;0;0;0;0;;0
511004;6;10;14;63;;0
511521;3;14;21;100;;0
511952;3;14;21;100;;0
512534;3;7;2;49;;0
512966;3;7;2;49;;0
513561;3;6;16;53;;0
513976;3;6;16;53;;0
514568;9;16;25;119;;0
514985;9;16;25;119;;0
515070;11;18;50;253;;0
515582;16;39;25;146;;0
515999;16;39;25;146;;0
516082;19;34;55;322;;0
517014;19;34;0;0;;0
517108;11;16;23;97;;0
518026;11;16;23;97;;0
518138;7;20;35;200;;0
519037;7;20;35;200;;0
519164;9;17;25;119;;0
519680;18;26;43;202;;0
520052;18;26;43;202;;0
520697;9;14;22;114;;0
521067;9;14;22;114;;0
521211;6;10;18;63;;0
522082;6;10;18;63;;0
522238;10;32;35;241;;0
522754;22;52;59;358;;0
523094;22;52;59;358;;0
523783;11;23;40;159;;0
524109;11;23;40;159;;0
524789;12;15;31;119;;0
525113;12;15;31;119;;0
525299;9;18;27;117;;0
526122;9;18;27;117;;0
526328;11;12;23;87;;0
526839;15;17;36;144;;0
527135;15;17;36;144;;0
527855;9;28;27;125;;0
528149;9;28;27;125;;0
528354;5;9;4;43;;0
529158;5;9;4;43;;0
529378;8;15;29;96;;0
529890;18;30;48;197;;0
530170;18;30;48;197;;0
530391;2;17;31;103;;0
530904;9;39;69;277;;0
531181;9;39;69;277;;0
531418;6;15;13;54;;0
531931;19;30;40;186;;0
532196;19;30;40;186;;0
532437;8;28;42;184;;0
532951;20;39;65;294;;0
533211;20;39;65;294;;0
533464;8;18;25;113;;0
533966;16;31;50;244;;0
534216;16;31;50;244;;0
534471;7;19;30;129;;0
534972;31;59;95;455;;0
535223;31;59;95;455;;0
535477;37;60;143;512;;0
535995;90;148;300;1178;;0
536225;90;148;300;1178;;0
536998;56;93;170;1393;;0
537229;56;93;170;1393;;0
537513;21;34;74;1071;;0
538018;62;103;210;1642;;0
538235;62;103;210;1642;;0
538523;17;28;64;1274;;0
539240;17;28;64;1274;;0
539525;24;41;86;753;;0
540249;24;41;86;753;;0
540537;46;100;147;707;;0
541039;62;142;211;1027;;0
541257;62;142;211;1027;;0
542045;44;86;137;988;;0
542258;44;86;137;988;;0
543049;48;88;146;973;;0
543267;48;88;146;973;;0
543551;35;105;159;956;;0
544067;87;198;302;1668;;0
544279;87;198;302;1668;;0
544575;50;115;145;1945;;0
545075;71;164;205;2261;;0
545291;71;164;205;2261;;0
545577;32;70;131;2243;;0
546090;50;117;179;2479;;0
546305;50;117;179;2479;;0
546605;24;39;50;2141;;0
547320;24;39;50;2141;;0
547633;42;90;120;1838;;0
548149;77;188;272;2485;;0
548331;77;188;272;2485;;0
548660;41;69;123;2547;;0
549162;84;134;201;2989;;0
549345;84;134;201;2989;;0
549675;47;66;105;2934;;0
550358;47;66;105;2934;;0
550688;21;35;48;2402;;0
551190;60;107;165;2883;;0
551358;60;107;165;2883;;0
552205;29;68;92;2686;;0
552372;29;68;92;2686;;0
552714;43;102;156;2539;;0
553230;66;159;235;2852;;0
553381;66;159;235;2852;;0
553726;43;77;138;2838;;0
554393;43;77;138;2838;;0
554753;51;97;149;2777;;0
555404;51;97;149;2777;;0
555767;35;67;106;2609;;0
556419;35;67;106;2609;;0
556780;32;91;131;2386;;0
557285;63;131;227;2789;;0
557419;63;131;227;2789;;0
557794;45;103;155;2907;;0
558306;48;108;162;2932;;0
558427;48;108;162;2932;;0
558820;27;46;73;2617;;0
559439;27;46;73;2617;;0
559847;47;89;132;2448;;0
560361;71;164;215;2872;;0
560453;71;164;215;2872;;0
561391;18;41;60;2559;;0
561466;18;41;60;2559;;0
561906;21;61;62;1956;;0
562478;21;61;62;1956;;0
562917;51;99;150;1800;;0
563419;64;138;206;2030;;0
563493;64;138;206;2030;;0
563931;46;78;133;2039;;0
564445;62;130;207;2424;;0
564502;62;130;207;2424;;0
565455;58;96;157;2512;;0
565514;58;96;157;2512;;0
565958;26;36;54;2085;;0
566472;77;124;209;2791;;0
566514;77;124;209;2791;;0
566981;7;12;6;2263;;0
567495;48;119;161;2938;;0
567522;48;119;161;2938;;0
568517;41;93;172;2960;;0
568530;41;93;172;2960;;0
569031;20;35;62;2509;;0
569543;20;35;62;2509;;0
569546;51;100;156;2924;;0
570059;48;97;104;2774;;0
570553;48;97;104;2774;;0
570556;82;183;222;3281;;0
571070;33;53;77;3136;;0
571563;33;53;77;3136;;0
571568;79;157;220;3843;;0
572082;10;15;26;3445;;0
572565;10;15;26;3445;;0
572597;56;115;187;4138;;0
573111;57;76;157;4206;;0
573576;57;76;157;4206;;0
573609;102;182;307;4905;;0
574123;43;94;142;5217;;0
574586;43;94;142;5217;;0
574638;90;193;301;5912;;0
575139;43;86;169;6198;;0
575593;43;86;169;6198;;0
575643;96;172;318;6910;;0
576157;48;113;145;7190;;0
576595;48;113;145;7190;;0
576675;92;207;295;7902;;0
577187;38;66;100;7972;;0
577602;38;66;100;7972;;0
577685;89;157;250;8680;;0
578194;44;96;141;8895;;0
578615;44;96;141;8895;;0
578697;66;139;194;9158;;0
579195;52;84;151;9202;;0
579628;52;84;151;9202;;0
579710;106;181;303;9885;;0
580642;0;0;0;9475;;0
580723;46;92;112;9968;;0
581222;51;90;122;9808;;0
581643;51;90;122;9808;;0
581726;101;170;243;10468;;0
582227;42;74;157;10684;;0
582647;42;74;157;10684;;0
582729;91;187;295;11384;;0
583239;45;80;143;11621;;0
583658;45;80;143;11621;;0
583753;57;185;294;12308;;0
584254;111;77;157;12544;;0
584658;111;77;157;12544;;0
584760;27;132;230;12898;;0
585264;46;45;68;12710;;0
585660;46;45;68;12710;;0
585763;57;115;152;12545;;0
586273;91;187;247;13061;;0
586674;91;187;247;13061;;0
586774;31;71;370;13607;;0
587688;31;71;0;13255;;0
587789;46;94;107;13755;;0
588296;73;142;97;13342;;0
588698;73;142;97;13342;;0
588797;19;36;144;13553;;0
589310;71;145;168;13583;;0
589709;71;145;168;13583;;0
589809;33;84;319;14196;;0
590322;44;109;36;13962;;0
590710;44;109;36;13962;;0
590835;57;108;140;13846;;0
591352;84;170;221;14155;;0
591723;84;170;221;14155;;0
591866;51;86;128;14213;;0
592382;65;123;198;14453;;0
592736;65;123;198;14453;;0
592895;30;48;86;14221;;0
593397;86;145;233;14921;;0
593740;86;145;233;14921;;0
593899;52;98;160;15075;;0
594413;106;184;311;15784;;0
594754;106;184;311;15784;;0
594928;37;88;152;15999;;0
595441;63;148;230;16370;;0
595764;63;148;230;16370;;0
595956;36;44;81;16195;;0
596779;36;44;81;16195;;0
596969;25;25;54;15598;;0
597483;74;118;176;16212;;0
597791;74;118;176;16212;;0
597999;40;78;103;16114;;0
598805;40;78;103;16114;;0
599027;27;80;106;15804;;0
599528;56;149;170;16141;;0
599819;56;149;170;16141;;0
600554;49;77;114;16110;;0
600832;49;77;114;16110;;0
601071;43;89;153;16065;;0
601584;83;180;266;16659;;0
601845;83;180;266;16659;;0
602097;36;81;135;16809;;0
602609;98;179;256;17476;;0
602858;98;179;256;17476;;0
603110;14;43;40;17260;;0
603622;35;88;92;17504;;0
603885;35;88;92;17134;;370
604645;21;52;80;16781;;370
604894;21;52;80;16333;;818
605149;50;88;111;16076;;818
605891;50;88;111;15731;;1163
606159;57;92;154;15677;;1163
606661;108;185;308;16379;;1163
606877;108;185;308;16379;;1163
607175;45;90;152;16693;;1163
607690;98;185;303;17394;;1163
607889;98;185;303;17394;;1163
608204;36;69;140;17513;;1163
608704;78;176;305;18181;;1163
608931;78;176;305;17507;;1837
609218;47;98;157;17717;;1837
609933;47;98;157;17246;;2308
610245;31;68;72;16971;;2308
610758;86;162;231;17663;;2308
610943;86;162;231;17357;;2614
611271;45;99;144;17488;;2614
611782;74;157;208;17863;;2614
611937;74;157;208;17801;;2676
612296;11;37;68;17443;;2676
612810;65;111;191;17942;;2676
612952;65;111;191;17881;;2737
613311;41;81;124;17842;;2737
613826;60;133;182;18162;;2737
613981;60;133;182;17349;;3550
614340;25;59;84;17228;;3550
614854;53;139;189;17685;;3550
614986;53;139;189;17043;;4192
615882;47;104;150;17123;;4192
615978;47;104;150;16987;;4328
616390;16;26;58;16504;;4328
616903;63;118;186;17237;;4328
616978;63;118;186;17237;;4328
617413;60;104;143;17297;;4328
617918;93;185;269;17900;;4328
617996;93;185;269;17842;;4386
618418;21;67;76;17691;;4386
619005;21;67;76;17675;;4402
619427;32;82;84;17312;;4402
619944;67;158;202;17892;;4402
620004;67;158;202;17892;;4402
620960;20;41;68;17596;;4402
621025;20;41;68;17166;;4832
621462;50;103;156;16986;;4832
621975;73;152;218;17374;;4832
622024;73;152;218;17223;;4983
622476;36;91;130;17251;;4983
622988;96;177;253;17902;;4983
623046;96;177;253;17541;;5344
623487;37;70;124;17631;;5344
624030;37;70;124;17631;;5344
624517;31;66;79;17222;;5344
625032;31;66;79;17199;;5367
625534;42;104;133;17096;;5367
626036;42;104;133;17096;;5367
626039;78;181;230;17613;;5367
626553;42;78;144;17799;;5367
627092;42;78;144;16763;;6403
627096;72;130;223;17141;;6403
627611;49;110;151;17240;;6403
628079;49;110;151;16840;;6803
628124;76;173;246;17357;;6803
628638;27;46;64;17185;;6803
629101;27;46;64;16371;;7617
629147;62;136;194;16894;;7617
630069;0;0;0;16286;;7617
630163;36;66;94;16717;;7617
631097;0;0;0;15558;;7972
631193;54;101;143;16242;;7972
631705;47;87;143;16209;;7972
632095;47;87;143;16209;;7972
632208;35;163;252;16720;;7972
632722;61;35;50;16479;;7972
633129;61;35;50;16048;;8403
633737;42;72;97;15694;;8403
634122;42;72;97;15694;;8403
634236;34;92;98;15520;;8403
635130;34;92;98;15520;;8403
635242;51;99;252;16216;;8403
635759;98;195;150;16301;;8403
636131;98;195;150;16301;;8403
636259;52;94;128;16393;;8403
636774;78;121;209;16631;;8403
637181;78;121;209;15713;;9321
637803;47;79;112;15614;;9321
638143;47;79;112;15614;;9321
638830;16;44;70;15208;;9321
639156;16;44;70;15208;;9321
639346;20;51;91;14708;;9321
640173;20;51;91;14708;;9321
640346;33;62;96;14287;;9321
640857;67;136;217;14916;;9321
641181;67;136;217;14916;;9321
641370;24;31;57;14710;;9321
641884;66;142;205;15409;;9321
642202;66;142;205;15270;;9460
642402;46;96;157;15346;;9460
642911;99;179;274;15949;;9460
643209;99;179;274;15885;;9524
643424;37;76;128;15934;;9524
643939;70;147;224;16421;;9524
644224;70;147;224;16305;;9640
644443;47;105;135;16409;;9640
644950;61;154;225;16760;;9640
645260;61;154;225;16251;;10149
645454;26;42;80;16051;;10149
645958;76;145;238;16740;;10149
646237;76;145;238;16740;;10149
646460;24;59;88;16607;;10149
646960;69;145;218;17237;;10149
647303;69;145;218;16059;;11327
647473;46;102;154;16189;;11327
647975;58;141;204;16423;;11327
648256;58;141;204;16423;;11327
648480;44;100;154;16502;;11327
648987;72;164;258;16996;;11327
649272;72;164;258;16788;;11535
650014;33;53;80;16702;;11535
650278;33;53;80;16702;;11535
650512;17;33;50;16091;;11535
651014;43;108;145;16522;;11535
651277;43;108;145;16522;;11535
651530;52;103;137;16526;;11535
652041;98;186;293;17241;;11535
652302;98;186;293;16990;;11786
652543;50;97;160;17260;;11786
653044;95;172;298;17836;;11786
653295;95;172;298;17836;;11786
653550;52;76;139;18036;;11786
654324;52;76;139;17482;;12340
654569;57;87;127;17478;;12340
655071;89;154;239;17954;;12340
655323;89;154;239;17525;;12769
655583;12;33;50;17219;;12769
656097;64;134;201;17915;;12769
656328;64;134;201;17543;;13141
656609;22;46;48;17174;;13141
657112;52;98;146;17581;;13141
657317;52;98;146;17581;;13141
658120;24;62;98;17395;;13141
658319;24;62;98;17395;;13141
658633;33;44;82;16974;;13141
659333;33;44;82;16974;;13141
659637;58;105;138;16832;;13141
660152;101;202;303;17527;;13141
660335;101;202;303;17527;;13141
660653;46;86;112;17667;;13141
661350;46;86;112;17667;;13141
661679;43;82;118;17488;;13141
662194;84;163;253;18157;;13141
662372;84;163;253;18030;;13268
662695;25;31;84;17841;;13268
663207;82;120;208;18418;;13268
663402;82;120;208;17818;;13868
663723;14;33;70;17512;;13868
664235;68;115;188;18078;;13868
664411;68;115;188;17518;;14428
664751;48;92;166;17583;;14428
665250;76;151;264;17948;;14428
665392;76;151;264;17866;;14510
665750;17;39;67;17675;;14510
666416;17;39;67;17087;;15098
666756;51;61;107;16861;;15098
667426;51;61;107;16176;;15783
667759;45;76;121;15899;;15783
668397;45;76;121;15899;;15783
668791;43;88;136;15714;;15783
669413;43;88;136;15714;;15783
669819;37;59;101;15410;;15783
670319;85;174;263;16085;;15783
670423;85;174;263;16085;;15783
670834;42;101;140;16324;;15783
671346;51;124;161;16454;;15783
671470;51;124;161;15486;;16751
671849;43;81;132;15355;;16751
672356;66;141;215;15730;;16751
672460;66;141;215;15382;;17099
673366;31;39;70;15076;;17099
673458;31;39;70;15076;;17099
673872;48;100;130;14938;;17099
674376;91;199;278;15648;;17099
674474;91;199;278;15432;;17315
674879;19;55;55;15281;;17315
675393;52;135;143;15680;;17315
675479;52;135;143;15508;;17487
676407;34;96;126;15520;;17487
676496;34;96;126;15262;;17745
677420;20;44;59;14781;;17745
677497;20;44;59;14781;;17745
677936;42;84;123;14537;;17745
678448;93;174;276;15243;;17745
678509;93;174;276;15243;;17745
678962;28;64;77;15155;;17745
679477;69;137;238;15880;;17745
679536;69;137;238;15442;;18183
679975;39;102;151;15594;;18183
680490;86;180;261;16114;;18183
680533;86;180;261;16114;;18183
681507;48;83;138;16279;;18183
681547;48;83;138;15999;;18463
682509;29;54;98;15630;;18463
682550;29;54;98;15381;;18712
683025;13;35;39;14779;;18712
683528;52;109;151;15349;;18712
683543;52;109;151;15307;;18754
684533;60;99;133;15327;;18754
684565;60;99;133;14859;;19222
685033;37;62;109;14678;;19222
685547;50;97;167;14912;;19222
685549;50;97;167;14912;;19222
686060;43;68;131;14837;;19222
686560;43;68;131;14793;;19266
686563;60;98;177;15027;;19266
687079;44;98;131;15048;;19266
687561;44;98;131;15048;;19266
687579;66;138;192;15313;;19266
688563;0;0;0;14709;;19266
688598;46;101;137;15425;;19266
689102;50;106;154;15399;;19266
689570;50;106;154;15399;;19266
689605;100;191;294;16124;;19266
690107;52;87;132;16409;;19266
690609;52;87;132;15781;;19894
690612;66;134;198;16141;;19894
691598;0;0;0;15539;;19894
691631;66;103;147;16223;;19894
692132;54;94;162;16229;;19894
692598;54;94;162;16229;;19894
692647;110;200;300;16929;;19894
693161;20;47;97;16896;;19894
693613;20;47;97;16896;;19894
693661;48;100;163;17248;;19894
694172;26;30;54;16890;;19894
694649;26;30;54;16362;;20422
694674;57;122;185;16918;;20422
695190;17;49;79;16623;;20422
695638;17;49;79;16623;;20422
695704;28;95;133;16879;;20422
696648;0;0;0;16135;;20422
696716;55;93;141;16846;;20422
697232;55;103;130;16847;;20422
697649;55;103;130;16847;;20422
697729;109;192;289;17545;;20422
698242;49;94;135;17804;;20422
698687;49;94;135;17253;;20973
699271;21;35;52;16757;;20973
699707;21;35;52;15894;;21836
700302;27;54;95;15416;;21836
700676;27;54;95;15416;;21836
700805;79;158;260;16095;;21836
701318;47;109;154;16282;;21836
701686;47;109;154;16282;;21836
701815;92;212;285;17003;;21836
702331;20;65;79;16993;;21836
702700;20;65;79;16993;;21836
702844;74;155;236;17625;;21836
703354;50;93;149;17725;;21836
703708;50;93;149;17725;;21836
703869;54;195;292;18426;;21836
704380;99;95;156;18667;;21836
704751;99;95;156;18081;;22422
704883;55;88;160;18778;;22422
705380;118;187;314;18812;;22422
705737;118;187;314;18812;;22422
705883;40;72;450;19468;;22422
706759;40;72;0;19039;;22606
706896;61;176;150;19723;;22606
707405;104;98;131;19691;;22606
707776;104;98;131;19374;;22923
707905;24;49;207;19703;;22923
708834;24;49;0;17511;;24524
708922;45;88;148;17303;;24524
709436;95;178;306;18005;;24524
709775;95;178;306;18005;;24524
709947;29;60;91;17968;;24524
710451;56;117;188;18485;;24524
710775;56;117;188;18485;;24524
711472;50;76;129;18437;;24524
711811;50;76;129;17833;;25128
712477;14;39;59;17366;;25128
712791;14;39;59;17272;;25222
712989;37;91;112;16963;;25222
713490;69;160;196;17434;;25222
713801;69;160;196;17434;;25222
714517;29;54;71;17214;;25222
714822;29;54;71;17097;;25339
715533;52;93;143;16963;;25339
715827;52;93;143;16963;;25339
716050;27;68;93;16712;;25339
