Timestamp;  Q1; Q2; Q3; Q4; Q Expirados
716563;71;146;219;17332;;25339
716842;71;146;219;17332;;25339
717577;35;71;92;17328;;25339
717872;35;71;92;16995;;25672
718092;19;40;52;16434;;25672
718590;49;105;135;16906;;25672
718856;49;105;135;16906;;25672
719092;36;70;96;16712;;25672
719602;86;161;242;17425;;25672
719864;86;161;242;17425;;25672
720117;34;97;126;17530;;25672
720628;49;128;174;17769;;25672
720885;49;128;174;17544;;25897
721129;41;66;96;17366;;25897
721928;41;66;96;16542;;26721
722146;62;103;148;16432;;26721
722645;108;184;262;17018;;26721
722891;108;184;262;17018;;26721
723160;12;36;62;16794;;26721
723671;36;85;141;17146;;26721
723969;36;85;141;15481;;28386
724672;54;97;147;15445;;28386
724928;54;97;147;14902;;28929
725174;30;60;70;14568;;28929
725691;71;167;196;15294;;28929
725917;71;167;196;15294;;28929
726200;8;20;23;14826;;28929
726717;65;105;159;15548;;28929
726930;65;105;159;15548;;28929
727229;46;110;159;15562;;28929
727742;93;205;331;16248;;28929
727948;93;205;331;16052;;29125
728256;39;97;147;16398;;29125
728770;92;183;291;17115;;29125
728990;92;183;291;16295;;29945
729284;43;105;146;16567;;29945
729796;81;177;260;17119;;29945
729987;81;177;260;16685;;30379
730312;41;80;131;16718;;30379
730825;68;144;220;17138;;30379
730978;68;144;220;17138;;30379
731324;36;77;120;17062;;30379
731839;79;162;238;17561;;30379
731991;79;162;238;17561;;30379
732341;35;76;93;17513;;30379
732855;75;153;200;18092;;30379
733012;75;153;200;17952;;30519
733365;52;110;155;18032;;30519
733876;82;156;262;18367;;30519
734009;82;156;262;18367;;30519
734388;22;30;44;18104;;30519
734903;37;64;107;18388;;30519
735023;37;64;107;18388;;30519
735412;35;55;100;18004;;30519
735928;76;130;228;18565;;30519
736041;76;130;228;18430;;30654
736442;51;112;129;18542;;30654
737051;51;112;129;18488;;30708
737455;49;100;175;18456;;30708
737958;87;182;262;18887;;30708
738056;87;182;262;18794;;30801
738470;12;48;45;18573;;30801
739084;12;48;45;18053;;31321
739497;31;116;134;17877;;31321
740000;41;140;175;18075;;31321
740081;41;140;175;17641;;31755
740505;14;42;65;17290;;31755
741008;28;83;121;17524;;31755
741071;28;83;121;17458;;31821
741511;15;30;49;16899;;31821
742075;15;30;49;16727;;31993
742536;39;67;107;16324;;31993
743054;77;117;189;16711;;31993
743079;77;117;189;16711;;31993
744065;44;105;141;16804;;31993
744092;44;105;141;16804;;31993
744578;47;97;149;16801;;31993
745095;63;127;204;17044;;31993
745097;63;127;204;17044;;31993
745607;16;42;62;16783;;31993
746103;16;42;62;16783;;31993
746107;71;135;200;17379;;31993
746622;43;96;104;17328;;31993
747176;43;96;104;15929;;33392
747181;76;162;199;16390;;33392
747682;50;103;144;16530;;33392
748135;50;103;144;16071;;33851
748196;91;173;243;16593;;33851
748712;29;96;140;16709;;33851
749137;29;96;140;16553;;34007
749227;73;192;295;17258;;34007
749740;52;112;147;17507;;34007
750189;52;112;147;16349;;35165
750255;106;229;311;17014;;35165
750768;35;115;160;17350;;35165
751177;35;115;160;16792;;35723
751283;83;218;306;17495;;35723
751784;59;94;132;17817;;35723
752183;59;94;132;17238;;36302
752284;109;185;285;17944;;36302
752798;54;110;141;18218;;36302
753205;54;110;141;17408;;37112
753312;101;209;309;18094;;37112
753827;54;95;153;18411;;37112
754191;54;95;153;18220;;37303
754341;104;188;303;18927;;37303
754851;42;105;148;19227;;37303
755202;42;105;148;18940;;37590
755349;85;210;278;19662;;37590
755863;56;95;143;19941;;37590
756232;56;95;143;19421;;38110
756376;108;191;295;20121;;38110
756890;27;28;71;20049;;38110
757230;27;28;71;19783;;38376
757404;33;89;175;20250;;38376
758239;33;0;0;19275;;38642
758416;51;97;125;19886;;38642
758929;96;214;270;19612;;38642
759234;96;214;270;19612;;38642
759428;43;97;435;20307;;38642
759942;92;188;144;20768;;38642
760238;92;188;144;20768;;38642
760442;27;50;64;20559;;38642
760957;46;111;161;20983;;38642
761248;46;111;161;20983;;38642
761468;11;31;65;20534;;38642
761982;81;126;202;21232;;38642
762259;81;126;202;21232;;38642
762493;5;9;6;20695;;38642
763010;54;114;157;21390;;38642
763272;54;114;157;21390;;38642
763510;19;37;72;21034;;38642
764013;36;65;127;21301;;38642
764288;36;65;127;21066;;38877
764513;21;64;83;20641;;38877
765280;21;64;83;20641;;38877
765516;22;38;75;20108;;38877
766289;22;38;75;20108;;38877
766543;39;75;124;19831;;38877
767057;75;179;243;20370;;38877
767307;75;179;243;20183;;39064
767568;31;51;90;20078;;39064
768326;31;51;90;19845;;39297
768583;24;67;75;19427;;39297
769096;52;104;150;19765;;39297
769385;52;104;150;18572;;40490
769597;16;40;57;18107;;40490
770110;34;70;119;18354;;40490
770383;34;70;119;17369;;41475
770625;48;112;147;17248;;41475
771140;102;194;294;17965;;41475
771417;102;194;294;16453;;42987
771643;64;82;157;16695;;42987
772145;105;137;258;17170;;42987
772392;105;137;258;16317;;43840
772657;38;79;113;16310;;43840
773396;38;79;113;15814;;44336
773676;60;87;144;15753;;44336
774179;101;187;300;16456;;44336
774409;101;187;300;15739;;45053
774676;47;109;131;16040;;45053
775180;94;214;270;16749;;45053
775433;94;214;270;15708;;46094
775694;11;39;43;15515;;46094
776198;54;126;193;16124;;46094
776397;54;126;193;16124;;46094
776700;40;105;163;16189;;46094
777212;89;200;306;16902;;46094
777412;89;200;306;16902;;46094
777727;63;90;164;17180;;46094
778237;74;123;213;17369;;46094
778421;74;123;213;17369;;46094
778752;35;86;150;17387;;46094
779480;35;86;150;16291;;47190
779776;34;66;93;16083;;47190
780277;77;143;207;16630;;47190
780446;77;143;207;16630;;47190
780789;47;82;126;16662;;47190
781461;47;82;126;16651;;47201
781806;32;87;140;16525;;47201
782319;61;151;227;16887;;47201
782473;61;151;227;16880;;47208
782819;35;59;87;16639;;47208
783491;35;59;87;16186;;47661
783850;51;91;152;16073;;47661
784364;103;188;294;16782;;47661
784484;103;188;294;16782;;47661
784866;16;25;52;16585;;47661
785380;55;83;145;17103;;47661
785498;55;83;145;17103;;47661
785889;49;113;136;17088;;47661
786399;99;208;278;17801;;47661
786507;99;208;278;17801;;47661
786916;70;101;146;18069;;47661
787416;118;193;308;18767;;47661
787527;118;193;308;18695;;47733
787917;51;108;145;19010;;47733
788429;101;215;305;19693;;47733
788540;101;215;305;19664;;47762
788943;57;87;151;19990;;47762
789458;124;179;287;20695;;47762
789558;124;179;287;20507;;47950
789967;44;93;146;20814;;47950
790482;93;178;317;21509;;47950
790584;93;178;317;21016;;48443
790993;18;42;56;20882;;48443
791507;73;141;219;21565;;48443
791619;73;141;219;20608;;49400
792014;16;20;36;20188;;49400
792516;25;39;60;20314;;49400
792599;25;39;60;19913;;49801
793026;3;9;30;19159;;49801
793545;20;46;80;19387;;49801
793606;20;46;80;18973;;50215
794567;4;9;6;18179;;50215
794610;4;9;6;17863;;50531
795071;22;57;89;17223;;50531
795596;22;57;89;17223;;50531
796087;32;40;69;16684;;50531
796605;32;40;69;16433;;50782
797096;5;10;21;15671;;50782
797630;5;10;21;15105;;51348
798112;10;10;14;14218;;51348
798609;10;10;14;14218;;51348
798614;13;21;22;14278;;51348
799115;10;16;27;13443;;51348
799609;10;16;27;13443;;51348
800126;15;21;39;12681;;51348
800609;15;21;39;12681;;51348
801142;4;16;19;11827;;51348
801613;4;16;19;11827;;51348
801646;20;45;61;12043;;51348
802615;0;0;0;11169;;51348
802661;3;13;10;11224;;51348
803177;9;17;29;10356;;51348
803624;9;17;29;10356;;51348
803691;16;28;47;10474;;51348
804202;20;40;38;9794;;51348
804633;20;40;38;9794;;51348
805224;11;18;26;9025;;51348
805643;11;18;26;9025;;51348
806237;6;18;27;8192;;51348
806683;6;18;27;6853;;52687
806752;13;36;55;6968;;52687
807266;6;19;24;6189;;52687
807678;6;19;24;5764;;53112
808279;8;34;39;4965;;53112
808683;8;34;39;4965;;53112
809296;1;5;7;4093;;53112
809696;1;5;7;4093;;53112
809810;3;12;23;4170;;53112
810711;0;0;0;3208;;53112
810822;8;23;42;3386;;53112
811323;11;16;28;2575;;53112
811726;11;16;28;2575;;53112
811836;19;24;56;2702;;53112
812738;0;0;0;1801;;53112
812851;3;7;11;1866;;53112
813753;0;0;0;887;;53112
813865;7;9;21;957;;53112
814365;5;7;9;76;;53106
814757;5;7;9;76;;53106
815387;22;33;64;212;;52203
815757;22;33;64;212;;52203
815887;33;51;91;341;;52203
816398;7;4;26;96;;51719
816765;7;4;26;96;;51719
816910;15;22;43;189;;51719
817778;0;0;0;0;;50988
817935;18;19;44;201;;50988
818790;0;0;0;0;;50270
818964;23;44;53;236;;50270
819478;10;9;22;90;;49626
819800;10;9;22;90;;49626
819989;21;29;66;263;;49626
820802;0;0;0;0;;49005
820992;6;17;13;88;;49005
821804;0;0;0;0;;48129
821995;5;14;16;65;;48129
822498;6;19;29;129;;47229
822808;6;19;29;129;;47229
823013;8;32;41;217;;47229
823525;1;8;9;63;;46527
823821;1;8;9;63;;46527
824040;6;27;35;173;;46527
824547;7;16;29;94;;45768
824826;7;16;29;94;;45768
825049;12;24;48;166;;45768
825549;12;13;25;95;;45018
825827;12;13;25;95;;45018
826063;20;29;47;183;;45018
826567;12;20;31;121;;44297
826828;12;20;31;121;;44297
827081;5;28;52;180;;44297
827592;10;21;20;109;;43569
827839;10;21;20;109;;43569
828093;30;35;69;365;;43569
828840;30;35;0;0;;43034
829107;11;18;41;122;;42099
829844;11;18;41;122;;42099
830109;11;17;32;114;;41291
830618;18;31;41;175;;41291
830849;18;31;41;175;;41291
831622;4;16;15;69;;40556
831857;4;16;15;69;;40556
832126;8;13;24;141;;39660
832633;17;33;53;245;;39660
832866;17;33;53;245;;39660
833136;6;20;26;113;;39008
833636;13;28;54;216;;39008
833869;13;28;54;216;;39008
834138;6;11;15;67;;38319
834649;21;40;64;269;;38319
834883;21;40;64;269;;38319
835148;6;14;29;96;;37713
835890;6;14;29;96;;37713
836155;5;17;28;132;;36858
836664;10;24;49;200;;36858
836896;10;24;49;200;;36858
837664;8;7;20;94;;36141
837911;8;7;20;94;;36141
838165;11;20;51;232;;36141
838666;17;14;30;125;;35452
838916;17;14;30;125;;35452
839168;5;22;45;188;;35452
839929;5;0;0;0;;34724
840185;22;29;58;233;;34724
840693;32;50;31;190;;34020
840943;32;50;31;190;;34020
841197;8;62;46;303;;34020
841956;8;0;0;0;;33463
842209;7;8;24;90;;33463
842958;7;8;0;0;;32585
843225;6;8;14;64;;31600
843739;11;18;26;101;;31600
843972;11;18;26;101;;31600
844764;10;8;9;66;;30756
844980;10;8;9;66;;30756
845265;4;14;17;85;;29849
845769;17;37;59;253;;29849
845984;17;37;59;253;;29849
846268;19;37;50;233;;29215
846998;19;37;50;233;;29215
847283;15;20;32;124;;28554
848006;15;20;32;124;;28554
848291;7;21;38;186;;27745
848805;15;46;75;360;;27745
849020;15;46;75;360;;27745
849319;5;2;16;58;;27241
849830;13;19;43;184;;27241
850024;13;19;43;184;;27241
850325;9;25;32;128;;26500
850827;15;36;52;217;;26500
851032;15;36;52;217;;26500
851334;7;20;38;126;;25820
851839;11;28;62;194;;25820
852042;11;28;62;194;;25820
852342;9;18;30;115;;25115
852849;16;28;43;184;;25115
853051;16;28;43;184;;25115
853355;27;55;72;318;;24386
853858;34;71;99;448;;24386
854057;34;71;99;448;;24386
854876;5;18;16;83;;24038
855059;5;18;16;83;;24038
855389;12;19;26;139;;23160
856073;12;19;26;139;;23160
856403;17;36;51;275;;22356
856918;34;79;106;516;;22356
857087;34;79;106;516;;22356
857418;7;14;19;80;;22091
858093;7;14;19;80;;22091
858436;9;24;38;202;;21211
858938;25;38;62;321;;21211
859107;25;38;62;321;;21211
859452;6;17;23;123;;20657
859965;33;67;106;465;;20657
860118;33;67;106;465;;20657
860981;7;14;30;116;;20328
861133;7;14;30;116;;20328
862000;13;15;32;118;;19495
862140;13;15;32;118;;19495
862504;2;14;9;66;;18673
863155;2;14;9;66;;18673
863517;4;7;9;48;;17764
864031;17;34;38;225;;17764
864168;17;34;38;225;;17764
864544;5;29;39;157;;17078
865056;12;39;63;252;;17078
865182;12;39;63;252;;17078
866070;9;23;35;193;;16444
866193;9;23;35;193;;16444
867084;2;16;24;108;;15704
867207;2;16;24;108;;15704
867597;11;14;19;95;;14854
868098;15;30;36;162;;14854
868223;15;30;36;162;;14854
868605;20;30;47;212;;14097
869232;20;30;47;212;;14097
869613;7;16;23;119;;13406
870238;7;16;23;119;;13406
870621;9;22;25;131;;12571
871244;9;22;25;131;;12571
871624;7;10;17;68;;11758
872125;14;30;48;176;;11758
872248;14;30;48;176;;11758
872630;6;13;22;98;;11026
873133;19;30;50;216;;11026
873256;19;30;50;216;;11026
874137;4;8;22;76;;10341
874259;4;8;22;76;;10341
874652;13;23;42;174;;9451
875267;13;23;42;174;;9451
875672;8;9;14;51;;8703
876277;8;9;14;51;;8703
876686;6;5;6;49;;7785
877189;16;21;30;178;;7785
877280;16;21;30;178;;7785
877691;5;10;13;53;;7030
878293;5;10;13;53;;7030
878703;11;21;37;129;;6111
879210;22;33;54;217;;6111
879302;22;33;54;217;;6111
879722;17;23;40;174;;5437
880316;17;23;40;174;;5437
880738;6;9;22;118;;4691
881251;11;22;45;212;;4691
881328;11;22;45;212;;4691
882277;7;21;36;174;;3981
882336;7;21;36;174;;3981
882790;6;9;9;53;;3219
883350;6;9;9;53;;3219
883818;6;14;18;104;;2296
884333;16;24;48;203;;2296
884362;16;24;48;203;;2296
884839;16;29;41;216;;1587
885356;17;33;56;268;;1587
885368;17;33;56;268;;1587
885865;11;16;18;120;;961
886380;11;16;18;120;;961
886381;16;29;44;217;;961
887394;0;0;0;0;;267
887397;15;29;33;167;;267
888405;0;0;0;0;;0
888407;22;40;74;351;;0
889420;0;0;0;0;;0
889422;12;26;40;175;;0
889939;9;9;16;92;;0
890433;9;9;16;92;;0
890951;4;5;25;78;;0
891447;4;5;25;78;;0
891963;6;14;14;84;;0
892459;6;14;14;84;;0
892463;9;24;33;139;;0
892974;23;62;81;332;;0
893471;23;62;81;332;;0
893992;6;11;24;103;;0
894473;6;11;24;103;;0
895007;6;25;45;172;;0
895486;6;25;45;172;;0
895503;12;39;71;316;;0
896016;6;8;19;74;;0
896498;6;8;19;74;;0
896531;10;17;38;116;;0
897513;0;0;0;0;;0
897545;22;47;60;338;;0
898524;0;0;0;0;;0
898571;9;15;15;86;;0
899083;3;5;12;43;;0
899524;3;5;12;43;;0
899589;23;28;49;219;;0
900537;0;0;0;0;;0
900601;11;25;37;180;;0
901544;0;0;0;0;;0
901624;14;21;33;121;;0
902124;4;16;40;132;;0
902558;4;16;40;132;;0
902639;15;41;70;282;;0
903572;0;0;0;0;;0
903653;12;20;34;157;;0
904168;7;13;25;107;;0
904582;7;13;25;107;;0
905182;3;9;14;69;;0
905584;3;9;14;69;;0
906208;7;12;22;127;;0
906595;7;12;22;127;;0
906723;10;30;42;210;;0
907235;8;16;21;87;;0
907606;8;16;21;87;;0
908251;5;6;18;88;;0
908609;5;6;18;88;;0
908753;11;12;29;135;;0
909623;0;0;0;0;;0
909769;2;7;3;49;;0
910281;5;9;10;76;;0
910636;5;9;10;76;;0
911308;9;9;19;71;;0
911636;9;9;19;71;;0
911824;22;30;40;168;;0
912338;5;13;25;102;;0
912644;5;13;25;102;;0
913352;4;9;21;99;;0
913657;4;9;21;99;;0
913863;3;13;32;145;;0
914375;6;15;10;81;;0
914667;6;15;10;81;;0
915386;5;8;23;92;;0
915677;5;8;23;92;;0
916388;15;15;40;146;;0
916683;15;15;40;146;;0
917396;11;34;35;177;;0
917690;11;34;35;177;;0
917895;11;10;53;257;;0
918408;23;52;47;264;;0
918703;23;52;47;264;;0
919420;8;21;39;173;;0
919715;8;21;39;173;;0
919922;1;31;49;229;;0
920436;4;8;9;52;;0
920716;4;8;9;52;;0
921456;7;21;25;125;;0
921718;7;21;25;125;;0
921967;5;12;14;84;;0
922728;5;12;14;84;;0
922981;12;20;45;197;;0
923494;18;35;58;296;;0
923743;18;35;58;296;;0
924007;18;32;56;232;;0
924756;18;32;56;232;;0
925038;6;23;52;205;;0
925765;6;23;52;205;;0
926054;7;27;35;171;;0
926567;14;53;65;339;;0
926766;14;53;65;339;;0
927572;16;38;41;254;;0
927775;16;38;41;254;;0
928073;4;10;19;74;;0
928587;13;17;41;176;;0
928786;13;17;41;176;;0
929599;6;9;18;100;;0
929799;6;9;18;100;;0
930114;20;53;101;457;;0
930629;26;72;130;551;;0
930812;26;72;130;551;;0
931141;3;10;13;75;;0
931821;3;10;13;75;;0
932158;9;24;29;135;;0
932668;11;32;39;194;;0
932836;11;32;39;194;;0
933182;7;6;15;72;;0
933695;13;30;65;238;;0
933849;13;30;65;238;;0
934724;9;17;26;116;;0
934862;9;17;26;116;;0
935239;23;44;84;359;;0
935738;28;52;103;431;;0
935874;28;52;103;431;;0
936766;4;18;19;82;;0
936887;4;18;19;82;;0
937779;0;8;10;57;;0
937902;0;8;10;57;;0
938282;6;22;33;110;;0
938792;27;56;76;326;;0
938913;27;56;76;326;;0
939291;8;18;22;87;;0
939806;16;34;48;228;;0
939926;16;34;48;228;;0
940835;13;37;36;177;;0
940925;13;37;36;177;;0
941348;8;16;19;121;;0
941856;13;23;41;220;;0
941934;13;23;41;220;;0
942877;7;24;17;125;;0
942936;7;24;17;125;;0
943903;21;37;58;306;;0
943948;21;37;58;306;;0
944410;9;11;21;101;;0
944914;15;22;33;153;;0
944959;15;22;33;153;;0
945420;9;24;35;122;;0
945965;9;24;35;122;;0
946439;6;5;10;60;;0
946955;24;30;49;284;;0
946967;24;30;49;284;;0
947981;0;0;0;0;;0
947984;4;21;30;132;;0
948495;7;17;30;96;;0
948990;7;17;30;96;;0
949006;9;28;42;164;;0
949507;14;26;40;227;;0
950001;14;26;40;227;;0
950017;17;35;57;298;;0
950525;6;9;12;38;;0
951014;6;9;12;38;;0
951030;9;14;27;107;;0
951535;17;26;35;178;;0
952018;17;26;35;178;;0
952546;12;19;29;126;;0
953017;12;19;29;126;;0
953053;18;23;46;184;;0
953565;1;6;11;44;;0
954018;1;6;11;44;;0
954567;6;13;17;81;;0
955035;6;13;17;81;;0
955068;12;25;33;155;;0
956045;0;0;0;0;;0
956094;5;31;50;238;;0
956609;5;12;33;127;;0
957058;5;12;33;127;;0
957638;6;6;13;58;;0
958070;6;6;13;58;;0
958150;11;22;36;195;;0
959082;0;0;0;0;;0
959163;10;12;19;110;;0
959675;10;12;23;77;;0
960093;10;12;23;77;;0
960704;11;23;33;119;;0
961104;11;23;33;119;;0
961731;6;9;10;54;;0
962117;6;9;10;54;;0
962244;8;17;26;104;;0
962756;6;15;26;111;;0
963127;6;15;26;111;;0
963266;10;20;32;157;;0
963766;3;5;8;47;;0
964138;3;5;8;47;;0
964281;6;14;27;109;;0
964790;8;6;5;42;;0
965145;8;6;5;42;;0
965817;3;11;13;69;;0
966158;3;11;13;69;;0
966830;8;13;22;109;;0
967171;8;13;22;109;;0
967858;21;32;69;236;;0
968183;21;32;69;236;;0
968375;30;35;82;301;;0
968886;4;13;22;93;;0
969193;4;13;22;93;;0
969912;11;18;26;119;;0
970195;11;18;26;119;;0
970417;6;30;49;248;;0
970916;11;12;22;113;;0
971195;11;12;22;113;;0
971947;11;47;51;231;;0
972210;11;47;51;231;;0
972958;2;9;16;77;;0
973221;2;9;16;77;;0
973959;5;14;29;128;;0
974225;5;14;29;128;;0
974464;10;34;54;231;;0
974973;13;12;18;94;;0
975235;13;12;18;94;;0
975990;12;27;54;219;;0
976238;12;27;54;219;;0
976491;8;11;22;103;;0
976995;11;19;36;182;;0
977243;11;19;36;182;;0
977497;14;13;17;101;;0
978246;14;13;17;101;;0
978513;14;20;34;197;;0
979030;24;30;60;328;;0
979247;24;30;60;328;;0
980047;15;33;39;232;;0
980262;15;33;39;232;;0
981071;5;14;12;67;;0
981270;5;14;12;67;;0
982084;8;35;36;185;;0
982283;8;35;36;185;;0
982596;14;34;46;252;;0
983285;14;34;46;252;;0
983601;9;18;26;130;;0
984111;19;39;37;236;;0
984293;19;39;37;236;;0
984626;19;47;59;322;;0
985309;19;47;59;322;;0
985640;15;30;51;190;;0
986154;20;50;70;288;;0
986323;20;50;70;288;;0
986652;11;23;39;134;;0
987169;18;31;54;205;;0
987336;18;31;54;205;;0
987669;2;7;16;49;;0
988338;2;7;16;49;;0
988670;2;8;17;59;;0
989173;5;20;37;111;;0
989341;5;20;37;111;;0
989686;8;15;27;123;;0
990355;8;15;27;123;;0
990703;5;9;14;73;;0
991215;10;13;34;141;;0
991369;10;13;34;141;;0
991730;3;9;7;68;;0
992368;3;9;7;68;;0
992745;8;18;21;113;;0
993247;18;40;68;315;;0
993370;18;40;68;315;;0
993761;7;14;13;85;;0
994262;15;20;30;164;;0
994385;15;20;30;164;;0
995288;5;15;15;75;;0
995395;5;15;15;75;;0
995804;8;34;46;184;;0
996396;8;34;46;184;;0
996809;17;27;39;192;;0
997405;17;27;39;192;;0
997829;23;28;56;225;;0
998338;28;40;72;282;;0
998413;28;40;72;282;;0
998837;12;17;22;98;;0
999339;16;25;33;159;;0
999417;16;25;33;159;;0
1000354;7;17;19;100;;0
1000430;7;17;19;100;;0
1000853;7;6;13;53;;0
1001353;19;33;71;299;;0
1001445;19;33;71;299;;0
1002381;19;36;59;210;;0
1002454;19;36;59;210;;0
1003408;8;14;20;96;;0
1003469;8;14;20;96;;0
1004438;4;8;15;65;;0
1004482;4;8;15;65;;0
1004939;10;15;28;156;;0
1005440;29;42;77;376;;0
1005483;29;42;77;376;;0
1006469;3;7;18;73;;0
1006484;3;7;18;73;;0
1006970;9;11;21;77;;0
1007485;9;11;21;77;;0
1007487;12;21;30;121;;0
1007999;16;48;72;303;;0
1008498;16;48;72;303;;0
1009012;2;6;11;67;;0
1009509;2;6;11;67;;0
1009511;7;15;22;108;;0
1010523;0;0;0;0;;0
1010526;16;39;43;203;;0
1011524;0;0;0;0;;0
1011527;7;22;26;135;;0
1012537;0;0;0;0;;0
1012542;13;44;68;311;;0
1013054;7;14;14;84;;0
1013551;7;14;14;84;;0
1013554;24;42;61;264;;0
1014553;0;0;0;0;;0
1014569;5;6;13;58;;0
1015083;8;20;15;97;;0
1015566;8;20;15;97;;0
1016097;5;20;26;138;;0
1016579;5;20;26;138;;0
1016611;8;30;38;189;;0
1017113;3;13;33;96;;0
1017581;3;13;33;96;;0
1017629;10;30;61;211;;0
1018594;0;0;0;0;;0
1018643;13;14;26;109;;0
1019157;11;28;28;152;;0
1019602;11;28;28;152;;0
1019666;14;40;37;198;;0
1020182;3;7;19;56;;0
1020615;3;7;19;56;;0
1020695;13;32;42;183;;0
1021198;8;12;14;95;;0
1021617;8;12;14;95;;0
1021715;20;35;38;215;;0
1022225;9;17;30;118;;0
1022617;9;17;30;118;;0
1023225;8;18;34;125;;0
1023630;8;18;34;125;;0
1023740;13;30;49;221;;0
1024644;0;0;0;0;;0
1024770;10;16;22;94;;0
1025657;0;0;0;0;;0
1025784;5;13;24;100;;0
1026669;0;0;0;0;;0
1026811;13;28;14;138;;0
1027326;6;12;18;91;;0
1027682;6;12;18;91;;0
1028341;4;20;28;86;;0
1028685;4;20;28;86;;0
1028856;16;40;42;193;;0
1029694;0;0;0;0;;0
1029883;7;7;14;83;;0
1030397;12;19;34;185;;0
1030708;12;19;34;185;;0
1030898;20;38;71;319;;0
1031397;15;29;36;153;;0
1031709;15;29;36;153;;0
1032427;16;23;40;193;;0
1032721;16;23;40;193;;0
1032941;27;40;76;321;;0
1033730;0;0;0;0;;0
1033968;15;51;53;292;;0
1034480;24;45;88;342;;0
1034745;24;45;88;342;;0
1034995;31;62;117;484;;0
1035509;13;18;24;130;;0
1035754;13;18;24;130;;0
1036537;10;30;48;237;;0
1036768;10;30;48;237;;0
1037037;6;17;61;316;;0
1037548;11;31;29;118;;0
1037780;11;31;29;118;;0
1038560;5;12;16;71;;0
1038791;5;12;16;71;;0
1039061;13;18;39;208;;0
1039571;16;29;25;74;;0
1039803;16;29;25;74;;0
1040588;20;30;41;247;;0
1040819;20;30;41;247;;0
1041601;4;24;31;125;;0
1041835;4;24;31;125;;0
1042103;3;32;43;196;;0
1042602;10;6;10;53;;0
1042835;10;6;10;53;;0
1043619;9;16;19;119;;0
1043849;9;16;19;119;;0
1044118;15;38;81;312;;0
1044630;24;41;13;45;;0
1044861;24;41;13;45;;0
1045132;9;31;47;247;;0
1045647;16;45;21;111;;0
1045862;16;45;21;111;;0
1046656;8;22;28;129;;0
1046874;8;22;28;129;;0
1047672;7;29;56;169;;0
1047888;7;29;56;169;;0
1048174;7;16;37;324;;0
1048684;16;30;58;94;;0
1048901;16;30;58;94;;0
1049187;21;27;112;298;;0
1049699;44;78;82;468;;0
1049918;44;78;82;468;;0
1050712;54;92;150;704;;0
1050927;54;92;150;704;;0
1051213;48;132;287;1387;;0
1051726;81;192;94;1212;;0
1051943;81;192;94;1212;;0
1052226;18;43;65;857;;0
1052728;39;83;125;1138;;0
1052956;39;83;125;1138;;0
1053742;47;96;158;1084;;0
1053957;47;96;158;1084;;0
1054256;55;102;165;1063;;0
1054770;109;200;303;1773;;0
1054971;109;200;303;1773;;0
1055284;38;81;123;1937;;0
1055801;87;171;271;2627;;0
1055984;87;171;271;2627;;0
1056311;42;66;112;2637;;0
1056825;84;162;280;3331;;0
1056993;84;162;280;3331;;0
1057338;17;22;39;3044;;0
1057840;36;70;122;3378;;0
1058008;36;70;122;3378;;0
1058353;14;34;57;2838;;0
1058867;53;126;192;3546;;0
1059021;53;126;192;3546;;0
1059367;41;39;80;3267;;0
1060035;41;39;80;3267;;0
1060399;56;74;118;2941;;0
1060909;66;112;166;3161;;0
1061048;66;112;166;3161;;0
1061924;29;87;105;3056;;0
1062060;29;87;105;3056;;0
1062438;49;92;148;2988;;0
1062952;102;214;281;3680;;0
1063072;102;214;281;3680;;0
1063466;21;51;50;3588;;0
1063980;64;123;144;4019;;0
1064087;64;123;144;4019;;0
1064986;59;86;161;4044;;0
1065091;59;86;161;4044;;0
1065486;47;93;155;4055;;0
1066001;81;147;248;4470;;0
1066091;81;147;248;4470;;0
1066501;42;96;158;4650;;0
1067015;90;189;311;5356;;0
1067108;90;189;311;5356;;0
1067517;34;52;79;5355;;0
1068122;34;52;79;5355;;0
1068543;29;50;58;4890;;0
1069058;50;103;144;5184;;0
1069134;50;103;144;5184;;0
1070074;30;71;104;4974;;0
1070147;30;71;104;4974;;0
1070588;26;79;143;4707;;0
1071100;48;129;207;5063;;0
1071161;48;129;207;5063;;0
1072131;42;66;105;4976;;0
1072174;42;66;105;4976;;0
1072631;30;63;94;4628;;0
1073175;30;63;94;4628;;0
1073661;50;110;153;4502;;0
1074173;93;216;300;5206;;0
1074175;93;216;300;5206;;0
1074673;56;87;149;5523;;0
1075186;56;87;149;5523;;0
1075188;73;122;218;5831;;0
1075700;18;36;58;5525;;0
1076197;18;36;58;5525;;0
1076202;64;135;192;6138;;0
1076715;46;76;133;6072;;0
1077211;46;76;133;6072;;0
1077727;46;105;159;6017;;0
1078225;46;105;159;6017;;0
1078230;62;144;211;6276;;0
1078742;46;75;119;6210;;0
1079224;46;75;119;6210;;0
1079757;47;91;161;6151;;0
1080238;47;91;161;6151;;0
1080255;102;197;316;6835;;0
1080771;30;75;101;6878;;0
1081252;30;75;101;6878;;0
1081270;82;178;244;7505;;0
1081784;47;78;122;7676;;0
1082265;47;78;122;7676;;0
1082299;75;142;203;8104;;0
1082799;34;57;130;8012;;0
1083278;34;57;130;8012;;0
1083310;63;116;251;8512;;0
1083826;15;35;67;8213;;0
1084278;15;35;67;8213;;0
1084327;35;69;112;8444;;0
1084839;62;103;127;8368;;0
1085288;62;103;127;8368;;0
