Timestamp;  Q1 expired; Q1 remaining; Q2 expired; Q2 remaining; Q3 expired; Q3 remaining; Q4 expired; Q4 remaining; Total expired ; Expired queue
989341;0;5;0;20;0;37;0;111;0;0
990354;0;8;0;15;0;27;0;123;0;0
991368;0;10;0;13;0;34;0;141;0;0
992368;0;3;0;9;0;7;0;68;0;0
993369;0;18;0;40;0;68;0;315;0;0
994384;0;15;0;20;0;30;0;164;0;0
995394;0;5;0;15;0;15;0;75;0;0
996395;0;8;0;34;0;46;0;184;0;0
997404;0;17;0;27;0;39;0;192;0;0
998412;0;28;0;40;0;72;0;282;0;0
999415;0;16;0;25;0;33;0;159;0;0
1000429;0;7;0;17;0;19;0;100;0;0
1001444;0;19;0;33;0;71;0;299;0;0
1002453;0;19;0;36;0;59;0;210;0;0
1003468;0;8;0;14;0;20;0;96;0;0
1004481;0;4;0;8;0;15;0;65;0;0
1005483;0;29;0;42;0;77;0;376;0;0
1006484;0;3;0;7;0;18;0;73;0;0
1007484;0;9;0;11;0;21;0;77;0;0
1008497;0;16;0;48;0;72;0;303;0;0
1009509;0;2;0;6;0;11;0;67;0;0
1010522;0;0;0;0;0;0;0;0;0;0
1011523;0;0;0;0;0;0;0;0;0;0
1012537;0;0;0;0;0;0;0;0;0;0
1013550;0;7;0;14;0;14;0;84;0;0
1014552;0;0;0;0;0;0;0;0;0;0
1015565;0;8;0;20;0;15;0;97;0;0
1016578;0;5;0;20;0;26;0;138;0;0
1017579;0;3;0;13;0;33;0;96;0;0
1018593;0;0;0;0;0;0;0;0;0;0
1019601;0;11;0;28;0;28;0;152;0;0
1020614;0;3;0;7;0;19;0;56;0;0
1021616;0;8;0;12;0;14;0;95;0;0
1022616;0;9;0;17;0;30;0;118;0;0
1023629;0;8;0;18;0;34;0;125;0;0
1024643;0;0;0;0;0;0;0;0;0;0
1025656;0;0;0;0;0;0;0;0;0;0
1026668;0;0;0;0;0;0;0;0;0;0
1027682;0;6;0;12;0;18;0;91;0;0
1028684;0;4;0;20;0;28;0;86;0;0
1029694;0;0;0;0;0;0;0;0;0;0
1030708;0;12;0;19;0;34;0;185;0;0
1031708;0;15;0;29;0;36;0;153;0;0
1032721;0;16;0;23;0;40;0;193;0;0
1033729;0;0;0;0;0;0;0;0;0;0
1034744;0;24;0;45;0;88;0;342;0;0
1035753;0;13;0;18;0;24;0;130;0;0
1036767;0;10;0;30;0;48;0;237;0;0
1037779;0;11;0;31;0;29;0;118;0;0
1038790;0;5;0;12;0;16;0;71;0;0
1039803;0;16;0;29;0;25;0;74;0;0
1040818;0;20;0;30;0;41;0;247;0;0
1041834;0;4;0;24;0;31;0;125;0;0
1042835;0;10;0;6;0;10;0;53;0;0
1043848;0;9;0;16;0;19;0;119;0;0
1044860;0;24;0;41;0;13;0;45;0;0
1045862;0;16;0;45;0;21;0;111;0;0
1046873;0;8;0;22;0;28;0;129;0;0
1047888;0;7;0;29;0;56;0;169;0;0
1048901;0;16;0;30;0;58;0;94;0;0
1049916;0;44;0;78;0;82;0;468;0;0
1050926;0;54;0;92;0;150;0;704;0;0
1051942;0;81;0;192;0;94;0;1212;0;0
1052956;0;39;0;83;0;125;0;1138;0;0
1053956;0;47;0;96;0;158;0;1084;0;0
1054971;0;109;0;200;0;303;0;1773;0;0
1055983;0;87;0;171;0;271;0;2627;0;0
1056993;0;84;0;162;0;280;0;3331;0;0
1058007;0;36;0;70;0;122;0;3378;0;0
1059020;0;53;0;126;0;192;0;3546;0;0
1060033;0;41;0;39;0;80;0;3267;0;0
1061047;0;66;0;112;0;166;0;3161;0;0
1062060;0;29;0;87;0;105;0;3056;0;0
1063072;0;102;0;214;0;281;0;3680;0;0
1064087;0;64;0;123;0;144;0;4019;0;0
1065089;0;59;0;86;0;161;0;4044;0;0
1066090;0;81;0;147;0;248;0;4470;0;0
1067106;0;90;0;189;0;311;0;5356;0;0
1068120;0;34;0;52;0;79;0;5355;0;0
1069133;0;50;0;103;0;144;0;5184;0;0
1070146;0;30;0;71;0;104;0;4974;0;0
1071160;0;48;0;129;0;207;0;5063;0;0
1072173;0;42;0;66;0;105;0;4976;0;0
1073175;0;30;0;63;0;94;0;4628;0;0
1074174;0;93;0;216;0;300;0;5206;0;0
1075185;0;56;0;87;0;149;0;5523;0;0
1076196;0;18;0;36;0;58;0;5525;0;0
1077210;0;46;0;76;0;133;0;6072;0;0
1078223;0;46;0;105;0;159;0;6017;0;0
1079224;0;46;0;75;0;119;0;6210;0;0
1080237;0;47;0;91;0;161;0;6151;0;0
1081251;0;30;0;75;0;101;0;6878;0;0
1082264;0;47;0;78;0;122;0;7676;0;0
1083277;0;34;0;57;0;130;0;8012;0;0
1084277;0;15;0;35;0;67;0;8213;0;0
1085286;0;62;0;103;0;127;0;8368;0;0
1086297;0;49;0;99;0;136;0;8338;0;0
1087307;0;13;0;38;0;57;0;8901;0;0
1088321;0;5;0;2;0;13;0;9060;0;0
1089335;0;14;0;33;0;39;0;8621;0;0
1090336;0;1;0;3;0;7;0;8745;0;0
1091340;0;35;0;87;0;118;0;9357;0;0
1092353;0;47;0;69;0;147;0;9334;0;0
1093353;0;49;0;78;0;94;0;9141;0;0
1094364;0;0;0;0;0;0;0;8863;0;0
1095375;0;24;0;56;0;79;0;9227;0;0
1096390;0;45;0;69;0;122;0;9681;0;0
1097401;0;55;0;103;0;144;0;10571;0;0
1098416;0;46;0;93;0;143;0;11416;0;0
1099430;0;46;0;105;0;163;0;11986;0;0
1100437;0;16;0;41;0;51;0;11542;0;0
1101449;0;45;0;68;0;98;0;11611;0;0
1102464;0;81;0;42;0;93;0;12092;0;0
1103476;0;25;0;56;0;0;0;11851;0;0
1104479;0;19;0;0;0;0;0;11278;0;0
1105491;0;70;0;82;0;127;0;11327;0;0
1106506;0;39;0;55;0;107;0;11094;0;0
1107520;0;23;0;48;0;61;0;10587;0;0
1108535;0;68;0;134;0;213;0;10640;0;0
1109538;0;63;0;129;0;188;0;10955;0;0
1110540;0;32;0;48;0;85;0;10670;0;0
1111553;0;77;0;159;0;216;0;10855;0;0
1112559;0;78;0;146;0;228;0;11275;0;0
1113561;0;54;0;127;0;183;0;11559;0;0
1114571;0;58;0;114;0;169;0;11734;0;0
1115585;0;38;0;84;0;116;0;11650;0;0
1116596;0;108;0;214;0;288;0;12278;0;0
1117610;0;41;0;83;0;121;0;12470;0;0
1118623;0;72;0;138;0;225;0;12827;0;0
1119635;0;102;0;192;0;290;0;13535;0;0
1120651;0;43;0;97;0;143;0;13741;0;0
1121665;0;53;0;101;0;196;0;13889;0;0
1122679;0;72;0;142;0;228;0;14232;0;0
1123688;0;43;0;113;0;146;0;14365;0;0
1124690;0;69;0;140;0;201;0;14639;0;0
1125692;0;32;0;82;0;147;0;14591;0;0
1126703;0;50;0;79;0;141;0;14468;0;0
1127718;0;58;0;102;0;137;0;14441;0;0
1128728;0;97;0;187;0;238;0;14889;0;0
1129736;0;54;0;105;0;142;0;15110;0;0
1130738;0;99;0;200;0;268;0;15844;0;0
1131737;0;44;0;93;0;134;0;16079;0;0
1132740;0;40;0;109;0;145;0;16027;0;0
1133753;0;101;0;175;0;302;0;16644;0;0
1134766;0;95;0;214;0;267;0;17646;0;0
1135828;0;46;0;108;0;162;1071;16879;1071;1071
1136780;0;60;0;111;0;210;0;17160;0;1071
1137784;0;23;0;65;0;91;0;16970;0;1071
1138792;0;74;0;148;0;222;237;16993;237;1308
1139800;0;0;0;0;0;0;0;16437;0;1308
1140813;0;43;0;86;0;162;0;16967;0;1308
1141821;0;30;0;69;0;115;163;17596;163;1471
1142850;0;30;0;65;0;101;476;17701;476;1947
1143862;0;34;0;75;0;101;663;17028;663;2610
1144856;0;64;0;105;0;159;267;17376;267;2877
1145846;0;33;0;78;0;102;0;18185;0;2877
1146849;0;21;0;39;0;56;0;18101;0;2877
1147862;0;52;0;115;0;148;177;18360;177;3054
1148865;0;57;0;78;0;135;182;19204;182;3236
1149923;0;48;0;86;0;100;1160;18702;1160;4396
1150879;0;24;0;46;0;68;0;18908;0;4396
1151891;0;61;0;96;0;163;276;19197;276;4672
1152890;0;47;0;97;0;153;0;19487;0;4672
1153996;0;55;0;108;0;141;1799;18681;1799;6471
1154914;0;28;0;50;0;100;151;19262;151;6622
1155922;0;49;0;76;0;117;254;19637;254;6876
1156921;0;51;0;94;0;149;198;20387;198;7074
1157949;0;17;0;30;0;46;485;20335;485;7559
1158926;0;33;0;60;0;89;0;19842;0;7559
1159931;0;19;0;32;0;64;0;19359;0;7559
1160973;0;31;0;80;0;107;704;19040;704;8263
1161942;0;15;0;46;0;74;34;19212;34;8297
1162960;0;24;0;80;0;96;309;18466;309;8606
1163947;0;43;0;108;0;156;0;19359;0;8606
1165017;0;41;0;89;0;132;1127;18747;1127;9733
1165960;0;15;0;54;0;67;0;18294;0;9733
1166994;0;41;0;98;0;154;426;18095;426;10159
1167991;0;57;0;115;0;149;325;18742;325;10484
1169010;0;31;0;105;0;148;910;18869;910;11394
1170014;0;53;0;102;0;141;704;18420;704;12098
1170982;0;21;0;50;0;68;0;18015;0;12098
1172014;0;43;0;76;0;112;727;17779;727;12825
1173051;0;51;0;115;0;150;1309;16690;1309;14134
1174003;0;27;0;41;0;54;185;17130;185;14319
1175005;0;49;0;92;0;163;36;17912;36;14355
1176098;0;13;0;34;0;59;1850;16602;1850;16205
1177020;0;32;0;55;0;78;0;16470;0;16205
1178023;0;22;0;32;0;55;0;15863;0;16205
1179027;0;75;0;117;0;94;0;15942;0;16205
1180041;0;28;0;64;0;80;0;15585;0;16205
1181046;0;30;0;79;0;115;0;15229;0;16205
1182054;0;19;0;36;0;67;0;14706;0;16205
1183065;0;54;0;118;0;172;0;14599;0;16205
1184074;0;26;0;61;0;79;0;14330;0;16205
1185080;0;20;0;53;0;49;0;13835;0;16205
1186087;0;74;0;144;0;215;0;13933;0;16205
1187093;0;58;0;139;0;216;36;14183;36;16241
1188129;0;26;0;53;0;72;846;13142;846;17087
1189099;0;78;0;159;0;232;0;13338;0;17087
1190105;0;25;0;55;0;79;0;13218;0;17087
1191116;0;75;0;191;0;221;0;13545;0;17087
1192120;0;73;0;129;0;197;0;13850;0;17087
1193157;0;93;0;201;0;288;868;13702;868;17955
1194169;0;74;0;122;0;233;1150;13160;1150;19105
1195140;0;100;0;197;0;274;214;13804;214;19319
1196137;0;20;0;49;0;79;0;13721;0;19319
1197152;0;88;0;191;0;271;0;14041;0;19319
1198154;0;74;0;140;0;234;0;14630;0;19319
1199162;0;58;0;77;0;152;0;14771;0;19319
1200168;0;73;0;176;0;256;0;15377;0;19319
1201184;0;44;0;90;0;141;0;15607;0;19319
1202186;0;67;0;110;0;164;0;15614;0;19319
1203191;0;19;0;51;0;72;0;15294;0;19319
1204192;0;96;0;193;0;286;0;15718;0;19319
1205206;0;39;0;112;0;134;0;15982;0;19319
1206220;0;37;0;65;0;121;0;15780;0;19319
1207221;0;90;0;159;0;258;0;16264;0;19319
1208225;0;63;0;96;0;157;0;16467;0;19319
1209230;0;34;0;67;0;99;0;16233;0;19319
1210244;0;17;0;66;0;91;0;15888;0;19319
1211251;0;55;0;129;0;188;0;15964;0;19319
1212257;0;33;0;61;0;95;0;15753;0;19319
1213285;0;93;0;174;0;285;483;15848;483;19802
1214285;0;71;0;149;0;235;522;15938;522;20324
1215280;0;65;0;173;0;234;260;16307;260;20584
1216278;0;106;0;210;0;293;0;17170;0;20584
1217354;0;94;0;194;0;318;1292;16881;1292;21876
1218319;0;87;0;197;0;298;299;17606;299;22175
1219323;0;71;0;113;0;177;246;17769;246;22421
1220323;0;100;0;176;0;333;16;18505;16;22437
1221350;0;100;0;202;0;300;381;19131;381;22818
1222355;0;119;0;219;0;313;412;19670;412;23230
1223364;0;97;0;196;0;276;548;20204;548;23778
1224359;0;79;0;189;0;240;168;20855;168;23946
1225386;0;0;0;0;0;0;710;19653;710;24656
1226364;0;0;0;0;0;0;22;18631;22;24678
1227375;0;0;0;0;0;0;0;17631;0;24678
1228384;0;0;0;0;0;0;0;16631;0;24678
1229397;0;0;0;0;0;0;0;15631;0;24678
1230409;0;0;0;0;0;0;0;14631;0;24678
1231421;0;0;0;0;0;0;0;13631;0;24678
1232423;0;0;0;0;0;0;0;12631;0;24678
1233436;0;0;0;0;0;0;0;11631;0;24678
1234451;0;0;0;0;0;0;0;10631;0;24678
1235460;0;0;0;0;0;0;0;9631;0;24678
1236473;0;0;0;0;0;0;0;8631;0;24678
1237488;0;0;0;0;0;0;46;7585;46;24724
1238502;0;0;0;0;0;0;0;6585;0;24724
1239503;0;0;0;0;0;0;0;5585;0;24724
1240518;0;0;0;0;0;0;390;4195;390;25114
1241523;0;0;0;0;0;0;0;3195;0;25114
1242524;0;0;0;0;0;0;241;1954;241;25355
1243537;0;0;0;0;0;0;513;441;513;25868
1244539;0;0;0;0;0;0;0;0;0;25309
1245548;0;0;0;0;0;0;0;0;0;24309
1246560;0;0;0;0;0;0;0;0;0;23309
1247572;0;0;0;0;0;0;0;0;0;22309
1248586;0;0;0;0;0;0;0;0;0;21309
1249597;0;0;0;0;0;0;0;0;0;20309
1250597;0;0;0;0;0;0;0;0;0;19309
1251611;0;0;0;0;0;0;0;0;0;18309
1252611;0;0;0;0;0;0;0;0;0;17309
1253625;0;0;0;0;0;0;0;0;0;16309
1254639;0;0;0;0;0;0;0;0;0;15309
1255652;0;0;0;0;0;0;0;0;0;14309
1256664;0;0;0;0;0;0;0;0;0;13309
1257679;0;0;0;0;0;0;0;0;0;12309
1258691;0;0;0;0;0;0;0;0;0;11309
1259693;0;0;0;0;0;0;0;0;0;10309
1260705;0;0;0;0;0;0;0;0;0;9309
1261707;0;0;0;0;0;0;0;0;0;8309
1262706;0;0;0;0;0;0;0;0;0;7309
1263719;0;0;0;0;0;0;0;0;0;6309
1264726;0;0;0;0;0;0;0;0;0;5309
1265740;0;0;0;0;0;0;0;0;0;4309
1266750;0;0;0;0;0;0;0;0;0;3309
1267765;0;0;0;0;0;0;0;0;0;2309
1268779;0;0;0;0;0;0;0;0;0;1309
1269789;0;0;0;0;0;0;0;0;0;309
1270801;0;0;0;0;0;0;0;0;0;0
1271815;0;0;0;0;0;0;0;0;0;0
1272824;0;0;0;0;0;0;0;0;0;0
1273835;0;0;0;0;0;0;0;0;0;0
1274845;0;0;0;0;0;0;0;0;0;0
1275857;0;0;0;0;0;0;0;0;0;0
