Timestamp; Priority1;Priority2;Priority3;Priority4;Total read
40418;1892;3876;5729;27548;39045;
41430;1935;3960;5893;28257;40045;
42440;1978;4060;6033;28974;41045;
43454;2041;4165;6178;29661;42045;
44454;2085;4266;6322;30372;43045;
45469;2149;4382;6480;31034;44045;
46483;2200;4480;6630;31735;45045;
47485;2248;4582;6794;32421;46045;
48496;2295;4680;6925;33145;47045;
49506;2354;4783;7058;33850;48045;
50514;2402;4874;7220;34549;49045;
51526;2456;4970;7354;35265;50045;
52527;2507;5067;7488;35983;51045;
53541;2552;5158;7646;36689;52045;
54543;2592;5266;7776;37411;53045;
55556;2646;5376;7924;38099;54045;
56570;2709;5469;8047;38820;55045;
57581;2767;5560;8185;39533;56045;
58592;2824;5679;8333;40209;57045;
59607;2875;5768;8488;40914;58045;
60620;2928;5884;8649;41584;59045;
61625;2976;5991;8797;42281;60045;
62631;3024;6087;8939;42995;61045;
63643;3082;6194;9085;43684;62045;
64655;3132;6292;9247;44374;63045;
65667;3203;6394;9385;45063;64045;
66684;3249;6506;9548;45742;65045;
67697;3297;6615;9703;46430;66045;
68709;3347;6722;9841;47135;67045;
69723;3396;6819;10003;47827;68045;
70725;3442;6929;10147;48527;69045;
71733;3489;7047;10279;49230;70045;
72748;3540;7149;10434;49922;71045;
73761;3589;7254;10576;50626;72045;
74769;3632;7357;10707;51349;73045;
75784;3681;7464;10862;52038;74045;
76786;3731;7577;10993;52744;75045;
77794;3783;7681;11152;53429;76045;
78798;3826;7774;11315;54130;77045;
79811;3876;7879;11457;54833;78045;
80813;3926;7960;11614;55545;79045;
81822;3975;8056;11782;56232;80045;
82826;4028;8148;11928;56941;81045;
83829;4074;8275;12074;57622;82045;
84832;4137;8370;12227;58311;83045;
85846;4208;8472;12358;59007;84045;
86863;4254;8571;12512;59708;85045;
87875;4303;8661;12664;60417;86045;
88892;4339;8765;12823;61118;87045;
89904;4387;8856;12967;61835;88045;
90904;4441;8968;13113;62523;89045;
91917;4501;9063;13248;63233;90045;
92932;4555;9157;13431;63902;91045;
93935;4612;9268;13584;64581;92045;
94950;4671;9383;13726;65265;93045;
95966;4723;9479;13888;65955;94045;
96965;4778;9569;14043;66655;95045;
97975;4822;9666;14190;67367;96045;
98987;4874;9771;14351;68049;97045;
100005;4929;9868;14501;68747;98045;
101017;4968;9978;14665;69434;99045;
102030;5018;10084;14810;70133;100045;
103045;5074;10188;14975;70808;101045;
104059;5126;10293;15117;71509;102045;
105059;5170;10392;15271;72212;103045;
106063;5210;10495;15418;72922;104045;
107073;5259;10593;15567;73626;105045;
108078;5307;10677;15731;74330;106045;
109091;5356;10782;15885;75022;107045;
110105;5407;10876;16035;75727;108045;
111120;5450;10976;16191;76428;109045;
112123;5501;11106;16342;77096;110045;
113124;5541;11207;16501;77796;111045;
114136;5603;11293;16665;78484;112045;
115138;5668;11380;16797;79200;113045;
116152;5722;11479;16956;79888;114045;
117158;5768;11577;17089;80611;115045;
118166;5814;11673;17250;81308;116045;
119178;5861;11758;17396;82030;117045;
120183;5907;11863;17517;82758;118045;
121193;5959;11966;17671;83449;119045;
122191;6009;12066;17822;84148;120045;
123202;6068;12157;17982;84838;121045;
124215;6128;12283;18110;85524;122045;
125231;6167;12380;18254;86244;123045;
126239;6216;12472;18392;86965;124045;
127243;6280;12581;18526;87658;125045;
128254;6337;12677;18671;88360;126045;
129266;6389;12780;18813;89063;127045;
130281;6441;12881;18945;89778;128045;
131293;6499;12979;19090;90477;129045;
132306;6541;13086;19238;91180;130045;
133304;6585;13181;19399;91880;131045;
134319;6641;13280;19555;92569;132045;
135333;6680;13398;19708;93259;133045;
136340;6735;13500;19860;93950;134045;
137342;6790;13605;19997;94653;135045;
138355;6861;13708;20131;95345;136045;
139357;6903;13806;20266;96070;137045;
140367;6949;13904;20433;96759;138045;
141383;7006;14003;20596;97440;139045;
142383;7050;14109;20747;98139;140045;
143400;7114;14189;20906;98836;141045;
144413;7160;14274;21074;99537;142045;
145426;7208;14367;21214;100256;143045;
146429;7263;14469;21366;100947;144045;
147442;7320;14551;21529;101645;145045;
148453;7375;14652;21666;102352;146045;
149465;7429;14763;21801;103052;147045;
150476;7481;14882;21953;103729;148045;
151490;7533;14992;22106;104414;149045;
152503;7577;15102;22251;105115;150045;
153517;7631;15205;22376;105833;151045;
154530;7677;15314;22534;106520;152045;
155532;7731;15412;22675;107227;153045;
156545;7782;15504;22818;107941;154045;
157553;7829;15617;22950;108649;155045;
158567;7875;15733;23100;109337;156045;
159586;7919;15830;23265;110031;157045;
160585;7971;15917;23424;110733;158045;
161596;8025;16004;23568;111448;159045;
162606;8072;16108;23703;112162;160045;
163622;8115;16209;23862;112859;161045;
164624;8158;16304;24013;113570;162045;
165629;8222;16411;24171;114241;163045;
166634;8280;16522;24333;114910;164045;
167651;8334;16623;24466;115622;165045;
168667;8381;16723;24619;116322;166045;
169675;8432;16827;24770;117016;167045;
170684;8484;16928;24901;117732;168045;
171691;8535;17018;25081;118411;169045;
172697;8572;17129;25235;119109;170045;
173706;8619;17230;25374;119822;171045;
174714;8655;17345;25527;120518;172045;
175729;8707;17442;25684;121212;173045;
176730;8760;17531;25842;121912;174045;
177742;8815;17640;25982;122608;175045;
178755;8855;17726;26118;123346;176045;
179769;8905;17817;26258;124065;177045;
180772;8954;17909;26416;124766;178045;
181786;8995;18022;26544;125484;179045;
182799;9042;18130;26693;126180;180045;
183798;9092;18239;26841;126873;181045;
184810;9147;18337;26999;127562;182045;
185825;9197;18442;27146;128260;183045;
186836;9237;18554;27302;128952;184045;
187848;9289;18641;27434;129681;185045;
188852;9341;18745;27569;130390;186045;
189870;9388;18849;27702;131106;187045;
190880;9440;18946;27861;131798;188045;
191890;9497;19028;28004;132516;189045;
192903;9545;19122;28178;133200;190045;
193917;9599;19215;28309;133922;191045;
194924;9644;19322;28457;134622;192045;
195938;9705;19431;28600;135309;193045;
196951;9753;19534;28729;136029;194045;
197958;9810;19639;28875;136721;195045;
198973;9869;19746;29017;137413;196045;
199985;9914;19852;29160;138119;197045;
200998;9952;19945;29308;138840;198045;
202009;10016;20043;29460;139526;199045;
203019;10065;20159;29591;140230;200045;
204033;10118;20264;29755;140908;201045;
205046;10162;20384;29899;141600;202045;
206051;10214;20487;30053;142291;203045;
207067;10274;20584;30191;142996;204045;
208069;10319;20685;30353;143688;205045;
209080;10380;20783;30515;144367;206045;
210097;10437;20877;30661;145070;207045;
211103;10485;20978;30804;145778;208045;
212103;10527;21083;30959;146476;209045;
213106;10586;21166;31116;147177;210045;
214114;10632;21276;31252;147885;211045;
215130;10677;21374;31418;148576;212045;
216143;10732;21464;31579;149270;213045;
217159;10783;21566;31715;149981;214045;
218173;10856;21657;31875;150657;215045;
219181;10905;21756;32016;151368;216045;
220198;10961;21873;32156;152055;217045;
221212;11011;21982;32307;152745;218045;
222223;11063;22070;32466;153446;219045;
223235;11123;22178;32597;154147;220045;
224244;11172;22262;32742;154869;221045;
225244;11223;22351;32901;155570;222045;
226254;11273;22465;33061;156246;223045;
227266;11330;22553;33226;156936;224045;
228282;11379;22645;33376;157645;225045;
229287;11430;22750;33551;158314;226045;
230293;11479;22841;33722;159003;227045;
231307;11534;22971;33871;159669;228045;
232320;11579;23071;34013;160382;229045;
233328;11635;23178;34158;161074;230045;
234342;11671;23286;34288;161800;231045;
235355;11727;23373;34452;162493;232045;
236368;11782;23470;34585;163208;233045;
237382;11841;23550;34729;163925;234045;
238393;11892;23646;34878;164629;235045;
239402;11938;23753;35016;165338;236045;
240419;11994;23854;35169;166028;237045;
241431;12034;23954;35311;166746;238045;
242440;12075;24056;35490;167424;239045;
243451;12119;24159;35649;168118;240045;
244453;12175;24261;35774;168835;241045;
245464;12231;24364;35920;169530;242045;
246474;12284;24474;36055;170232;243045;
247486;12335;24587;36181;170942;244045;
248487;12383;24689;36324;171649;245045;
249499;12429;24794;36479;172343;246045;
250511;12479;24895;36623;173048;247045;
251527;12539;25000;36774;173732;248045;
252536;12595;25083;36926;174441;249045;
253548;12638;25194;37064;175149;250045;
254556;12682;25305;37194;175864;251045;
255571;12725;25409;37382;176529;252045;
256579;12770;25523;37526;177226;253045;
257592;12819;25632;37667;177927;254045;
258604;12870;25733;37821;178621;255045;
259614;12918;25828;37977;179322;256045;
260625;12968;25930;38129;180018;257045;
261624;13021;26045;38264;180715;258045;
262638;13063;26135;38405;181442;259045;
263652;13102;26240;38550;182153;260045;
264665;13149;26348;38695;182853;261045;
265679;13195;26438;38837;183575;262045;
266690;13237;26538;38994;184276;263045;
267703;13288;26655;39130;184972;264045;
268708;13334;26773;39263;185675;265045;
269710;13373;26870;39427;186375;266045;
270717;13428;26964;39593;187060;267045;
271721;13470;27052;39739;187784;268045;
272728;13528;27136;39907;188474;269045;
273729;13564;27237;40071;189173;270045;
274738;13635;27332;40234;189844;271045;
275745;13684;27435;40379;190547;272045;
276754;13735;27542;40512;191256;273045;
277758;13773;27655;40663;191954;274045;
278766;13816;27742;40827;192660;275045;
279774;13861;27835;40984;193365;276045;
280789;13900;27929;41145;194071;277045;
281798;13960;28035;41289;194761;278045;
282795;14007;28119;41439;195480;279045;
283808;14064;28203;41595;196183;280045;
284825;14113;28310;41753;196869;281045;
285829;14160;28410;41904;197571;282045;
286831;14205;28516;42030;198294;283045;
287845;14261;28610;42178;198996;284045;
288844;14310;28719;42334;199682;285045;
289855;14362;28827;42481;200375;286045;
290857;14407;28925;42629;201084;287045;
291868;14457;29025;42775;201788;288045;
292884;14512;29130;42922;202481;289045;
293892;14561;29205;43088;203191;290045;
294907;14612;29320;43222;203891;291045;
295912;14655;29441;43355;204594;292045;
296923;14705;29537;43509;205294;293045;
297934;14760;29636;43655;205994;294045;
298943;14811;29735;43815;206684;295045;
299955;14856;29857;43954;207378;296045;
300957;14906;29962;44086;208091;297045;
301961;14959;30068;44237;208781;298045;
302964;15008;30166;44392;209479;299045;
303977;15060;30264;44539;210182;300045;
304990;15098;30374;44692;210881;301045;
305992;15138;30474;44844;211589;302045;
306990;15182;30570;44999;212294;303045;
308004;15219;30681;45141;213004;304045;
309016;15266;30774;45289;213716;305045;
310026;15329;30875;45420;214421;306045;
311024;15371;30983;45595;215096;307045;
312036;15430;31080;45741;215794;308045;
313048;15470;31185;45906;216484;309045;
314062;15518;31275;46055;217197;310045;
315069;15578;31376;46212;217879;311045;
316082;15629;31467;46364;218585;312045;
317098;15667;31571;46513;219294;313045;
318106;15725;31661;46650;220009;314045;
319120;15765;31761;46788;220731;315045;
320130;15808;31847;46923;221467;316045;
321130;15854;31951;47058;222182;317045;
322133;15906;32065;47216;222858;318045;
323132;15952;32171;47364;223558;319045;
324140;16011;32279;47518;224237;320045;
325153;16057;32384;47695;224909;321045;
326167;16106;32480;47848;225611;322045;
327165;16157;32584;48002;226302;323045;
328178;16197;32681;48145;227022;324045;
329182;16239;32776;48297;227733;325045;
330181;16291;32870;48443;228441;326045;
331181;16340;32960;48596;229149;327045;
332195;16393;33065;48751;229836;328045;
333196;16443;33155;48912;230535;329045;
334209;16491;33249;49067;231238;330045;
335223;16532;33354;49223;231936;331045;
336231;16577;33443;49368;232657;332045;
337244;16623;33535;49526;233361;333045;
338255;16664;33633;49672;234076;334045;
339267;16715;33724;49834;234772;335045;
340280;16773;33831;49965;235476;336045;
341293;16821;33934;50107;236183;337045;
342299;16875;34039;50258;236873;338045;
343314;16927;34133;50396;237589;339045;
344313;16987;34247;50547;238264;340045;
345326;17034;34340;50701;238970;341045;
346333;17094;34428;50831;239692;342045;
347341;17151;34521;50991;240382;343045;
348356;17196;34619;51129;241101;344045;
349370;17241;34726;51286;241792;345045;
350381;17292;34822;51439;242492;346045;
351393;17339;34929;51593;243184;347045;
352407;17373;35017;51721;243934;348045;
353408;17424;35115;51863;244643;349045;
354421;17476;35229;51983;245320;350008;
355433;17484;35243;52005;245400;350132;
356448;17493;35263;52042;245564;350362;
357462;17496;35269;52050;245628;350443;
358477;17513;35298;52085;245817;350713;
359480;17532;35347;52144;246086;351109;
360484;17535;35363;52175;246199;351272;
361495;17566;35412;52237;246549;351764;
362503;17571;35421;52251;246624;351867;
363518;17586;35450;52295;246823;352154;
364531;17595;35475;52343;247008;352421;
365541;17602;35489;52361;247116;352568;
366557;17607;35507;52386;247211;352711;
367571;17618;35542;52432;247448;353040;
368570;17630;35565;52473;247635;353303;
369573;17638;35576;52496;247729;353439;
370584;17662;35607;52560;248038;353867;
371594;17673;35623;52585;248183;354064;
372608;17696;35670;52662;248486;354514;
373620;17710;35694;52710;248668;354782;
374628;17722;35729;52750;248909;355110;
375641;17737;35743;52784;249051;355315;
376654;17764;35788;52842;249354;355748;
377665;17770;35806;52861;249490;355927;
378680;17775;35826;52894;249642;356137;
379692;17784;35857;52935;249825;356401;
380707;17796;35894;52981;250054;356725;
381708;17803;35912;53008;250191;356914;
382722;17821;35955;53068;250442;357286;
383732;17840;35990;53124;250655;357609;
384744;17847;36000;53142;250758;357747;
385757;17856;36005;53163;250851;357875;
386765;17871;36031;53211;251049;358162;
387777;17880;36053;53231;251172;358336;
388792;17885;36063;53253;251266;358467;
389803;17892;36079;53279;251395;358645;
390818;17902;36103;53311;251513;358829;
391833;17924;36142;53381;251814;359261;
392841;17938;36170;53414;251989;359511;
393856;17944;36178;53428;252056;359606;
394857;17965;36216;53493;252350;360024;
395858;17981;36245;53540;252604;360370;
396869;17995;36265;53561;252708;360529;
397884;18015;36290;53608;252891;360804;
398896;18028;36310;53636;253040;361014;
399912;18030;36318;53645;253098;361091;
400922;18047;36354;53690;253329;361420;
401934;18057;36364;53726;253428;361575;
402945;18071;36386;53770;253596;361823;
403945;18075;36399;53786;253706;361966;
404958;18086;36417;53820;253819;362142;
405968;18097;36446;53858;254005;362406;
406983;18107;36470;53913;254229;362719;
407993;18121;36486;53960;254400;362967;
409006;18131;36501;53990;254502;363124;
410013;18146;36528;54031;254697;363402;
411026;18154;36535;54047;254764;363500;
412037;18163;36557;54073;254908;363701;
413046;18171;36567;54085;254971;363794;
414059;18176;36575;54101;255030;363882;
415075;18178;36582;54110;255082;363952;
416076;18191;36599;54143;255215;364148;
417089;18210;36635;54179;255444;364468;
418102;18229;36669;54232;255703;364833;
419114;18234;36685;54257;255821;364997;
420128;18237;36695;54279;255921;365132;
421132;18255;36724;54319;256106;365404;
422134;18268;36742;54345;256248;365603;
423147;18287;36773;54383;256454;365897;
424149;18296;36789;54415;256575;366075;
425162;18301;36804;54431;256696;366232;
426174;18312;36834;54477;256919;366542;
427183;18333;36877;54551;257258;367019;
428199;18344;36911;54606;257456;367317;
429214;18349;36924;54620;257535;367428;
430223;18352;36934;54636;257617;367539;
431234;18357;36960;54680;257788;367785;
432248;18377;36993;54713;257991;368074;
433259;18394;37018;54771;258244;368427;
434274;18399;37023;54794;258347;368563;
435282;18407;37039;54814;258471;368731;
436298;18418;37060;54850;258594;368922;
437308;18432;37086;54900;258782;369200;
438319;18453;37117;54954;258978;369502;
439332;18468;37135;54988;259129;369720;
440340;18484;37161;55027;259323;369995;
441341;18488;37185;55052;259431;370156;
442347;18501;37215;55081;259612;370409;
443349;18522;37250;55145;259874;370791;
444359;18538;37288;55194;260131;371151;
445371;18549;37307;55226;260266;371348;
446383;18553;37318;55236;260344;371451;
447399;18566;37334;55271;260499;371670;
448409;18583;37366;55318;260711;371978;
449421;18591;37384;55335;260796;372106;
450421;18608;37428;55385;261062;372483;
451435;18615;37455;55424;261234;372728;
452447;18630;37494;55471;261476;373071;
453451;18631;37501;55488;261542;373162;
454464;18647;37521;55515;261686;373369;
455476;18668;37573;55590;262013;373844;
456489;18688;37599;55634;262204;374125;
457501;18702;37622;55664;262389;374377;
458510;18715;37653;55713;262593;374674;
459524;18729;37683;55747;262798;374957;
460535;18732;37691;55757;262869;375049;
461542;18750;37723;55806;263095;375374;
462543;18763;37738;55828;263224;375553;
463556;18775;37757;55862;263348;375742;
464565;18782;37764;55871;263406;375823;
465568;18792;37783;55895;263545;376015;
466573;18809;37807;55931;263754;376301;
467582;18823;37822;55960;263883;376488;
468596;18828;37835;55984;263982;376629;
469606;18835;37852;56017;264138;376842;
470618;18840;37867;56032;264218;376957;
471623;18849;37878;56060;264367;377154;
472638;18852;37885;56064;264417;377218;
473651;18858;37895;56081;264474;377308;
474652;18869;37926;56119;264674;377588;
475663;18884;37951;56150;264828;377813;
476678;18912;37998;56244;265124;378278;
477684;18921;38004;56254;265185;378364;
478691;18932;38031;56287;265363;378613;
479705;18941;38046;56317;265482;378786;
480720;18956;38062;56381;265672;379071;
481734;18967;38094;56419;265893;379373;
482749;18974;38122;56454;266064;379614;
483755;18980;38139;56473;266188;379780;
484758;18994;38174;56509;266401;380078;
485770;18999;38188;56525;266470;380182;
486784;19012;38214;56559;266692;380477;
487798;19026;38231;56610;266942;380809;
488810;19049;38289;56700;267311;381349;
489822;19063;38328;56748;267576;381715;
490824;19086;38368;56793;267784;382031;
491837;19094;38392;56826;267931;382243;
492849;19106;38411;56851;268053;382421;
493865;19142;38450;56944;268429;382965;
494877;19153;38470;56979;268553;383155;
495888;19155;38486;56990;268605;383236;
496898;19164;38499;57014;268721;383398;
497910;19171;38518;57031;268809;383529;
498922;19189;38557;57102;269051;383899;
499932;19209;38595;57189;269369;384362;
500932;19222;38613;57224;269542;384601;
501932;19235;38647;57268;269800;384950;
502944;19249;38675;57314;270095;385333;
503953;19252;38688;57332;270195;385467;
504965;19257;38694;57353;270254;385558;
505976;19270;38730;57377;270419;385796;
506990;19279;38751;57404;270554;385988;
508004;19298;38784;57460;270788;386330;
509009;19310;38804;57488;270919;386521;
510022;19314;38810;57500;270968;386592;
511022;19324;38828;57536;271113;386801;
512025;19330;38838;57550;271176;386894;
513037;19336;38859;57573;271325;387093;
514049;19339;38865;57589;271378;387171;
515059;19348;38881;57614;271497;387340;
516070;19364;38920;57664;271777;387725;
517084;19383;38954;57694;271953;387984;
518096;19394;38970;57717;272050;388131;
519110;19401;38990;57752;272250;388393;
520121;19410;39007;57777;272369;388563;
521120;19419;39016;57795;272452;388682;
522122;19434;39040;57835;272629;388938;
523133;19451;39085;57884;272917;389337;
524148;19463;39103;57908;273061;389535;
525148;19479;39130;57965;273265;389839;
526163;19488;39148;57992;273382;390010;
527176;19499;39160;58015;273469;390143;
528191;19503;39165;58028;273526;390222;
529201;19517;39202;58059;273694;390472;
530211;19535;39232;58107;273891;390765;
531211;19537;39249;58138;273994;390918;
532220;19550;39286;58189;274222;391247;
533226;19571;39329;58258;274538;391696;
534235;19591;39358;58306;274761;392016;
535243;19606;39390;58361;275021;392378;
536249;19657;39478;58531;275712;393378;
537250;19711;39569;58697;276401;394378;
538254;19765;39655;58873;277085;395378;
539264;19814;39730;59024;277810;396378;
540265;19862;39818;59195;278503;397378;
541279;19910;39905;59354;279209;398378;
542282;19941;39985;59467;279786;399179;
543284;19993;40082;59634;280470;400179;
544290;20039;40180;59783;281177;401179;
545298;20079;40283;59935;281882;402179;
546298;20127;40378;60076;282598;403179;
547314;20179;40495;60224;283281;404179;
548325;20222;40588;60380;283989;405179;
549338;20275;40698;60515;284691;406179;
550352;20318;40805;60669;285387;407179;
551366;20368;40904;60826;286081;408179;
552381;20426;41003;60967;286783;409179;
553392;20490;41095;61106;287488;410179;
554404;20542;41192;61268;288177;411179;
555414;20587;41298;61412;288882;412179;
556430;20634;41412;61584;289549;413179;
557443;20685;41506;61747;290241;414179;
558458;20744;41597;61901;290937;415179;
559467;20783;41702;62050;291644;416179;
560479;20828;41789;62223;292339;417179;
561493;20880;41892;62369;293038;418179;
562503;20931;41989;62511;293748;419179;
563516;20974;42101;62656;294448;420179;
564529;21025;42224;62793;295137;421179;
565543;21070;42329;62955;295825;422179;
566556;21120;42419;63114;296526;423179;
567565;21166;42518;63258;297237;424179;
568575;21230;42611;63414;297924;425179;
569583;21280;42710;63557;298632;426179;
570594;21324;42814;63716;299325;427179;
571604;21365;42907;63886;300021;428179;
572617;21423;43013;64041;300702;429179;
573632;21476;43140;64189;301374;430179;
574645;21528;43243;64331;302077;431179;
575659;21575;43344;64479;302781;432179;
576666;21619;43439;64638;303483;433179;
577676;21680;43517;64789;304193;434179;
578684;21723;43621;64944;304891;435179;
579684;21766;43717;65088;305608;436179;
580698;21813;43817;65245;306304;437179;
581710;21855;43899;65415;307010;438179;
