Timestamp; Priority1;Priority2;Priority3;Priority4;Total read
741239;32214;64423;96187;402913;595737;
742243;32242;64506;96308;403681;596737;
743257;32257;64536;96357;404587;597737;
744269;32334;64653;96546;405204;598737;
745283;32378;64758;96687;405914;599737;
746290;32441;64885;96891;406520;600737;
747305;32512;65020;97091;407114;601737;
748304;32588;65182;97290;407677;602737;
749318;32679;65355;97533;408170;603737;
750332;32752;65547;97828;408610;604737;
751344;32858;65776;98139;408964;605737;
752345;32941;65994;98445;409357;606737;
753345;33050;66179;98730;409778;607737;
754357;33151;66388;99039;410159;608737;
755367;33255;66576;99342;410564;609737;
756380;33340;66786;99620;410991;610737;
757388;33448;66977;99915;411397;611737;
758403;33475;67066;100090;412106;612737;
759412;33508;67066;100090;413073;613737;
760427;33604;67280;100525;413328;614737;
761440;33696;67468;100669;413904;615737;
762450;33742;67579;100830;414586;616737;
763462;33823;67705;101032;415177;617737;
764462;33877;67819;101189;415852;618737;
765466;33913;67884;101316;416624;619737;
766468;33934;67948;101399;417456;620737;
767475;33956;67986;101474;418321;621737;
768486;34031;68165;101717;418824;622737;
769489;34062;68216;101807;419652;623737;
770497;34114;68320;101957;420346;624737;
771513;34148;68390;102076;421123;625737;
772516;34250;68584;102370;421533;626737;
773529;34355;68721;102628;422033;627737;
774532;34393;68800;102741;422803;628737;
775538;34494;68987;103041;423215;629737;
776553;34588;69201;103311;423637;630737;
777555;34642;69327;103504;424264;631737;
778567;34731;69527;103810;424669;632737;
779577;34805;69650;104023;425259;633737;
780588;34840;69736;104173;425988;634737;
781601;34917;69879;104380;426561;635737;
782616;34964;69961;104506;427306;636737;
783616;35025;70112;104733;427867;637737;
784628;35060;70171;104820;428686;638737;
785627;35163;70359;105114;429101;639737;
786635;35218;70442;105259;429818;640737;
787650;35317;70650;105537;430233;641737;
788651;35435;70843;105845;430614;642737;
789663;35536;71058;106150;430993;643737;
790671;35660;71237;106437;431403;644737;
791683;35753;71415;106754;431815;645737;
792690;35826;71556;106973;432382;646737;
793701;35851;71595;107033;433258;647737;
794711;35871;71641;107113;434112;648737;
795729;35875;71650;107119;435093;649737;
796740;35897;71707;107208;435925;650737;
797751;35929;71747;107277;436784;651737;
798768;35934;71757;107298;437748;652737;
799771;35947;71778;107320;438692;653737;
800784;35957;71794;107347;439639;654737;
801782;35972;71815;107386;440564;655737;
802788;35992;71860;107447;441438;656737;
803802;35995;71873;107457;442412;657737;
804811;36011;71901;107504;443321;658737;
805818;36031;71941;107542;444223;659737;
806833;36042;71959;107568;445168;660737;
807843;36055;71995;107623;446064;661737;
808856;36061;72014;107647;447015;662737;
809857;36069;72048;107686;447934;663737;
810873;36072;72060;107709;448896;664737;
811885;36080;72083;107751;449823;665737;
812898;36099;72107;107807;450724;666737;
813912;36102;72114;107818;451703;667737;
814912;36109;72123;107839;452666;668737;
815918;36114;72130;107848;453645;669737;
816932;36147;72181;107939;454470;670737;
817937;36162;72203;107982;455390;671737;
818949;36180;72222;108026;456309;672737;
819963;36203;72266;108079;457189;673737;
820972;36224;72295;108145;458073;674737;
821977;36230;72312;108158;459037;675737;
822984;36235;72326;108174;460002;676737;
823995;36243;72358;108215;460921;677737;
825001;36249;72385;108250;461853;678737;
826002;36261;72409;108298;462769;679737;
827018;36281;72438;108345;463673;680737;
828015;36293;72466;108397;464581;681737;
829031;36303;72487;108466;465481;682737;
830043;36333;72522;108466;466416;683737;
831056;36344;72540;108507;467346;684737;
832059;36362;72571;108548;468256;685737;
833067;36366;72587;108563;469221;686737;
834073;36383;72620;108616;470118;687737;
835085;36396;72648;108670;471023;688737;
836090;36417;72688;108734;471898;689737;
837101;36423;72702;108763;472849;690737;
838106;36433;72726;108812;473766;691737;
839120;36441;72746;108863;474687;692737;
840135;36458;72768;108908;475603;693737;
841150;36463;72768;108966;476540;694737;
842164;36495;72830;109012;477400;695737;
843178;36503;72830;109036;478368;696737;
844177;36510;72838;109036;479353;697737;
845187;36521;72856;109062;480298;698737;
846187;36531;72864;109071;481271;699737;
847190;36548;72901;109130;482158;700737;
848191;36567;72938;109180;483052;701737;
849198;36582;72958;109212;483985;702737;
850211;36597;73004;109287;484849;703737;
851218;36610;73023;109330;485774;704737;
852226;36625;73059;109382;486671;705737;
853234;36636;73087;109444;487570;706737;
854245;36652;73115;109487;488483;707737;
855249;36686;73186;109586;489279;708737;
856261;36691;73204;109602;490240;709737;
857276;36703;73223;109628;491183;710737;
858278;36737;73302;109734;491964;711737;
859293;36744;73316;109753;492924;712737;
860307;36769;73354;109815;493799;713737;
861323;36802;73421;109921;494593;714737;
862324;36809;73435;109951;495542;715737;
863330;36822;73450;109983;496482;716737;
864345;36824;73464;109992;497457;717737;
865355;36841;73498;110030;498368;718737;
866367;36853;73537;110093;499254;719737;
867382;36862;73560;110128;500187;720737;
868393;36864;73576;110152;501145;721737;
869401;36879;73606;110188;502064;722737;
870411;36899;73636;110235;502967;723737;
871417;36906;73652;110258;503921;724737;
872422;36915;73674;110283;504865;725737;
873426;36929;73704;110331;505773;726737;
874430;36948;73734;110381;506674;727737;
875448;36952;73742;110403;507640;728737;
876453;36965;73765;110445;508562;729737;
877467;36973;73774;110459;509531;730737;
878473;36989;73795;110489;510464;731737;
879481;36994;73805;110502;511436;732737;
880487;37016;73838;110556;512327;733737;
881484;37033;73861;110596;513247;734737;
882498;37044;73883;110641;514169;735737;
883510;37051;73904;110677;515105;736737;
884524;37057;73913;110686;516081;737737;
885529;37073;73937;110734;516993;738737;
886539;37090;73970;110790;517887;739737;
887551;37106;73999;110834;518798;740737;
888565;37121;74028;110867;519232;741248;
889577;37143;74068;110941;519583;741735;
890577;37155;74094;110981;519758;741988;
891590;37164;74103;110997;519850;742114;
892605;37168;74108;111022;519928;742226;
893613;37177;74132;111055;520067;742431;
894618;37200;74194;111136;520399;742929;
895629;37206;74205;111160;520502;743073;
896641;37218;74244;111231;520818;743511;
897653;37228;74261;111269;520934;743692;
898669;37250;74308;111329;521272;744159;
899678;37259;74323;111344;521358;744284;
900686;37282;74351;111393;521577;744603;
901701;37293;74376;111430;521757;744856;
902700;37307;74397;111463;521878;745045;
903713;37322;74438;111533;522160;745453;
904730;37334;74458;111567;522317;745676;
905727;37341;74471;111592;522424;745828;
906737;37344;74480;111606;522493;745923;
907751;37354;74510;111648;522703;746215;
908765;37362;74526;111669;522790;746347;
909765;37373;74538;111698;522925;746534;
910781;37375;74545;111701;522974;746595;
911792;37380;74554;111711;523050;746695;
912804;37402;74584;111751;523218;746955;
913816;37407;74597;111776;523320;747100;
914828;37411;74610;111808;523465;747294;
915836;37417;74625;111818;523546;747406;
916841;37422;74633;111841;523638;747534;
917851;37437;74648;111881;523784;747750;
918862;37448;74682;111934;524041;748105;
919872;37471;74734;111981;524305;748491;
920887;37479;74765;112030;524534;748808;
921897;37483;74773;112039;524586;748881;
922904;37490;74794;112064;524711;749059;
923917;37495;74806;112078;524795;749174;
924930;37513;74841;112136;525091;749581;
925941;37531;74873;112192;525323;749919;
926955;37537;74896;112244;525528;750205;
927957;37551;74949;112309;525867;750676;
928962;37567;74987;112350;526121;751025;
929974;37580;75004;112391;526297;751272;
930986;37586;75013;112409;526397;751405;
931999;37612;75085;112539;526948;752184;
932998;37615;75095;112552;527023;752285;
934007;37626;75127;112591;527217;752561;
935020;37639;75157;112656;527455;752907;
936033;37648;75174;112682;527571;753075;
937047;37676;75226;112785;528002;753689;
938058;37680;75244;112804;528084;753812;
939060;37680;75252;112814;528141;753887;
940069;37707;75308;112890;528467;754372;
941083;37723;75342;112938;528695;754698;
942093;37736;75379;112974;528872;754961;
943106;37749;75402;113015;529092;755258;
944107;37756;75426;113032;529217;755431;
945113;37777;75463;113090;529523;755853;
946122;37792;75485;113123;529676;756076;
947127;37801;75509;113158;529798;756266;
948138;37825;75539;113207;530082;756653;
949152;37829;75560;113237;530214;756840;
950164;37838;75588;113279;530378;757083;
951166;37855;75623;113336;530676;757490;
952172;37864;75637;113363;530783;757647;
953189;37881;75663;113398;530961;757903;
954193;37899;75686;113444;531145;758174;
955207;37900;75692;113455;531189;758236;
956219;37912;75717;113488;531344;758461;
957233;37917;75748;113538;531582;758785;
958247;37922;75760;113571;531709;758962;
959259;37933;75782;113607;531904;759226;
960268;37943;75794;113626;532014;759377;
961279;37953;75806;113649;532091;759499;
962289;37964;75829;113682;532210;759685;
963303;37972;75846;113708;532314;759840;
964314;37982;75866;113740;532471;760059;
965322;37988;75880;113767;532580;760215;
966335;37996;75886;113772;532622;760276;
967344;37999;75897;113785;532691;760372;
968358;38007;75910;113807;532800;760524;
969372;38037;75945;113889;533101;760972;
970379;38041;75958;113911;533194;761104;
971384;38052;75988;113960;533442;761442;
972396;38063;76000;113982;533555;761600;
973400;38074;76047;114033;533786;761940;
974411;38076;76056;114049;533863;762044;
975413;38081;76090;114103;534094;762368;
976424;38094;76102;114121;534188;762505;
977431;38106;76129;114175;534407;762817;
978434;38117;76148;114211;534589;763065;
979449;38131;76161;114228;534690;763210;
980453;38155;76191;114288;535018;763652;
981463;38170;76224;114327;535250;763971;
982471;38175;76238;114339;535317;764069;
983485;38183;76273;114375;535502;764333;
984501;38197;76307;114421;535754;764679;
985513;38216;76346;114458;535990;765010;
986528;38235;76393;114517;536312;765457;
987541;38255;76443;114587;536600;765885;
988541;38273;76474;114641;536805;766193;
989545;38275;76481;114657;536854;766267;
990559;38280;76501;114694;536965;766440;
991571;38288;76516;114721;537088;766613;
992575;38298;76529;114755;537229;766811;
993586;38301;76538;114762;537297;766898;
994588;38319;76578;114830;537612;767339;
995601;38334;76598;114860;537776;767568;
996615;38339;76613;114875;537851;767678;
997620;38347;76647;114921;538035;767950;
998621;38364;76674;114960;538227;768225;
999633;38392;76714;115032;538509;768647;
1000635;38408;76739;115065;538668;768880;
1001647;38415;76756;115084;538768;769023;
1002658;38434;76789;115155;539067;769445;
1003674;38453;76825;115214;539277;769769;
1004687;38461;76839;115234;539373;769907;
1005688;38465;76847;115249;539438;769999;
1006689;38494;76889;115326;539814;770523;
1007689;38497;76896;115344;539887;770624;
1008703;38509;76917;115374;540008;770808;
1009716;38525;76965;115446;540311;771247;
1010728;38532;76980;115468;540419;771399;
1011728;38548;77019;115511;540622;771700;
1012744;38555;77041;115537;540757;771890;
1013757;38568;77085;115605;541068;772326;
1014770;38592;77127;115666;541332;772717;
1015786;38597;77133;115679;541390;772799;
1016785;38605;77153;115694;541487;772939;
1017798;38613;77183;115732;541676;773204;
1018801;38623;77213;115793;541887;773516;
1019810;38636;77227;115819;541996;773678;
1020821;38650;77267;115856;542194;773967;
1021822;38663;77299;115898;542377;774237;
1022834;38683;77334;115936;542592;774545;
1023848;38692;77351;115966;542710;774719;
1024863;38705;77381;116015;542931;775032;
1025876;38715;77397;116037;543025;775174;
1026889;38720;77410;116061;543125;775316;
1027902;38733;77438;116075;543263;775509;
1028918;38739;77450;116093;543354;775636;
1029931;38755;77490;116135;543547;775927;
1030943;38762;77497;116149;543630;776038;
1031957;38782;77535;116220;543949;776486;
1032960;38797;77564;116256;544102;776719;
1033969;38824;77604;116332;544423;777183;
1034982;38839;77655;116385;544715;777594;
1035992;38870;77717;116502;545199;778288;
1037002;38883;77735;116526;545329;778473;
1038014;38893;77765;116587;545645;778890;
1039029;38904;77796;116616;545763;779079;
1040041;38909;77808;116655;545971;779343;
1041057;38925;77837;116680;546045;779487;
1042070;38945;77867;116721;546292;779825;
1043071;38949;77899;116764;546488;780100;
1044072;38959;77905;116774;546541;780179;
1045082;38968;77921;116855;546853;780597;
1046097;38992;77962;116902;547100;780956;
1047111;39008;78007;116923;547211;781149;
1048123;39016;78029;116951;547340;781336;
1049138;39023;78058;117007;547664;781752;
1050153;39039;78088;117119;547962;782208;
1051153;39083;78166;117201;548430;782880;
1052162;39137;78258;117488;548997;783880;
1053164;39218;78450;117582;549630;784880;
1054175;39257;78533;117707;550383;785880;
1055178;39304;78629;117865;551082;786880;
1056203;39413;78829;118168;551470;787880;
1057203;39500;79000;118439;551941;788880;
1058213;39584;79162;118719;552415;789880;
1059227;39620;79232;118841;553187;790880;
1060252;39673;79358;119033;553816;791880;
1061240;39714;79397;119113;554656;792880;
1062252;39780;79509;119279;555312;793880;
1063267;39809;79596;119384;556091;794880;
1064277;39911;79810;119665;556494;795880;
1065278;39975;79933;119809;557163;796880;
1066283;40034;80019;119970;557857;797880;
1067296;40115;80166;120218;558381;798880;
1068312;40205;80355;120529;558791;799880;
1069324;40239;80407;120608;559626;800880;
1070324;40289;80510;120752;560329;801880;
1071334;40319;80581;120856;561124;802880;
1072350;40367;80710;121063;561740;803880;
1073350;40409;80776;121168;562527;804880;
1074363;40439;80839;121262;563340;805880;
1075377;40532;81055;121562;563731;806880;
1076388;40605;81177;121780;564318;807880;
1077415;40669;81312;121972;564927;808880;
1078414;40715;81388;122105;565672;809880;
1079428;40777;81532;122316;566255;810880;
1080443;40823;81607;122435;567015;811880;
1081457;40925;81804;122751;567400;812880;
1082473;41007;81982;122995;567896;813880;
1083488;41082;82124;123198;568476;814880;
1084496;41145;82240;123449;569046;815880;
1085511;41180;82309;123561;569830;816880;
1086522;41246;82421;123698;570515;817880;
1087531;41343;82634;123985;570918;818880;
1088543;41402;82774;124186;571518;819880;
1089556;41424;82811;124244;572401;820880;
1090558;41478;82937;124432;573033;821880;
1091559;41527;83038;124595;573720;822880;
1092573;41562;83125;124713;574480;823880;
1093573;41612;83201;124871;575196;824880;
1094589;41685;83329;125055;575811;825880;
1095598;41739;83447;125202;576492;826880;
1096612;41806;83562;125401;577111;827880;
1097624;41902;83728;125671;577579;828880;
1098637;42014;83926;125970;577970;829880;
1099652;42093;84090;126198;578499;830880;
1100663;42139;84195;126361;579185;831880;
1101671;42187;84290;126481;579922;832880;
1102672;42232;84459;126695;580494;833880;
1103686;42313;84501;126900;581166;834880;
1104686;42338;84589;126946;582007;835880;
1105696;42357;84654;127035;582834;836880;
1106711;42427;84736;127162;583555;837880;
1107727;42466;84791;127269;584354;838880;
1108739;42489;84839;127330;585222;839880;
1109745;42557;84973;127543;585807;840880;
1110747;42620;85102;127731;586427;841880;
1111759;42652;85150;127816;587262;842880;
1112769;42729;85309;128032;587810;843880;
1113765;42807;85455;128260;588358;844880;
1114781;42861;85582;128443;588994;845880;
1115791;42919;85696;128612;589653;846880;
1116804;42957;85780;128728;590415;847880;
1117815;43065;85994;129016;590805;848880;
1118818;43106;86077;129137;591560;849880;
1119827;43178;86215;129362;592125;850880;
1120842;43280;86407;129652;592541;851880;
1121857;43323;86504;129795;593258;852880;
1122868;43376;86605;129991;593908;853880;
1123880;43448;86747;130219;594466;854880;
1124891;43491;86860;130365;595164;855880;
1125895;43560;87000;130566;595754;856880;
1126910;43592;87082;130713;596493;857880;
1127924;43642;87161;130854;597223;858880;
1128935;43700;87263;130991;597926;859880;
1129947;43797;87450;131229;598404;860880;
1130960;43851;87555;131371;599103;861880;
1131973;43950;87755;131639;599536;862880;
1132980;43994;87848;131773;600265;863880;
1133993;44034;87957;131918;600971;864880;
1135005;44135;88132;132220;601393;865880;
1136021;44230;88346;132487;601817;866880;
1137032;44276;88454;132649;602501;867880;
1138036;44336;88565;132859;603120;868880;
1139034;44359;88630;132950;603941;869880;
1140034;44433;88778;133172;604497;870880;
1141050;44469;88862;133295;605254;871880;
1142053;44561;89040;133603;605676;872880;
1143058;44629;89205;133853;606193;873880;
1144067;44673;89297;134012;606898;874880;
1145076;44733;89458;134221;607468;875880;
1146081;44840;89660;134532;607848;876880;
1147089;44902;89769;134710;608499;877880;
1148091;44948;89867;134854;609211;878880;
1149090;45052;90090;135159;609579;879880;
1150095;45159;90259;135417;610045;880880;
1151103;45239;90412;135626;610603;881880;
1152113;45307;90521;135810;611242;882880;
1153115;45380;90642;136013;611845;883880;
1154125;45477;90853;136307;612243;884880;
1155128;45583;91063;136605;612629;885880;
1156131;45648;91181;136863;613188;886880;
1157128;45741;91351;137130;613658;887880;
1158134;45837;91520;137389;614134;888880;
1159146;45854;91550;137435;615041;889880;
1160151;45887;91610;137524;615859;890880;
1161155;45941;91727;137732;616480;891880;
1162158;45999;91862;137954;617065;892880;
1163162;46014;91908;138028;617930;893880;
1164167;46089;92078;138245;618468;894880;
1165168;46165;92252;138505;618958;895880;
1166168;46206;92341;138637;619696;896880;
1167181;46231;92438;138783;620428;897880;
1168197;46319;92635;139092;620834;898880;
1169201;46428;92859;139406;621187;899880;
1170201;46468;93001;139602;621809;900880;
1171204;46521;93103;139743;622513;901880;
1172216;46581;93241;139934;623124;902880;
1173216;46642;93342;140094;623802;903880;
1174232;46746;93553;140387;624194;904880;
1175236;46821;93694;140590;624775;905880;
1176239;46917;93883;140891;625189;906880;
1177254;46930;93955;141009;625986;907880;
1178260;46962;94010;141087;626821;908880;
1179260;46984;94042;141219;627635;909880;
1180261;47059;94159;141313;628349;910880;
1181261;47087;94223;141393;629177;911880;
1182273;47117;94302;141508;629953;912880;
1183282;47136;94338;141575;630831;913880;
1184295;47190;94456;141747;631487;914880;
1185313;47216;94517;141826;632321;915880;
1186323;47236;94570;141875;633199;916880;
1187328;47310;94714;142090;633766;917880;
1188335;47368;94853;142306;634353;918880;
1189337;47394;94906;142378;635202;919880;
1190339;47472;95065;142610;635733;920880;
1191340;47497;95120;142689;636574;921880;
1192340;47572;95311;142910;637087;922880;
1193346;47645;95440;143107;637688;923880;
1194347;47738;95641;143395;638106;924880;
1195353;47812;95763;143628;638677;925880;
1196358;47912;95960;143902;639106;926880;
1197357;47932;96009;143981;639958;927880;
1198360;48020;96200;144252;640408;928880;
1199365;48094;96340;144486;640960;929880;
1200373;48152;96417;144638;641673;930880;
1201375;48225;96593;144894;642168;931880;
1202374;48269;96683;145035;642893;932880;
1203379;48336;96793;145199;643552;933880;
1204382;48355;96844;145271;644410;934880;
1205381;48451;97037;145557;644835;935880;
1206398;48490;97149;145691;645550;936880;
1207411;48527;97214;145812;646327;937880;
1208411;48617;97373;146070;646820;938880;
1209419;48680;97469;146227;647504;939880;
1210421;48714;97536;146326;648304;940880;
1211438;48731;97602;146417;649130;941880;
1212442;48786;97731;146605;649758;942880;
1213451;48819;97792;146700;650569;943880;
1214461;48912;97966;146985;651017;944880;
1215472;48983;98115;147220;651562;945880;
1216474;49048;98288;147454;652090;946880;
1217488;49154;98498;147747;652481;947880;
1218499;49248;98692;148065;652875;948880;
1219513;49335;98889;148363;653293;949880;
1220523;49406;99002;148540;653932;950880;
1221529;49506;99178;148873;654323;951880;
1222540;49606;99380;149173;654721;952880;
1223543;49725;99599;149486;655070;953880;
1224551;49822;99795;149762;655501;954880;
1225555;49901;99984;150002;655993;955880;
1226566;49901;99984;150002;656993;956880;
1227564;49901;99984;150002;657993;957880;
1228570;49901;99984;150002;658993;958880;
1229574;49901;99984;150002;659993;959880;
1230585;49901;99984;150002;660993;960880;
1231597;49901;99984;150002;661993;961880;
1232600;49901;99984;150002;662993;962880;
1233610;49901;99984;150002;663993;963880;
1234609;49901;99984;150002;664993;964880;
1235622;49901;99984;150002;665993;965880;
1236634;49901;99984;150002;666993;966880;
1237648;49901;99984;150002;667993;967880;
1238661;49901;99984;150002;668993;968880;
1239679;49901;99984;150002;669993;969880;
1240690;49901;99984;150002;670993;970880;
1241699;49901;99984;150002;671993;971880;
1242702;49901;99984;150002;672993;972880;
1243715;49901;99984;150002;673993;973880;
1244728;49901;99984;150002;674993;974880;
1245735;49901;99984;150002;675993;975880;
1246738;49901;99984;150002;676993;976880;
1247753;49901;99984;150002;677993;977880;
1248766;49901;99984;150002;678993;978880;
1249776;49901;99984;150002;679993;979880;
1250790;49901;99984;150002;680993;980880;
1251802;49901;99984;150002;681993;981880;
1252816;49901;99984;150002;682993;982880;
1253818;49901;99984;150002;683993;983880;
1254843;49901;99984;150002;684993;984880;
1255845;49901;99984;150002;685993;985880;
1256858;49901;99984;150002;686993;986880;
1257870;49901;99984;150002;687993;987880;
1258873;49901;99984;150002;688993;988880;
1259881;49901;99984;150002;689993;989880;
1260898;49901;99984;150002;690993;990880;
1261901;49901;99984;150002;691993;991880;
1262912;49901;99984;150002;692993;992880;
1263925;49901;99984;150002;693993;993880;
1264936;49901;99984;150002;694993;994880;
1265950;49901;99984;150002;695993;995880;
1266959;49901;99984;150002;696993;996880;
1267974;49901;99984;150002;697993;997880;
1268988;49901;99984;150002;698993;998880;
1270003;49901;99984;150002;699993;999880;
1271008;49901;99984;150002;700302;1000189;
