Timestamp; P1 ; PowerPriority1; msgPerPriority1; Real reads (remaining)1; Real receibed1; P2 ; PowerPriority2; msgPerPriority2; Real reads (remaining)2; Real receibed2; P3 ; PowerPriority3; msgPerPriority3; Real reads (remaining)3; Real receibed3; P4 ; PowerPriority4; msgPerPriority4; Real reads (remaining)4; Real receibed4;  Expired; Request; Read; Remaining final
232286;1;1;533;533;67;2;0.5;267;733;66;3;0.25;133;800;217;4;0.125;67;650;650;0;0;0;0
233297;1;1;533;533;60;2;0.5;267;740;142;3;0.25;133;731;191;4;0.125;67;607;607;0;0;0;0
234313;1;1;533;533;43;2;0.5;267;757;90;3;0.25;133;800;176;4;0.125;67;691;691;0;0;0;0
235325;1;1;533;533;98;2;0.5;267;702;194;3;0.25;133;641;301;4;0.125;67;407;407;0;0;0;0
236337;1;1;533;533;97;2;0.5;267;703;220;3;0.25;133;616;168;4;0.125;67;515;515;0;0;0;0
237349;1;1;533;533;36;2;0.5;267;764;166;3;0.25;133;731;225;4;0.125;67;573;573;0;0;0;0
238359;1;1;533;533;81;2;0.5;267;719;57;3;0.25;133;795;88;4;0.125;67;774;774;0;0;0;0
239371;1;1;533;533;26;2;0.5;267;774;49;3;0.25;133;858;65;4;0.125;67;860;860;0;0;0;0
240386;1;1;533;533;39;2;0.5;267;761;58;3;0.25;133;836;188;4;0.125;67;715;715;0;0;0;0
241393;1;1;533;533;34;2;0.5;267;766;82;3;0.25;133;817;41;4;0.125;67;843;843;0;0;0;0
242407;1;1;533;533;17;2;0.5;267;783;39;3;0.25;133;877;192;4;0.125;67;752;752;0;0;0;0
243420;1;1;533;533;92;2;0.5;267;708;307;3;0.25;133;534;284;4;0.125;67;317;317;0;0;0;0
244434;1;1;533;533;100;2;0.5;267;700;216;3;0.25;133;617;298;4;0.125;67;386;386;0;0;0;0
245446;1;1;533;533;93;2;0.5;267;707;100;3;0.25;133;740;188;4;0.125;67;619;619;0;0;0;0
246459;1;1;533;533;76;2;0.5;267;724;146;3;0.25;133;711;230;4;0.125;67;548;548;0;0;0;0
247469;1;1;533;533;61;2;0.5;267;739;131;3;0.25;133;741;265;4;0.125;67;543;543;0;0;0;0
248466;1;1;533;533;91;2;0.5;267;709;210;3;0.25;133;632;163;4;0.125;67;536;536;0;0;0;0
249478;1;1;533;533;81;2;0.5;267;719;207;3;0.25;133;645;298;4;0.125;67;414;414;0;0;0;0
250498;1;1;533;533;103;2;0.5;267;697;187;3;0.25;133;643;280;4;0.125;67;430;430;0;0;0;0
251508;1;1;533;533;95;2;0.5;267;705;202;3;0.25;133;636;288;4;0.125;67;415;415;0;0;0;0
252517;1;1;533;533;37;2;0.5;267;763;75;3;0.25;133;821;119;4;0.125;67;769;769;0;0;0;0
253529;1;1;533;533;40;2;0.5;267;760;97;3;0.25;133;796;154;4;0.125;67;709;709;0;0;0;0
254539;1;1;533;533;30;2;0.5;267;770;62;3;0.25;133;841;97;4;0.125;67;811;811;0;0;0;0
255547;1;1;533;533;111;2;0.5;267;689;184;3;0.25;133;638;303;4;0.125;67;402;402;0;0;0;0
256561;1;1;533;533;50;2;0.5;267;750;137;3;0.25;133;746;192;4;0.125;67;621;621;0;0;0;0
257576;1;1;533;533;41;2;0.5;267;759;61;3;0.25;133;831;104;4;0.125;67;794;794;0;0;0;0
258587;1;1;533;533;44;2;0.5;267;756;74;3;0.25;133;815;129;4;0.125;67;753;753;0;0;0;0
259597;1;1;533;533;70;2;0.5;267;730;164;3;0.25;133;699;215;4;0.125;67;551;551;0;0;0;0
260616;1;1;533;533;56;2;0.5;267;744;112;3;0.25;133;765;164;4;0.125;67;668;668;0;0;0;0
261625;1;1;533;533;47;2;0.5;267;753;107;3;0.25;133;779;134;4;0.125;67;712;712;0;0;0;0
262643;1;1;533;533;83;2;0.5;267;717;179;3;0.25;133;671;255;4;0.125;67;483;483;0;0;0;0
263652;1;1;533;533;19;2;0.5;267;781;41;3;0.25;133;873;68;4;0.125;67;872;872;0;0;0;0
264661;1;1;533;533;42;2;0.5;267;758;92;3;0.25;133;799;152;4;0.125;67;714;714;0;0;0;0
265677;1;1;533;533;64;2;0.5;267;736;143;3;0.25;133;726;203;4;0.125;67;590;590;0;0;0;0
266690;1;1;533;533;88;2;0.5;267;712;190;3;0.25;133;655;300;4;0.125;67;422;422;0;0;0;0
267700;1;1;533;533;102;2;0.5;267;698;182;3;0.25;133;649;304;4;0.125;67;412;412;0;0;0;0
268695;1;1;533;533;95;2;0.5;267;705;187;3;0.25;133;651;279;4;0.125;67;439;439;0;0;0;0
269696;1;1;533;533;23;2;0.5;267;777;36;3;0.25;133;874;72;4;0.125;67;869;869;0;0;0;0
270705;1;1;533;533;3;2;0.5;267;797;14;3;0.25;133;916;16;4;0.125;67;967;967;0;0;0;0
271707;1;1;533;533;27;2;0.5;267;773;67;3;0.25;133;839;102;4;0.125;67;804;804;0;0;0;0
272710;1;1;533;533;17;2;0.5;267;783;23;3;0.25;133;893;46;4;0.125;67;914;914;0;0;0;0
273719;1;1;533;533;5;2;0.5;267;795;8;3;0.25;133;920;19;4;0.125;67;968;968;0;0;0;0
274726;1;1;533;533;27;2;0.5;267;773;71;3;0.25;133;835;112;4;0.125;67;790;790;0;0;0;0
275736;1;1;533;533;8;2;0.5;267;792;12;3;0.25;133;913;18;4;0.125;67;962;962;0;0;0;0
276741;1;1;533;533;9;2;0.5;267;791;22;3;0.25;133;902;28;4;0.125;67;941;941;0;0;0;0
277750;1;1;533;533;16;2;0.5;267;784;25;3;0.25;133;892;50;4;0.125;67;909;909;0;0;0;0
278759;1;1;533;533;8;2;0.5;267;792;10;3;0.25;133;915;20;4;0.125;67;962;962;0;0;0;0
279776;1;1;533;533;18;2;0.5;267;782;47;3;0.25;133;868;68;4;0.125;67;867;867;0;0;0;0
280786;1;1;533;533;21;2;0.5;267;779;43;3;0.25;133;869;78;4;0.125;67;858;858;0;0;0;0
281802;1;1;533;533;15;2;0.5;267;785;35;3;0.25;133;883;55;4;0.125;67;895;895;0;0;0;0
282812;1;1;533;533;18;2;0.5;267;782;29;3;0.25;133;886;52;4;0.125;67;901;901;0;0;0;0
283826;1;1;533;533;11;2;0.5;267;789;20;3;0.25;133;902;18;4;0.125;67;951;951;0;0;0;0
284827;1;1;533;533;2;2;0.5;267;798;12;3;0.25;133;919;23;4;0.125;67;963;963;0;0;0;0
285834;1;1;533;533;1;2;0.5;267;799;8;3;0.25;133;924;12;4;0.125;67;979;979;0;0;0;0
286831;1;1;533;533;3;2;0.5;267;797;16;3;0.25;133;914;27;4;0.125;67;954;954;0;0;0;0
287846;1;1;533;533;8;2;0.5;267;792;19;3;0.25;133;906;25;4;0.125;67;948;948;0;0;0;0
288854;1;1;533;533;15;2;0.5;267;785;26;3;0.25;133;892;45;4;0.125;67;914;914;0;0;0;0
289868;1;1;533;533;11;2;0.5;267;789;17;3;0.25;133;905;30;4;0.125;67;942;942;0;0;0;0
290871;1;1;533;533;9;2;0.5;267;791;13;3;0.25;133;911;31;4;0.125;67;947;947;0;0;0;0
291886;1;1;533;533;6;2;0.5;267;794;13;3;0.25;133;914;18;4;0.125;67;963;462;NaN
292895;1;1;533;533;14;2;0.5;267;786;25;3;0.25;133;894;50;4;0.125;67;911;168;NaN
293909;1;1;533;533;15;2;0.5;267;785;27;3;0.25;133;891;29;4;0.125;67;929;184;NaN
294912;1;1;533;533;15;2;0.5;267;785;18;3;0.25;133;900;38;4;0.125;67;929;140;NaN
295912;1;1;533;533;7;2;0.5;267;793;21;3;0.25;133;905;16;4;0.125;67;956;114;NaN
296917;1;1;533;533;19;2;0.5;267;781;38;3;0.25;133;876;44;4;0.125;67;899;255;NaN
297931;1;1;533;533;29;2;0.5;267;771;49;3;0.25;133;855;61;4;0.125;67;861;331;NaN
298944;1;1;533;533;10;2;0.5;267;790;25;3;0.25;133;898;33;4;0.125;67;932;165;NaN
299959;1;1;533;533;16;2;0.5;267;784;37;3;0.25;133;880;41;4;0.125;67;906;224;NaN
300961;1;1;533;533;1;2;0.5;267;799;5;3;0.25;133;927;19;4;0.125;67;975;53;NaN
301965;1;1;533;533;11;2;0.5;267;789;20;3;0.25;133;902;27;4;0.125;67;942;159;NaN
302980;1;1;533;533;6;2;0.5;267;794;5;3;0.25;133;922;9;4;0.125;67;980;41;NaN
303978;1;1;533;533;2;2;0.5;267;798;13;3;0.25;133;918;18;4;0.125;67;967;65;NaN
304980;1;1;533;533;15;2;0.5;267;785;20;3;0.25;133;898;37;4;0.125;67;928;163;NaN
305994;1;1;533;533;9;2;0.5;267;791;16;3;0.25;133;908;26;4;0.125;67;949;129;NaN
307006;1;1;533;533;4;2;0.5;267;796;11;3;0.25;133;918;14;4;0.125;67;971;50;NaN
308018;1;1;533;533;24;2;0.5;267;776;51;3;0.25;133;858;68;4;0.125;67;857;305;NaN
309026;1;1;533;533;8;2;0.5;267;792;21;3;0.25;133;904;28;4;0.125;67;943;142;NaN
310044;1;1;533;533;0;2;0.5;267;800;17;3;0.25;133;916;25;4;0.125;67;958;145;NaN
311055;1;1;533;533;11;2;0.5;267;789;0;3;0.25;133;922;22;4;0.125;67;967;125;NaN
312070;1;1;533;533;16;2;0.5;267;784;27;3;0.25;133;890;42;4;0.125;67;915;193;NaN
313082;1;1;533;533;8;2;0.5;267;792;11;3;0.25;133;914;30;4;0.125;67;951;132;NaN
314094;1;1;533;533;29;2;0.5;267;771;60;3;0.25;133;844;42;4;0.125;67;869;222;NaN
315099;1;1;533;533;4;2;0.5;267;796;21;3;0.25;133;908;51;4;0.125;67;924;219;NaN
316102;1;1;533;533;21;2;0.5;267;779;33;3;0.25;133;879;12;4;0.125;67;934;48;NaN
317112;1;1;533;533;5;2;0.5;267;795;5;3;0.25;133;923;17;4;0.125;67;973;67;NaN
318124;1;1;533;533;14;2;0.5;267;786;27;3;0.25;133;892;47;4;0.125;67;912;237;NaN
319135;1;1;533;533;5;2;0.5;267;795;10;3;0.25;133;918;15;4;0.125;67;970;58;NaN
320146;1;1;533;533;9;2;0.5;267;791;19;3;0.25;133;905;28;4;0.125;67;944;118;NaN
321149;1;1;533;533;22;2;0.5;267;778;38;3;0.25;133;873;61;4;0.125;67;879;318;NaN
322165;1;1;533;533;11;2;0.5;267;789;8;3;0.25;133;914;21;4;0.125;67;960;138;NaN
323172;1;1;533;533;13;2;0.5;267;787;20;3;0.25;133;900;29;4;0.125;67;938;151;NaN
324189;1;1;533;533;8;2;0.5;267;792;6;3;0.25;133;919;11;4;0.125;67;975;55;NaN
325205;1;1;533;533;15;2;0.5;267;785;35;3;0.25;133;883;37;4;0.125;67;913;196;NaN
326216;1;1;533;533;14;2;0.5;267;786;24;3;0.25;133;895;61;4;0.125;67;901;237;NaN
327230;1;1;533;533;25;2;0.5;267;775;37;3;0.25;133;871;57;4;0.125;67;881;280;NaN
328234;1;1;533;533;21;2;0.5;267;779;23;3;0.25;133;889;41;4;0.125;67;915;188;NaN
329234;1;1;533;533;6;2;0.5;267;794;29;3;0.25;133;898;32;4;0.125;67;933;169;NaN
330249;1;1;533;533;12;2;0.5;267;788;17;3;0.25;133;904;25;4;0.125;67;946;138;NaN
331258;1;1;533;533;5;2;0.5;267;795;13;3;0.25;133;915;21;4;0.125;67;961;107;NaN
332265;1;1;533;533;9;2;0.5;267;791;24;3;0.25;133;900;23;4;0.125;67;944;140;NaN
333276;1;1;533;533;9;2;0.5;267;791;20;3;0.25;133;904;30;4;0.125;67;941;152;NaN
334289;1;1;533;533;15;2;0.5;267;785;21;3;0.25;133;897;38;4;0.125;67;926;152;NaN
335297;1;1;533;533;4;2;0.5;267;796;12;3;0.25;133;917;23;4;0.125;67;961;60;NaN
336311;1;1;533;533;12;2;0.5;267;788;43;3;0.25;133;878;61;4;0.125;67;884;258;NaN
337320;1;1;533;533;5;2;0.5;267;795;13;3;0.25;133;915;20;4;0.125;67;962;95;NaN
338332;1;1;533;533;24;2;0.5;267;776;47;3;0.25;133;862;63;4;0.125;67;866;326;NaN
339344;1;1;533;533;23;2;0.5;267;777;38;3;0.25;133;872;78;4;0.125;67;861;311;NaN
340355;1;1;533;533;15;2;0.5;267;785;31;3;0.25;133;887;37;4;0.125;67;917;221;NaN
341362;1;1;533;533;8;2;0.5;267;792;20;3;0.25;133;905;23;4;0.125;67;949;122;NaN
342373;1;1;533;533;8;2;0.5;267;792;9;3;0.25;133;916;23;4;0.125;67;960;109;NaN
343377;1;1;533;533;13;2;0.5;267;787;35;3;0.25;133;885;42;4;0.125;67;910;185;NaN
344392;1;1;533;533;12;2;0.5;267;788;32;3;0.25;133;889;41;4;0.125;67;915;177;NaN
345398;1;1;533;533;5;2;0.5;267;795;9;3;0.25;133;919;10;4;0.125;67;976;44;NaN
346407;1;1;533;533;26;2;0.5;267;774;65;3;0.25;133;842;109;4;0.125;67;800;582;NaN
347421;1;1;533;533;5;2;0.5;267;795;9;3;0.25;133;919;15;4;0.125;67;971;120;NaN
348434;1;1;533;533;16;2;0.5;267;784;41;3;0.25;133;876;51;4;0.125;67;892;232;NaN
349451;1;1;533;533;10;2;0.5;267;790;15;3;0.25;133;908;28;4;0.125;67;947;132;NaN
350458;1;1;533;533;32;2;0.5;267;768;62;3;0.25;133;839;86;4;0.125;67;820;453;NaN
351472;1;1;533;533;23;2;0.5;267;777;48;3;0.25;133;862;56;4;0.125;67;873;297;NaN
352474;1;1;533;533;10;2;0.5;267;790;17;3;0.25;133;906;12;4;0.125;67;961;119;NaN
353489;1;1;533;533;13;2;0.5;267;787;26;3;0.25;133;894;37;4;0.125;67;924;182;NaN
354497;1;1;533;533;14;2;0.5;267;786;38;3;0.25;133;881;43;4;0.125;67;905;178;NaN
355511;1;1;533;533;6;2;0.5;267;794;19;3;0.25;133;908;24;4;0.125;67;951;114;NaN
356514;1;1;533;533;6;2;0.5;267;794;7;3;0.25;133;920;21;4;0.125;67;966;114;NaN
357527;1;1;533;533;12;2;0.5;267;788;19;3;0.25;133;902;23;4;0.125;67;946;126;NaN
358529;1;1;533;533;9;2;0.5;267;791;22;3;0.25;133;902;23;4;0.125;67;946;118;NaN
359530;1;1;533;533;18;2;0.5;267;782;53;3;0.25;133;862;79;4;0.125;67;850;327;NaN
360529;1;1;533;533;20;2;0.5;267;780;32;3;0.25;133;881;37;4;0.125;67;911;245;NaN
361537;1;1;533;533;16;2;0.5;267;784;26;3;0.25;133;891;39;4;0.125;67;919;180;NaN
362554;1;1;533;533;15;2;0.5;267;785;29;3;0.25;133;889;44;4;0.125;67;912;199;NaN
363561;1;1;533;533;5;2;0.5;267;795;17;3;0.25;133;911;25;4;0.125;67;953;107;NaN
364572;1;1;533;533;11;2;0.5;267;789;22;3;0.25;133;900;41;4;0.125;67;926;186;NaN
365588;1;1;533;533;5;2;0.5;267;795;18;3;0.25;133;910;25;4;0.125;67;952;95;NaN
366599;1;1;533;533;11;2;0.5;267;789;35;3;0.25;133;887;46;4;0.125;67;908;237;NaN
367603;1;1;533;533;7;2;0.5;267;793;11;3;0.25;133;915;16;4;0.125;67;966;100;NaN
368602;1;1;533;533;9;2;0.5;267;791;15;3;0.25;133;909;38;4;0.125;67;938;129;NaN
369620;1;1;533;533;4;2;0.5;267;796;27;3;0.25;133;902;52;4;0.125;67;917;254;NaN
370630;1;1;533;533;24;2;0.5;267;776;12;3;0.25;133;897;47;4;0.125;67;917;252;NaN
371643;1;1;533;533;30;2;0.5;267;770;48;3;0.25;133;855;77;4;0.125;67;845;303;NaN
372651;1;1;533;533;12;2;0.5;267;788;32;3;0.25;133;889;34;4;0.125;67;922;131;NaN
373664;1;1;533;533;6;2;0.5;267;794;7;3;0.25;133;920;35;4;0.125;67;952;180;NaN
374679;1;1;533;533;12;2;0.5;267;788;35;3;0.25;133;886;53;4;0.125;67;900;254;NaN
375690;1;1;533;533;22;2;0.5;267;778;27;3;0.25;133;884;58;4;0.125;67;893;303;NaN
376700;1;1;533;533;20;2;0.5;267;780;32;3;0.25;133;881;19;4;0.125;67;929;136;NaN
377713;1;1;533;533;6;2;0.5;267;794;30;3;0.25;133;897;25;4;0.125;67;939;99;NaN
378725;1;1;533;533;8;2;0.5;267;792;21;3;0.25;133;904;49;4;0.125;67;922;236;NaN
379743;1;1;533;533;6;2;0.5;267;794;18;3;0.25;133;909;21;4;0.125;67;955;99;NaN
380745;1;1;533;533;12;2;0.5;267;788;37;3;0.25;133;884;52;4;0.125;67;899;267;NaN
381757;1;1;533;533;7;2;0.5;267;793;18;3;0.25;133;908;15;4;0.125;67;960;53;NaN
382768;1;1;533;533;34;2;0.5;267;766;72;3;0.25;133;827;101;4;0.125;67;793;411;NaN
383779;1;1;533;533;3;2;0.5;267;797;6;3;0.25;133;924;18;4;0.125;67;973;103;NaN
384778;1;1;533;533;7;2;0.5;267;793;10;3;0.25;133;916;0;4;0.125;67;983;0;NaN
385784;1;1;533;533;24;2;0.5;267;776;31;3;0.25;133;878;69;4;0.125;67;876;291;NaN
386797;1;1;533;533;2;2;0.5;267;798;11;3;0.25;133;920;5;4;0.125;67;982;44;NaN
387808;1;1;533;533;7;2;0.5;267;793;11;3;0.25;133;915;15;4;0.125;67;967;79;NaN
388825;1;1;533;533;5;2;0.5;267;795;10;3;0.25;133;918;22;4;0.125;67;963;94;NaN
389838;1;1;533;533;7;2;0.5;267;793;16;3;0.25;133;910;26;4;0.125;67;951;129;NaN
390851;1;1;533;533;22;2;0.5;267;778;39;3;0.25;133;872;61;4;0.125;67;878;247;NaN
391864;1;1;533;533;15;2;0.5;267;785;37;3;0.25;133;881;57;4;0.125;67;891;235;NaN
392875;1;1;533;533;9;2;0.5;267;791;15;3;0.25;133;909;17;4;0.125;67;959;112;NaN
393891;1;1;533;533;18;2;0.5;267;782;19;3;0.25;133;896;42;4;0.125;67;921;171;NaN
394891;1;1;533;533;17;2;0.5;267;783;45;3;0.25;133;871;68;4;0.125;67;870;322;NaN
395906;1;1;533;533;8;2;0.5;267;792;11;3;0.25;133;914;16;4;0.125;67;965;122;NaN
396918;1;1;533;533;23;2;0.5;267;777;35;3;0.25;133;875;42;4;0.125;67;900;203;NaN
397930;1;1;533;533;11;2;0.5;267;789;10;3;0.25;133;912;26;4;0.125;67;953;84;NaN
398927;1;1;533;533;13;2;0.5;267;787;20;3;0.25;133;900;28;4;0.125;67;939;149;NaN
399943;1;1;533;533;5;2;0.5;267;795;18;3;0.25;133;910;19;4;0.125;67;958;125;NaN
400950;1;1;533;533;14;2;0.5;267;786;26;3;0.25;133;893;35;4;0.125;67;925;164;NaN
401968;1;1;533;533;16;2;0.5;267;784;21;3;0.25;133;896;52;4;0.125;67;911;155;NaN
402978;1;1;533;533;12;2;0.5;267;788;24;3;0.25;133;897;44;4;0.125;67;920;222;NaN
403993;1;1;533;533;11;2;0.5;267;789;18;3;0.25;133;904;34;4;0.125;67;937;113;NaN
404996;1;1;533;533;5;2;0.5;267;795;19;3;0.25;133;909;18;4;0.125;67;958;123;NaN
406012;1;1;533;533;16;2;0.5;267;784;34;3;0.25;133;883;75;4;0.125;67;875;287;NaN
407025;1;1;533;533;5;2;0.5;267;795;5;3;0.25;133;923;12;4;0.125;67;978;55;NaN
408036;1;1;533;533;14;2;0.5;267;786;20;3;0.25;133;899;46;4;0.125;67;920;164;NaN
409048;1;1;533;533;5;2;0.5;267;795;6;3;0.25;133;922;19;4;0.125;67;970;54;NaN
410060;1;1;533;533;23;2;0.5;267;777;34;3;0.25;133;876;57;4;0.125;67;886;262;NaN
411074;1;1;533;533;4;2;0.5;267;796;5;3;0.25;133;924;14;4;0.125;67;977;70;NaN
412077;1;1;533;533;5;2;0.5;267;795;17;3;0.25;133;911;12;4;0.125;67;966;74;NaN
413091;1;1;533;533;13;2;0.5;267;787;18;3;0.25;133;902;28;4;0.125;67;941;122;NaN
414094;1;1;533;533;2;2;0.5;267;798;7;3;0.25;133;924;9;4;0.125;67;982;52;NaN
415094;1;1;533;533;4;2;0.5;267;796;5;3;0.25;133;924;12;4;0.125;67;979;55;NaN
416108;1;1;533;533;17;2;0.5;267;783;35;3;0.25;133;881;48;4;0.125;67;900;196;NaN
417121;1;1;533;533;19;2;0.5;267;781;31;3;0.25;133;883;35;4;0.125;67;915;235;NaN
418134;1;1;533;533;11;2;0.5;267;789;16;3;0.25;133;906;27;4;0.125;67;946;135;NaN
419146;1;1;533;533;8;2;0.5;267;792;26;3;0.25;133;899;47;4;0.125;67;919;218;NaN
420146;1;1;533;533;6;2;0.5;267;794;13;3;0.25;133;914;15;4;0.125;67;966;57;NaN
421151;1;1;533;533;22;2;0.5;267;778;23;3;0.25;133;888;42;4;0.125;67;913;215;NaN
422161;1;1;533;533;22;2;0.5;267;778;42;3;0.25;133;869;47;4;0.125;67;889;261;NaN
423165;1;1;533;533;9;2;0.5;267;791;16;3;0.25;133;908;32;4;0.125;67;943;121;NaN
424163;1;1;533;533;5;2;0.5;267;795;15;3;0.25;133;913;16;4;0.125;67;964;121;NaN
425174;1;1;533;533;11;2;0.5;267;789;30;3;0.25;133;892;46;4;0.125;67;913;223;NaN
426183;1;1;533;533;15;2;0.5;267;785;28;3;0.25;133;890;47;4;0.125;67;910;202;NaN
427200;1;1;533;533;6;2;0.5;267;794;30;3;0.25;133;897;43;4;0.125;67;921;201;NaN
428200;1;1;533;533;11;2;0.5;267;789;19;3;0.25;133;903;39;4;0.125;67;931;134;NaN
429213;1;1;533;533;5;2;0.5;267;795;13;3;0.25;133;915;30;4;0.125;67;952;161;NaN
430227;1;1;533;533;3;2;0.5;267;797;10;3;0.25;133;920;9;4;0.125;67;978;91;NaN
431235;1;1;533;533;13;2;0.5;267;787;42;3;0.25;133;878;52;4;0.125;67;893;185;NaN
432247;1;1;533;533;21;2;0.5;267;779;31;3;0.25;133;881;45;4;0.125;67;903;229;NaN
433262;1;1;533;533;8;2;0.5;267;792;11;3;0.25;133;914;52;4;0.125;67;929;225;NaN
434274;1;1;533;533;5;2;0.5;267;795;5;3;0.25;133;923;20;4;0.125;67;970;124;NaN
435284;1;1;533;533;8;2;0.5;267;792;37;3;0.25;133;888;36;4;0.125;67;919;123;NaN
436297;1;1;533;533;16;2;0.5;267;784;8;3;0.25;133;909;50;4;0.125;67;926;188;NaN
437310;1;1;533;533;9;2;0.5;267;791;18;3;0.25;133;906;54;4;0.125;67;919;196;NaN
438322;1;1;533;533;29;2;0.5;267;771;38;3;0.25;133;866;34;4;0.125;67;899;151;NaN
439329;1;1;533;533;13;2;0.5;267;787;23;3;0.25;133;897;18;4;0.125;67;946;60;NaN
440345;1;1;533;533;12;2;0.5;267;788;21;3;0.25;133;900;33;4;0.125;67;934;179;NaN
441348;1;1;533;533;2;2;0.5;267;798;36;3;0.25;133;895;26;4;0.125;67;936;150;NaN
442354;1;1;533;533;20;2;0.5;267;780;40;3;0.25;133;873;68;4;0.125;67;872;311;NaN
443365;1;1;533;533;14;2;0.5;267;786;6;3;0.25;133;913;61;4;0.125;67;919;302;NaN
444375;1;1;533;533;22;2;0.5;267;778;44;3;0.25;133;867;9;4;0.125;67;925;50;NaN
445389;1;1;533;533;5;2;0.5;267;795;13;3;0.25;133;915;33;4;0.125;67;949;163;NaN
446401;1;1;533;533;4;2;0.5;267;796;11;3;0.25;133;918;35;4;0.125;67;950;155;NaN
447413;1;1;533;533;13;2;0.5;267;787;16;3;0.25;133;904;30;4;0.125;67;941;112;NaN
448422;1;1;533;533;17;2;0.5;267;783;32;3;0.25;133;884;34;4;0.125;67;917;185;NaN
449439;1;1;533;533;8;2;0.5;267;792;34;3;0.25;133;891;30;4;0.125;67;928;142;NaN
450440;1;1;533;533;17;2;0.5;267;783;28;3;0.25;133;888;38;4;0.125;67;917;191;NaN
451447;1;1;533;533;7;2;0.5;267;793;27;3;0.25;133;899;21;4;0.125;67;945;347;NaN
452450;1;1;533;533;15;2;0.5;267;785;39;3;0.25;133;879;47;4;0.125;67;899;0;NaN
453464;1;1;533;533;1;2;0.5;267;799;7;3;0.25;133;925;17;4;0.125;67;975;66;NaN
454476;1;1;533;533;22;2;0.5;267;778;37;3;0.25;133;874;53;4;0.125;67;888;253;NaN
455490;1;1;533;533;15;2;0.5;267;785;35;3;0.25;133;883;49;4;0.125;67;901;218;NaN
456503;1;1;533;533;29;2;0.5;267;771;39;3;0.25;133;865;63;4;0.125;67;869;285;NaN
457514;1;1;533;533;5;2;0.5;267;795;10;3;0.25;133;918;11;4;0.125;67;974;91;NaN
458528;1;1;533;533;13;2;0.5;267;787;31;3;0.25;133;889;49;4;0.125;67;907;204;NaN
459540;1;1;533;533;17;2;0.5;267;783;38;3;0.25;133;878;44;4;0.125;67;901;276;NaN
460541;1;1;533;533;10;2;0.5;267;790;17;3;0.25;133;906;25;4;0.125;67;948;94;NaN
461545;1;1;533;533;21;2;0.5;267;779;30;3;0.25;133;882;46;4;0.125;67;903;261;NaN
462545;1;1;533;533;5;2;0.5;267;795;5;3;0.25;133;923;14;4;0.125;67;976;39;NaN
463553;1;1;533;533;7;2;0.5;267;793;14;3;0.25;133;912;20;4;0.125;67;959;85;NaN
464566;1;1;533;533;17;2;0.5;267;783;26;3;0.25;133;890;33;4;0.125;67;924;197;NaN
465572;1;1;533;533;9;2;0.5;267;791;13;3;0.25;133;911;18;4;0.125;67;960;106;NaN
466585;1;1;533;533;14;2;0.5;267;786;19;3;0.25;133;900;28;4;0.125;67;939;177;NaN
467597;1;1;533;533;8;2;0.5;267;792;7;3;0.25;133;918;19;4;0.125;67;966;55;NaN
468611;1;1;533;533;6;2;0.5;267;794;18;3;0.25;133;909;33;4;0.125;67;943;152;NaN
469622;1;1;533;533;11;2;0.5;267;789;27;3;0.25;133;895;39;4;0.125;67;923;183;NaN
470622;1;1;533;533;7;2;0.5;267;793;7;3;0.25;133;919;20;4;0.125;67;966;89;NaN
471625;1;1;533;533;2;2;0.5;267;798;4;3;0.25;133;927;8;4;0.125;67;986;60;NaN
472624;1;1;533;533;9;2;0.5;267;791;17;3;0.25;133;907;21;4;0.125;67;953;107;NaN
473641;1;1;533;533;4;2;0.5;267;796;10;3;0.25;133;919;8;4;0.125;67;978;69;NaN
474649;1;1;533;533;14;2;0.5;267;786;26;3;0.25;133;893;45;4;0.125;67;915;177;NaN
475664;1;1;533;533;19;2;0.5;267;781;44;3;0.25;133;870;54;4;0.125;67;883;223;NaN
476676;1;1;533;533;17;2;0.5;267;783;23;3;0.25;133;893;56;4;0.125;67;904;181;NaN
477687;1;1;533;533;17;2;0.5;267;783;25;3;0.25;133;891;32;4;0.125;67;926;178;NaN
478680;1;1;533;533;3;2;0.5;267;797;8;3;0.25;133;922;11;4;0.125;67;978;61;NaN
479693;1;1;533;533;12;2;0.5;267;788;22;3;0.25;133;899;50;4;0.125;67;916;200;NaN
480707;1;1;533;533;17;2;0.5;267;783;31;3;0.25;133;885;66;4;0.125;67;886;257;NaN
481707;1;1;533;533;9;2;0.5;267;791;15;3;0.25;133;909;21;4;0.125;67;955;121;NaN
482709;1;1;533;533;4;2;0.5;267;796;23;3;0.25;133;906;30;4;0.125;67;943;123;NaN
483711;1;1;533;533;12;2;0.5;267;788;38;3;0.25;133;883;35;4;0.125;67;915;219;NaN
484732;1;1;533;533;8;2;0.5;267;792;14;3;0.25;133;911;20;4;0.125;67;958;118;NaN
485740;1;1;533;533;5;2;0.5;267;795;14;3;0.25;133;914;16;4;0.125;67;965;69;NaN
486752;1;1;533;533;20;2;0.5;267;780;36;3;0.25;133;877;50;4;0.125;67;894;325;NaN
487765;1;1;533;533;7;2;0.5;267;793;7;3;0.25;133;919;35;4;0.125;67;951;147;NaN
488781;1;1;533;533;33;2;0.5;267;767;81;3;0.25;133;819;115;4;0.125;67;771;500;NaN
489795;1;1;533;533;4;2;0.5;267;796;16;3;0.25;133;913;23;4;0.125;67;957;134;NaN
