Timestamp;  Q1 expired; Q1 remaining; Q2 expired; Q2 remaining; Q3 expired; Q3 remaining; Q4 expired; Q4 remaining; Total expired ; Expired queue
112911;0;0;0;0;0;0;0;0;0;0
113921;0;0;0;0;0;0;0;0;0;0
114936;0;0;0;0;0;0;0;0;0;0
115950;0;0;0;0;0;0;0;0;0;0
116953;0;0;0;0;0;0;0;0;0;0
117955;0;0;0;0;0;0;0;0;0;0
118960;0;0;0;0;0;0;0;0;0;0
119971;0;0;0;0;0;0;0;0;0;0
120977;0;0;0;0;0;0;0;0;0;0
121987;0;0;0;0;0;0;0;0;0;0
122992;0;0;0;0;0;0;0;0;0;0
124001;0;0;0;0;0;0;0;0;0;0
125013;0;0;0;0;0;0;0;0;0;0
126027;0;0;0;0;0;0;0;0;0;0
127035;0;0;0;0;0;0;0;0;0;0
128046;0;0;0;0;0;0;0;0;0;0
129053;0;0;0;0;0;0;0;0;0;0
130062;0;0;0;0;0;0;0;0;0;0
131064;0;0;0;0;0;0;0;0;0;0
132080;0;0;0;0;0;0;0;0;0;0
133091;0;0;0;0;0;0;0;0;0;0
134092;0;0;0;0;0;0;0;0;0;0
135093;0;0;0;0;0;0;0;0;0;0
136105;0;0;0;0;0;0;0;0;0;0
137106;0;0;0;0;0;0;0;0;0;0
138121;0;0;0;0;0;0;0;0;0;0
139132;0;0;0;0;0;0;0;0;0;0
140133;0;0;0;0;0;0;0;0;0;0
141147;0;0;0;0;0;0;0;0;0;0
142158;0;0;0;0;0;0;0;0;0;0
143169;0;0;0;0;0;0;0;0;0;0
144180;0;0;0;0;0;0;0;0;0;0
145190;0;0;0;0;0;0;0;0;0;0
146197;0;0;0;0;0;0;0;0;0;0
147210;0;0;0;0;0;0;0;0;0;0
148211;0;0;0;0;0;0;0;0;0;0
149213;0;0;0;0;0;0;0;0;0;0
150217;0;0;0;0;0;0;0;0;0;0
151230;0;0;0;0;0;0;0;0;0;0
152233;0;0;0;0;0;0;0;0;0;0
153240;0;0;0;0;0;0;0;0;0;0
154250;0;0;0;0;0;0;0;0;0;0
155253;0;0;0;0;0;0;0;0;0;0
156263;0;0;0;0;0;0;0;0;0;0
157272;0;0;0;0;0;0;0;0;0;0
158283;0;0;0;0;0;0;0;0;0;0
159283;0;0;0;0;0;0;0;0;0;0
160286;0;0;0;0;0;0;0;0;0;0
161289;0;0;0;0;0;0;0;0;0;0
162294;0;0;0;0;0;0;0;0;0;0
163310;0;0;0;0;0;0;0;0;0;0
164322;0;0;0;0;0;0;0;0;0;0
165333;0;0;0;0;0;0;0;0;0;0
166346;0;0;0;0;0;0;0;0;0;0
167346;0;0;0;0;0;0;0;0;0;0
168355;0;0;0;0;0;0;0;0;0;0
169370;0;0;0;0;0;0;0;0;0;0
170382;0;0;0;0;0;0;0;0;0;0
171383;0;0;0;0;0;0;0;0;0;0
172395;0;0;0;0;0;0;0;0;0;0
173406;0;0;0;0;0;0;0;0;0;0
174419;0;0;0;0;0;0;0;0;0;0
175433;0;0;0;0;0;0;0;0;0;0
176433;0;0;0;0;0;0;0;0;0;0
177440;0;0;0;0;0;0;0;0;0;0
178448;0;0;0;0;0;0;0;0;0;0
179454;0;0;0;0;0;0;0;0;0;0
180456;0;0;0;0;0;0;0;0;0;0
181465;0;0;0;0;0;0;0;0;0;0
182475;0;0;0;0;0;0;0;0;0;0
183485;0;0;0;0;0;0;0;0;0;0
184496;0;0;0;0;0;0;0;0;0;0
185510;0;0;0;0;0;0;0;0;0;0
186512;0;0;0;0;0;0;0;0;0;0
187520;0;0;0;0;0;0;0;0;0;0
188522;0;0;0;0;0;0;0;0;0;0
189530;0;0;0;0;0;0;0;0;0;0
190542;0;0;0;0;0;0;0;0;0;0
191553;0;0;0;0;0;0;0;0;0;0
192565;0;0;0;0;0;0;0;0;0;0
193576;0;0;0;0;0;0;0;0;0;0
194591;0;0;0;0;0;0;0;0;0;0
195601;0;0;0;0;0;0;0;0;0;0
196614;0;0;0;0;0;0;0;0;0;0
197628;0;0;0;0;0;0;0;0;0;0
198642;0;0;0;0;0;0;0;0;0;0
199655;0;0;0;0;0;0;0;0;0;0
200670;0;0;0;0;0;0;0;0;0;0
201674;0;0;0;0;0;0;0;0;0;0
202675;0;0;0;0;0;0;0;0;0;0
203688;0;0;0;0;0;0;0;0;0;0
204702;0;0;0;0;0;0;0;0;0;0
205702;0;0;0;0;0;0;0;0;0;0
206707;0;0;0;0;0;0;0;0;0;0
207717;0;0;0;0;0;0;0;0;0;0
208719;0;0;0;0;0;0;0;0;0;0
209730;0;0;0;0;0;0;0;0;0;0
210738;0;0;0;0;0;0;0;0;0;0
211738;0;0;0;0;0;0;0;0;0;0
212754;0;0;0;0;0;0;0;0;0;0
213765;0;0;0;0;0;0;0;0;0;0
214780;0;0;0;0;0;0;0;0;0;0
215787;0;0;0;0;0;0;0;0;0;0
216795;0;0;0;0;0;0;0;0;0;0
217808;0;0;0;0;0;0;0;0;0;0
218816;0;0;0;0;0;0;0;0;0;0
219823;0;0;0;0;0;0;0;0;0;0
220830;0;0;0;0;0;0;0;0;0;0
221840;0;0;0;0;0;0;0;0;0;0
222851;0;0;0;0;0;0;0;0;0;0
223866;0;0;0;0;0;0;0;0;0;0
224874;0;0;0;0;0;0;0;0;0;0
225880;0;0;0;0;0;0;0;0;0;0
226883;0;0;0;0;0;0;0;0;0;0
227891;0;0;0;0;0;0;0;0;0;0
228902;0;0;0;0;0;0;0;0;0;0
229916;0;0;0;0;0;0;0;0;0;0
230930;0;0;0;0;0;0;0;0;0;0
231940;0;0;0;0;0;0;0;0;0;0
232951;0;0;0;0;0;0;0;0;0;0
233963;0;0;0;0;0;0;0;0;0;0
234977;0;0;0;0;0;0;0;0;0;0
235981;0;0;0;0;0;0;0;0;0;0
236989;0;0;0;0;0;0;0;0;0;0
237992;0;0;0;0;0;0;0;0;0;0
239006;0;0;0;0;0;0;0;0;0;0
240013;0;0;0;0;0;0;0;0;0;0
241026;0;0;0;0;0;0;0;0;0;0
242034;0;0;0;0;0;0;0;0;0;0
243043;0;0;0;0;0;0;0;0;0;0
244052;0;0;0;0;0;0;0;0;0;0
245061;0;0;0;0;0;0;0;0;0;0
246069;0;0;0;0;0;0;0;0;0;0
247077;0;0;0;0;0;0;0;0;0;0
248086;0;0;0;0;0;0;0;0;0;0
249096;0;0;0;0;0;0;0;0;0;0
250100;0;0;0;0;0;0;0;0;0;0
251106;0;0;0;0;0;0;0;0;0;0
252109;0;0;0;0;0;0;0;0;0;0
253121;0;0;0;0;0;0;0;0;0;0
254126;0;0;0;0;0;0;0;0;0;0
255130;0;0;0;0;0;0;0;0;0;0
256143;0;0;0;0;0;0;0;0;0;0
257157;0;0;0;0;0;0;0;0;0;0
258163;0;0;0;0;0;0;0;0;0;0
259170;0;0;0;0;0;0;0;0;0;0
260180;0;0;0;0;0;0;0;0;0;0
261182;0;0;0;0;0;0;0;0;0;0
262183;0;0;0;0;0;0;0;0;0;0
263188;0;0;0;0;0;0;0;0;0;0
264200;0;0;0;0;0;0;0;0;0;0
265214;0;0;0;0;0;0;0;0;0;0
266230;0;0;0;0;0;0;0;0;0;0
267230;0;0;0;0;0;0;0;0;0;0
268243;0;0;0;0;0;0;0;0;0;0
269255;0;0;0;0;0;0;0;0;0;0
270255;0;0;0;0;0;0;0;0;0;0
271261;0;0;0;0;0;0;0;0;0;0
272265;0;0;0;0;0;0;0;0;0;0
273275;0;0;0;0;0;0;0;0;0;0
274288;0;0;0;0;0;0;0;0;0;0
275294;0;0;0;0;0;0;0;0;0;0
276307;0;0;0;0;0;0;0;0;0;0
277313;0;0;0;0;0;0;0;0;0;0
278323;0;0;0;0;0;0;0;0;0;0
279332;0;0;0;0;0;0;0;0;0;0
280337;0;0;0;0;0;0;0;0;0;0
281346;0;0;0;0;0;0;0;0;0;0
282352;0;0;0;0;0;0;0;0;0;0
283358;0;0;0;0;0;0;0;0;0;0
284366;0;0;0;0;0;0;0;0;0;0
285381;0;0;0;0;0;0;0;0;0;0
286382;0;0;0;0;0;0;0;0;0;0
287386;0;0;0;0;0;0;0;0;0;0
288400;0;0;0;0;0;0;0;0;0;0
289404;0;0;0;0;0;0;0;0;0;0
290414;0;0;0;0;0;0;0;0;0;0
291423;0;0;0;0;0;0;0;0;0;0
292433;0;0;0;0;0;0;0;0;0;0
293436;0;0;0;0;0;0;0;0;0;0
294441;0;0;0;0;0;0;0;0;0;0
295449;0;0;0;0;0;0;0;0;0;0
296454;0;0;0;0;0;0;0;0;0;0
297459;0;0;0;0;0;0;0;0;0;0
298467;0;0;0;0;0;0;0;0;0;0
299471;0;0;0;0;0;0;0;0;0;0
