Timestamp; Pedidos por  Dispatcher; Leidos por Dispatcher; Cola Leida; Quedan Cola P1; Quedan Cola P2; Quedan Cola P3; Quedan Cola P4, Quedan Cola Expirados
3254;577;577;4;0;0;0;0;0
3354;427;34;1;0;84;118;564;0
3356;606;84;2;0;0;118;564;0
3358;629;118;3;0;0;0;564;0
3359;564;564;4;0;0;0;0;0
3463;427;41;1;0;76;121;562;0
3466;599;76;2;0;0;121;562;0
3468;630;121;3;0;0;0;562;0
3469;562;562;4;0;0;0;0;0
3573;427;38;1;0;80;125;557;0
3576;602;80;2;0;0;125;557;0
3578;629;125;3;0;0;0;557;0
3579;557;557;4;0;0;0;0;0
3681;427;54;1;0;73;110;563;0
3683;586;73;2;0;0;110;563;0
3684;620;110;3;0;0;0;563;0
3686;563;563;4;0;0;0;0;0
3790;427;49;1;0;90;101;560;0
3792;591;90;2;0;0;101;560;0
3794;608;101;3;0;0;0;560;0
3795;560;560;4;0;0;0;0;0
3898;427;39;1;0;85;135;541;0
3901;601;85;2;0;0;135;541;0
3903;623;135;3;0;0;0;541;0
3904;541;541;4;0;0;0;0;0
4005;427;42;1;0;66;135;557;0
4006;598;66;2;0;0;135;557;0
4008;639;135;3;0;0;0;557;0
4010;557;557;4;0;0;0;0;0
4114;427;46;1;0;79;119;556;0
4117;594;79;2;0;0;119;556;0
4119;622;119;3;0;0;0;556;0
4121;556;556;4;0;0;0;0;0
4224;427;35;1;0;83;117;565;0
4226;605;83;2;0;0;117;565;0
4228;629;117;3;0;0;0;565;0
4229;565;565;4;0;0;0;0;0
4332;427;45;1;0;94;106;555;0
4333;595;94;2;0;0;106;555;0
4336;608;106;3;0;0;0;555;0
4337;555;555;4;0;0;0;0;0
4442;427;47;1;0;66;114;573;0
4444;593;66;2;0;0;114;573;0
4446;634;114;3;0;0;0;573;0
4448;573;573;4;0;0;0;0;0
4551;427;42;1;0;89;127;542;0
4553;598;89;2;0;0;127;542;0
4554;616;127;3;0;0;0;542;0
4556;542;542;4;0;0;0;0;0
4660;427;33;1;0;83;116;568;0
4662;607;83;2;0;0;116;568;0
4664;631;116;3;0;0;0;568;0
4666;568;568;4;0;0;0;0;0
4770;427;30;1;0;91;132;547;0
4771;610;91;2;0;0;132;547;0
4774;626;132;3;0;0;0;547;0
4775;547;547;4;0;0;0;0;0
4878;427;49;1;0;86;115;550;0
4880;591;86;2;0;0;115;550;0
4882;612;115;3;0;0;0;550;0
4884;550;550;4;0;0;0;0;0
4987;427;41;1;0;93;117;549;0
4991;599;93;2;0;0;117;549;0
4993;613;117;3;0;0;0;549;0
4994;549;549;4;0;0;0;0;0
5097;427;40;1;0;97;108;555;0
5100;600;97;2;0;0;108;555;0
5102;610;108;3;0;0;0;555;0
5103;555;555;4;0;0;0;0;0
5206;427;44;1;0;76;119;561;0
5209;596;76;2;0;0;119;561;0
5211;627;119;3;0;0;0;561;0
5212;561;561;4;0;0;0;0;0
5314;427;38;1;0;72;121;569;0
5316;602;72;2;0;0;121;569;0
5318;637;121;3;0;0;0;569;0
5319;569;569;4;0;0;0;0;0
5425;427;42;1;0;82;126;550;0
5427;598;82;2;0;0;126;550;0
5429;623;126;3;0;0;0;550;0
5431;550;550;4;0;0;0;0;0
5533;427;31;1;0;68;125;576;0
5536;609;68;2;0;0;125;576;0
5538;648;125;3;0;0;0;576;0
5539;576;576;4;0;0;0;0;0
5644;427;33;1;0;81;115;571;0
5646;607;81;2;0;0;115;571;0
5649;633;115;3;0;0;0;571;0
5650;571;571;4;0;0;0;0;0
5755;427;47;1;0;103;123;527;0
5757;593;103;2;0;0;123;527;0
5758;597;123;3;0;0;0;527;0
5759;527;527;4;0;0;0;0;0
5862;427;40;1;0;84;127;549;0
5864;600;84;2;0;0;127;549;0
5866;623;127;3;0;0;0;549;0
5867;549;549;4;0;0;0;0;0
5970;427;50;1;0;73;106;571;0
5973;590;73;2;0;0;106;571;0
5974;624;106;3;0;0;0;571;0
5976;571;571;4;0;0;0;0;0
6079;427;49;1;0;85;118;548;0
6081;591;85;2;0;0;118;548;0
6083;613;118;3;0;0;0;548;0
6084;548;548;4;0;0;0;0;0
6186;427;39;1;0;83;129;549;0
6189;601;83;2;0;0;129;549;0
6190;625;129;3;0;0;0;549;0
6192;549;549;4;0;0;0;0;0
6296;427;44;1;0;77;133;546;0
6297;596;77;2;0;0;133;546;0
6299;626;133;3;0;0;0;546;0
6301;546;546;4;0;0;0;0;0
6405;427;30;1;0;90;120;560;0
6407;610;90;2;0;0;120;560;0
6409;627;120;3;0;0;0;560;0
6411;560;560;4;0;0;0;0;0
6516;427;47;1;0;88;127;538;0
6518;593;88;2;0;0;127;538;0
6520;612;127;3;0;0;0;538;0
6521;538;538;4;0;0;0;0;0
6622;427;36;1;0;94;109;561;0
6625;604;94;2;0;0;109;561;0
6627;617;109;3;0;0;0;561;0
6629;561;561;4;0;0;0;0;0
6732;427;37;1;0;89;107;567;0
6733;603;89;2;0;0;107;567;0
6734;621;107;3;0;0;0;567;0
6736;567;567;4;0;0;0;0;0
6841;427;27;1;0;78;117;578;0
6843;613;78;2;0;0;117;578;0
6846;642;117;3;0;0;0;578;0
6847;578;578;4;0;0;0;0;0
6951;427;38;1;0;88;133;541;0
6953;602;88;2;0;0;133;541;0
6954;621;133;3;0;0;0;541;0
6956;541;541;4;0;0;0;0;0
7058;427;38;1;0;65;119;578;0
7060;602;65;2;0;0;119;578;0
7062;644;119;3;0;0;0;578;0
7063;578;578;4;0;0;0;0;0
7166;427;29;1;0;91;141;539;0
7168;611;91;2;0;0;141;539;0
7170;627;141;3;0;0;0;539;0
7172;539;539;4;0;0;0;0;0
7276;427;34;1;0;90;120;556;0
7278;606;90;2;0;0;120;556;0
7280;623;120;3;0;0;0;556;0
7281;556;556;4;0;0;0;0;0
7383;427;42;1;0;69;109;580;0
7385;598;69;2;0;0;109;580;0
7388;636;109;3;0;0;0;580;0
7390;580;580;4;0;0;0;0;0
7494;427;32;1;0;89;133;546;0
7496;608;89;2;0;0;133;546;0
7498;626;133;3;0;0;0;546;0
7499;546;546;4;0;0;0;0;0
7604;427;41;1;0;70;123;566;0
7606;599;70;2;0;0;123;566;0
7608;636;123;3;0;0;0;566;0
7610;566;566;4;0;0;0;0;0
7713;427;30;1;0;79;123;568;0
7715;610;79;2;0;0;123;568;0
7718;638;123;3;0;0;0;568;0
7719;568;568;4;0;0;0;0;0
7821;427;39;1;0;81;123;557;0
7823;601;81;2;0;0;123;557;0
7827;627;123;3;0;0;0;557;0
7829;557;557;4;0;0;0;0;0
7930;427;44;1;0;80;105;571;0
7932;596;80;2;0;0;105;571;0
7934;623;105;3;0;0;0;571;0
7935;571;571;4;0;0;0;0;0
8036;427;37;1;0;82;100;581;0
8037;603;82;2;0;0;100;581;0
8039;628;100;3;0;0;0;581;0
8041;581;581;4;0;0;0;0;0
8143;427;54;1;0;91;108;547;0
8146;586;91;2;0;0;108;547;0
8149;602;108;3;0;0;0;547;0
8151;547;547;4;0;0;0;0;0
8253;427;34;1;0;87;115;564;0
8255;606;87;2;0;0;115;564;0
8256;626;115;3;0;0;0;564;0
8259;564;564;4;0;0;0;0;0
8362;427;40;1;0;91;123;546;0
8364;600;91;2;0;0;123;546;0
8367;616;123;3;0;0;0;546;0
8369;546;546;4;0;0;0;0;0
8472;427;36;1;0;78;109;577;0
8474;604;78;2;0;0;109;577;0
8477;633;109;3;0;0;0;577;0
8479;577;577;4;0;0;0;0;0
8582;427;43;1;0;78;115;564;0
8585;597;78;2;0;0;115;564;0
8587;626;115;3;0;0;0;564;0
8588;564;564;4;0;0;0;0;0
8687;427;37;1;0;85;115;563;0
8688;603;85;2;0;0;115;563;0
8690;625;115;3;0;0;0;563;0
8691;563;563;4;0;0;0;0;0
8797;427;37;1;0;80;124;559;0
8800;603;80;2;0;0;124;559;0
8802;630;124;3;0;0;0;559;0
8804;559;559;4;0;0;0;0;0
8905;427;42;1;0;69;119;570;0
8907;598;69;2;0;0;119;570;0
8909;636;119;3;0;0;0;570;0
8910;570;570;4;0;0;0;0;0
9014;427;33;1;0;76;98;593;0
9016;607;76;2;0;0;98;593;0
9018;638;98;3;0;0;0;593;0
9019;593;593;4;0;0;0;0;0
9122;427;38;1;0;85;122;555;0
9123;602;85;2;0;0;122;555;0
9125;624;122;3;0;0;0;555;0
9126;555;555;4;0;0;0;0;0
9233;427;43;1;0;78;143;536;0
9235;597;78;2;0;0;143;536;0
9236;626;143;3;0;0;0;536;0
9238;536;536;4;0;0;0;0;0
9341;427;37;1;0;92;131;540;0
9343;603;92;2;0;0;131;540;0
9345;618;131;3;0;0;0;540;0
9348;540;540;4;0;0;0;0;0
9449;427;49;1;0;93;116;542;0
9452;591;93;2;0;0;116;542;0
9453;605;116;3;0;0;0;542;0
9455;542;542;4;0;0;0;0;0
9560;427;41;1;0;75;109;575;0
9562;599;75;2;0;0;109;575;0
9565;631;109;3;0;0;0;575;0
9566;575;575;4;0;0;0;0;0
9669;427;34;1;0;98;115;553;0
9670;606;98;2;0;0;115;553;0
9672;615;115;3;0;0;0;553;0
9674;553;553;4;0;0;0;0;0
9778;427;44;1;0;74;118;564;0
9781;596;74;2;0;0;118;564;0
9783;629;118;3;0;0;0;564;0
9786;564;564;4;0;0;0;0;0
9887;427;38;1;0;76;123;563;0
9889;602;76;2;0;0;123;563;0
9892;633;123;3;0;0;0;563;0
9894;563;563;4;0;0;0;0;0
9997;427;34;1;0;66;126;574;0
9999;606;66;2;0;0;126;574;0
10000;647;126;3;0;0;0;574;0
10002;574;574;4;0;0;0;0;0
10105;427;40;1;0;76;124;560;0
10106;600;76;2;0;0;124;560;0
10107;631;124;3;0;0;0;560;0
10109;560;560;4;0;0;0;0;0
10214;427;43;1;0;73;132;552;0
10216;597;73;2;0;0;132;552;0
10218;631;132;3;0;0;0;552;0
10220;552;552;4;0;0;0;0;0
10322;427;30;1;0;89;143;538;0
10324;610;89;2;0;0;143;538;0
10327;538;538;4;0;0;0;0;0
10325;628;143;3;0;0;0;538;0
10431;427;33;1;0;78;123;566;0
10434;607;78;2;0;0;123;566;0
10436;636;123;3;0;0;0;566;0
10438;566;566;4;0;0;0;0;0
10538;427;40;1;0;82;122;556;0
10541;600;82;2;0;0;122;556;0
10542;625;122;3;0;0;0;556;0
10544;556;556;4;0;0;0;0;0
10646;427;39;1;0;76;122;563;0
10648;601;76;2;0;0;122;563;0
10650;632;122;3;0;0;0;563;0
10651;563;563;4;0;0;0;0;0
10755;427;42;1;0;90;121;547;0
10756;598;90;2;0;0;121;547;0
10757;615;121;3;0;0;0;547;0
10759;547;547;4;0;0;0;0;0
10864;427;49;1;0;73;113;565;0
10867;591;73;2;0;0;113;565;0
10869;625;113;3;0;0;0;565;0
10870;565;565;4;0;0;0;0;0
10973;427;53;1;0;103;130;514;0
10976;587;103;2;0;0;130;514;0
10978;591;130;3;0;0;0;514;0
10980;514;514;4;0;0;0;0;0
11083;427;41;1;0;71;124;564;0
11085;599;71;2;0;0;124;564;0
11086;635;124;3;0;0;0;564;0
11087;564;564;4;0;0;0;0;0
11194;427;35;1;0;91;105;569;0
11195;605;91;2;0;0;105;569;0
11197;621;105;3;0;0;0;569;0
11198;569;569;4;0;0;0;0;0
11302;427;38;1;0;75;117;570;0
11304;602;75;2;0;0;117;570;0
11306;634;117;3;0;0;0;570;0
11307;570;570;4;0;0;0;0;0
11412;427;48;1;0;71;108;573;0
11414;592;71;2;0;0;108;573;0
11417;628;108;3;0;0;0;573;0
11418;573;573;4;0;0;0;0;0
11519;427;39;1;0;71;130;560;0
11521;601;71;2;0;0;130;560;0
11522;637;130;3;0;0;0;560;0
11524;560;560;4;0;0;0;0;0
11629;427;41;1;0;77;128;554;0
11631;599;77;2;0;0;128;554;0
11633;629;128;3;0;0;0;554;0
11636;554;554;4;0;0;0;0;0
11738;427;32;1;0;98;119;551;0
11740;608;98;2;0;0;119;551;0
11742;617;119;3;0;0;0;551;0
11743;551;551;4;0;0;0;0;0
11848;427;33;1;0;78;117;572;0
11851;607;78;2;0;0;117;572;0
11853;636;117;3;0;0;0;572;0
11855;572;572;4;0;0;0;0;0
11955;427;48;1;0;61;132;559;0
11957;592;61;2;0;0;132;559;0
11958;638;132;3;0;0;0;559;0
11959;559;559;4;0;0;0;0;0
12062;427;49;1;0;74;130;547;0
12064;591;74;2;0;0;130;547;0
12066;624;130;3;0;0;0;547;0
12068;547;547;4;0;0;0;0;0
12169;427;41;1;0;82;118;559;0
12171;599;82;2;0;0;118;559;0
12173;624;118;3;0;0;0;559;0
12175;559;559;4;0;0;0;0;0
12279;427;35;1;0;105;112;548;0
12282;605;105;2;0;0;112;548;0
12284;607;112;3;0;0;0;548;0
12287;548;548;4;0;0;0;0;0
12387;427;36;1;0;93;119;552;0
12388;604;93;2;0;0;119;552;0
12390;618;119;3;0;0;0;552;0
12391;552;552;4;0;0;0;0;0
12494;427;39;1;0;82;118;561;0
12496;601;82;2;0;0;118;561;0
12498;626;118;3;0;0;0;561;0
12499;561;561;4;0;0;0;0;0
12604;427;52;1;0;66;120;562;0
12607;588;66;2;0;0;120;562;0
12609;629;120;3;0;0;0;562;0
12611;562;562;4;0;0;0;0;0
12712;427;31;1;0;76;118;575;0
12715;609;76;2;0;0;118;575;0
12717;640;118;3;0;0;0;575;0
12719;575;575;4;0;0;0;0;0
12822;427;49;1;0;80;123;548;0
12824;591;80;2;0;0;123;548;0
12826;618;123;3;0;0;0;548;0
12828;548;548;4;0;0;0;0;0
12931;427;43;1;0;93;132;532;0
12933;597;93;2;0;0;132;532;0
12934;611;132;3;0;0;0;532;0
12936;532;532;4;0;0;0;0;0
13040;427;38;1;0;72;112;578;0
13042;602;72;2;0;0;112;578;0
13044;637;112;3;0;0;0;578;0
13045;578;578;4;0;0;0;0;0
13148;427;33;1;0;92;108;567;0
13149;607;92;2;0;0;108;567;0
13151;622;108;3;0;0;0;567;0
13153;567;567;4;0;0;0;0;0
13256;427;40;1;0;70;121;569;0
13258;600;70;2;0;0;121;569;0
13260;637;121;3;0;0;0;569;0
13262;569;569;4;0;0;0;0;0
13363;427;28;1;0;73;129;570;0
13365;612;73;2;0;0;129;570;0
13367;646;129;3;0;0;0;570;0
13369;570;570;4;0;0;0;0;0
13471;427;39;1;0;70;131;560;0
13474;601;70;2;0;0;131;560;0
13477;638;131;3;0;0;0;560;0
13479;560;560;4;0;0;0;0;0
13578;427;51;1;0;76;121;552;0
13580;589;76;2;0;0;121;552;0
13582;620;121;3;0;0;0;552;0
13584;552;552;4;0;0;0;0;0
13686;427;36;1;0;96;124;544;0
13688;604;96;2;0;0;124;544;0
13689;615;124;3;0;0;0;544;0
13690;544;544;4;0;0;0;0;0
13795;427;39;1;0;81;113;567;0
13797;601;81;2;0;0;113;567;0
13798;627;113;3;0;0;0;567;0
13800;567;567;4;0;0;0;0;0
13905;427;45;1;0;76;120;559;0
13906;595;76;2;0;0;120;559;0
13908;626;120;3;0;0;0;559;0
13909;559;559;4;0;0;0;0;0
14015;427;43;1;0;68;118;571;0
14018;597;68;2;0;0;118;571;0
14020;636;118;3;0;0;0;571;0
14022;571;571;4;0;0;0;0;0
14126;427;35;1;0;82;129;554;0
14128;605;82;2;0;0;129;554;0
14130;630;129;3;0;0;0;554;0
14131;554;554;4;0;0;0;0;0
14236;427;34;1;0;85;121;560;0
14237;606;85;2;0;0;121;560;0
14239;628;121;3;0;0;0;560;0
14241;560;560;4;0;0;0;0;0
14344;427;41;1;0;77;113;569;0
14346;599;77;2;0;0;113;569;0
14348;629;113;3;0;0;0;569;0
14349;569;569;4;0;0;0;0;0
14456;427;45;1;0;82;118;555;0
14458;595;82;2;0;0;118;555;0
14460;620;118;3;0;0;0;555;0
14462;555;555;4;0;0;0;0;0
14567;427;41;1;0;77;126;556;0
14568;599;77;2;0;0;126;556;0
14569;629;126;3;0;0;0;556;0
14570;556;556;4;0;0;0;0;0
14677;427;39;1;0;73;124;564;0
14679;601;73;2;0;0;124;564;0
14681;635;124;3;0;0;0;564;0
14682;564;564;4;0;0;0;0;0
14786;427;32;1;0;73;131;564;0
14788;608;73;2;0;0;131;564;0
14791;642;131;3;0;0;0;564;0
14792;564;564;4;0;0;0;0;0
14894;427;43;1;0;78;126;553;0
14896;597;78;2;0;0;126;553;0
14898;626;126;3;0;0;0;553;0
14900;553;553;4;0;0;0;0;0
15004;427;34;1;0;81;111;574;0
15006;606;81;2;0;0;111;574;0
15008;632;111;3;0;0;0;574;0
15010;574;574;4;0;0;0;0;0
15116;427;51;1;0;80;122;547;0
15118;589;80;2;0;0;122;547;0
15119;616;122;3;0;0;0;547;0
15121;547;547;4;0;0;0;0;0
15222;427;42;1;0;66;110;582;0
15225;598;66;2;0;0;110;582;0
15227;639;110;3;0;0;0;582;0
15228;582;582;4;0;0;0;0;0
15332;427;48;1;0;75;119;558;0
15335;592;75;2;0;0;119;558;0
15337;624;119;3;0;0;0;558;0
15338;558;558;4;0;0;0;0;0
15441;427;40;1;0;71;129;560;0
15444;600;71;2;0;0;129;560;0
15446;636;129;3;0;0;0;560;0
15447;560;560;4;0;0;0;0;0
15550;427;30;1;0;78;118;574;0
15552;610;78;2;0;0;118;574;0
15553;639;118;3;0;0;0;574;0
15555;574;574;4;0;0;0;0;0
15659;427;55;1;0;73;113;559;0
15662;585;73;2;0;0;113;559;0
15663;619;113;3;0;0;0;559;0
15665;559;559;4;0;0;0;0;0
15767;427;41;1;0;76;121;562;0
15769;599;76;2;0;0;121;562;0
15771;630;121;3;0;0;0;562;0
15773;562;562;4;0;0;0;0;0
15877;427;31;1;0;71;132;566;0
15878;609;71;2;0;0;132;566;0
15880;645;132;3;0;0;0;566;0
15882;566;566;4;0;0;0;0;0
15985;427;43;1;0;85;114;558;0
15988;597;85;2;0;0;114;558;0
15989;619;114;3;0;0;0;558;0
15991;558;558;4;0;0;0;0;0
16095;427;41;1;0;96;99;564;0
16098;599;96;2;0;0;99;564;0
16100;610;99;3;0;0;0;564;0
16101;564;564;4;0;0;0;0;0
16201;427;38;1;0;83;114;565;0
16203;602;83;2;0;0;114;565;0
16205;626;114;3;0;0;0;565;0
16207;565;565;4;0;0;0;0;0
16310;427;36;1;0;74;124;566;0
16313;604;74;2;0;0;124;566;0
16315;637;124;3;0;0;0;566;0
16316;566;566;4;0;0;0;0;0
16419;427;38;1;0;83;136;543;0
16420;602;83;2;0;0;136;543;0
16422;626;136;3;0;0;0;543;0
16423;543;543;4;0;0;0;0;0
16528;427;26;1;0;74;132;568;0
16530;614;74;2;0;0;132;568;0
16531;647;132;3;0;0;0;568;0
16532;568;568;4;0;0;0;0;0
16638;427;37;1;0;83;122;558;0
16640;603;83;2;0;0;122;558;0
16643;627;122;3;0;0;0;558;0
16645;558;558;4;0;0;0;0;0
16747;427;40;1;0;56;120;584;0
16749;600;56;2;0;0;120;584;0
16751;651;120;3;0;0;0;584;0
16753;584;584;4;0;0;0;0;0
16858;427;39;1;0;80;126;555;0
16860;601;80;2;0;0;126;555;0
16863;628;126;3;0;0;0;555;0
16865;555;555;4;0;0;0;0;0
16967;427;38;1;0;87;125;550;0
16969;602;87;2;0;0;125;550;0
16971;622;125;3;0;0;0;550;0
16972;550;550;4;0;0;0;0;0
17077;427;48;1;0;75;133;544;0
17079;592;75;2;0;0;133;544;0
17080;624;133;3;0;0;0;544;0
17082;544;544;4;0;0;0;0;0
17186;427;47;1;0;83;125;545;0
17188;593;83;2;0;0;125;545;0
17190;617;125;3;0;0;0;545;0
17192;545;545;4;0;0;0;0;0
17293;427;33;1;0;68;132;567;0
17295;607;68;2;0;0;132;567;0
17296;646;132;3;0;0;0;567;0
17298;567;567;4;0;0;0;0;0
17402;427;39;1;0;75;130;556;0
17404;601;75;2;0;0;130;556;0
17406;633;130;3;0;0;0;556;0
17407;556;556;4;0;0;0;0;0
17511;427;28;1;0;86;118;568;0
17513;612;86;2;0;0;118;568;0
17515;633;118;3;0;0;0;568;0
17517;568;568;4;0;0;0;0;0
17618;427;38;1;0;66;118;578;0
17621;602;66;2;0;0;118;578;0
17623;643;118;3;0;0;0;578;0
17625;578;578;4;0;0;0;0;0
17725;427;47;1;0;85;126;542;0
17727;593;85;2;0;0;126;542;0
17728;615;126;3;0;0;0;542;0
17729;542;542;4;0;0;0;0;0
17834;427;39;1;0;89;112;560;0
17836;601;89;2;0;0;112;560;0
17838;619;112;3;0;0;0;560;0
17840;560;560;4;0;0;0;0;0
17941;427;31;1;0;60;122;587;0
17944;609;60;2;0;0;122;587;0
17946;656;122;3;0;0;0;587;0
17948;587;587;4;0;0;0;0;0
18050;427;42;1;0;83;124;551;0
18053;598;83;2;0;0;124;551;0
18055;622;124;3;0;0;0;551;0
18057;551;551;4;0;0;0;0;0
18160;427;34;1;0;75;119;572;0
18162;606;75;2;0;0;119;572;0
18164;638;119;3;0;0;0;572;0
18166;572;572;4;0;0;0;0;0
18269;427;31;1;0;72;131;566;0
18270;609;72;2;0;0;131;566;0
18272;644;131;3;0;0;0;566;0
18274;566;566;4;0;0;0;0;0
18377;427;40;1;0;80;119;561;0
18379;600;80;2;0;0;119;561;0
18380;627;119;3;0;0;0;561;0
18382;561;561;4;0;0;0;0;0
18487;427;35;1;0;81;116;568;0
18489;605;81;2;0;0;116;568;0
18490;631;116;3;0;0;0;568;0
18492;568;568;4;0;0;0;0;0
18597;427;43;1;0;74;99;584;0
18599;597;74;2;0;0;99;584;0
18601;630;99;3;0;0;0;584;0
18602;584;584;4;0;0;0;0;0
18708;427;51;1;0;72;128;549;0
18711;589;72;2;0;0;128;549;0
18712;624;128;3;0;0;0;549;0
18715;549;549;4;0;0;0;0;0
18818;427;46;1;0;78;108;568;0
18820;594;78;2;0;0;108;568;0
18823;568;568;4;0;0;0;0;0
18822;623;108;3;0;0;0;568;0
18927;427;29;1;0;91;120;560;0
18929;611;91;2;0;0;120;560;0
18931;627;120;3;0;0;0;560;0
18933;560;560;4;0;0;0;0;0
19034;427;42;1;0;68;120;570;0
19036;598;68;2;0;0;120;570;0
19038;637;120;3;0;0;0;570;0
19040;570;570;4;0;0;0;0;0
19141;427;40;1;0;75;119;566;0
19143;600;75;2;0;0;119;566;0
19144;632;119;3;0;0;0;566;0
19146;566;566;4;0;0;0;0;0
19250;427;36;1;0;85;121;558;0
19252;604;85;2;0;0;121;558;0
19253;626;121;3;0;0;0;558;0
