Timestamp; Pedidos por  Dispatcher; Leidos por Dispatcher; Cola Leida; Quedan Cola P1; Quedan Cola P2; Quedan Cola P3; Quedan Cola P4, Quedan Cola Expirados
19255;558;558;4;0;0;0;0;0
19361;427;42;1;0;79;108;571;0
19363;598;79;2;0;0;108;571;0
19365;626;108;3;0;0;0;571;0
19367;571;571;4;0;0;0;0;0
19471;427;28;1;0;84;125;563;0
19473;612;84;2;0;0;125;563;0
19475;635;125;3;0;0;0;563;0
19478;563;563;4;0;0;0;0;0
19580;427;45;1;0;77;131;547;0
19582;595;77;2;0;0;131;547;0
19584;625;131;3;0;0;0;547;0
19586;547;547;4;0;0;0;0;0
19689;427;42;1;0;81;125;552;0
19690;598;81;2;0;0;125;552;0
19692;624;125;3;0;0;0;552;0
19693;552;552;4;0;0;0;0;0
19798;427;32;1;0;79;108;581;0
19799;608;79;2;0;0;108;581;0
19802;636;108;3;0;0;0;581;0
19803;581;581;4;0;0;0;0;0
19906;427;30;1;0;75;126;569;0
19908;610;75;2;0;0;126;569;0
19910;642;126;3;0;0;0;569;0
19913;569;569;4;0;0;0;0;0
20015;427;48;1;0;78;115;559;0
20017;592;78;2;0;0;115;559;0
20018;621;115;3;0;0;0;559;0
20020;559;559;4;0;0;0;0;0
20125;427;38;1;0;89;128;545;0
20127;602;89;2;0;0;128;545;0
20130;620;128;3;0;0;0;545;0
20132;545;545;4;0;0;0;0;0
20233;427;40;1;0;89;115;556;0
20235;600;89;2;0;0;115;556;0
20237;618;115;3;0;0;0;556;0
20238;556;556;4;0;0;0;0;0
20343;427;47;1;0;96;122;535;0
20345;593;96;2;0;0;122;535;0
20346;604;122;3;0;0;0;535;0
20348;535;535;4;0;0;0;0;0
20453;427;30;1;0;77;123;570;0
20455;610;77;2;0;0;123;570;0
20457;640;123;3;0;0;0;570;0
20459;570;570;4;0;0;0;0;0
20562;427;31;1;0;71;109;589;0
20564;609;71;2;0;0;109;589;0
20566;645;109;3;0;0;0;589;0
20568;589;589;4;0;0;0;0;0
20670;427;37;1;0;76;120;567;0
20672;603;76;2;0;0;120;567;0
20674;634;120;3;0;0;0;567;0
20676;567;567;4;0;0;0;0;0
20779;427;39;1;0;60;103;598;0
20781;601;60;2;0;0;103;598;0
20784;648;103;3;0;0;0;598;0
20786;598;598;4;0;0;0;0;0
20889;427;51;1;0;76;111;562;0
20891;589;76;2;0;0;111;562;0
20893;620;111;3;0;0;0;562;0
20895;562;562;4;0;0;0;0;0
21000;427;33;1;0;82;115;570;0
21004;632;115;3;0;0;0;570;0
21002;607;82;2;0;0;115;570;0
21006;570;570;4;0;0;0;0;0
21109;427;38;1;0;63;119;580;0
21111;602;63;2;0;0;119;580;0
21113;646;119;3;0;0;0;580;0
21115;580;580;4;0;0;0;0;0
21217;427;38;1;0;76;147;539;0
21219;602;76;2;0;0;147;539;0
21221;633;147;3;0;0;0;539;0
21223;539;539;4;0;0;0;0;0
21329;427;46;1;0;91;127;536;0
21331;594;91;2;0;0;127;536;0
21334;610;127;3;0;0;0;536;0
21335;536;536;4;0;0;0;0;0
21438;427;38;1;0;69;129;564;0
21440;602;69;2;0;0;129;564;0
21441;640;129;3;0;0;0;564;0
21443;564;564;4;0;0;0;0;0
21547;427;45;1;0;80;117;558;0
21548;595;80;2;0;0;117;558;0
21549;622;117;3;0;0;0;558;0
21552;558;558;4;0;0;0;0;0
21657;427;45;1;0;81;117;557;0
21659;595;81;2;0;0;117;557;0
21661;621;117;3;0;0;0;557;0
21663;557;557;4;0;0;0;0;0
21768;427;25;1;0;87;112;576;0
21770;615;87;2;0;0;112;576;0
21772;635;112;3;0;0;0;576;0
21774;576;576;4;0;0;0;0;0
21880;427;53;1;0;80;128;539;0
21882;587;80;2;0;0;128;539;0
21884;614;128;3;0;0;0;539;0
21886;539;539;4;0;0;0;0;0
21991;427;44;1;0;92;118;546;0
21993;596;92;2;0;0;118;546;0
21995;611;118;3;0;0;0;546;0
21997;546;546;4;0;0;0;0;0
22099;427;52;1;0;90;104;554;0
22101;588;90;2;0;0;104;554;0
22102;605;104;3;0;0;0;554;0
22103;554;554;4;0;0;0;0;0
22209;427;40;1;0;91;121;548;0
22212;600;91;2;0;0;121;548;0
22213;616;121;3;0;0;0;548;0
22216;548;548;4;0;0;0;0;0
22318;427;37;1;0;83;128;552;0
22321;603;83;2;0;0;128;552;0
22323;627;128;3;0;0;0;552;0
22324;552;552;4;0;0;0;0;0
22429;427;32;1;0;68;113;587;0
22430;608;68;2;0;0;113;587;0
22432;647;113;3;0;0;0;587;0
22433;587;587;4;0;0;0;0;0
22539;427;49;1;0;69;129;553;0
22540;591;69;2;0;0;129;553;0
22543;553;553;4;0;0;0;0;0
22542;629;129;3;0;0;0;553;0
22649;427;41;1;0;87;115;557;0
22651;599;87;2;0;0;115;557;0
22653;619;115;3;0;0;0;557;0
22655;557;557;4;0;0;0;0;0
22757;427;37;1;0;90;113;560;0
22760;603;90;2;0;0;113;560;0
22761;620;113;3;0;0;0;560;0
22763;560;560;4;0;0;0;0;0
22864;427;26;1;0;81;123;570;0
22867;614;81;2;0;0;123;570;0
22869;640;123;3;0;0;0;570;0
22871;570;570;4;0;0;0;0;0
22973;427;39;1;0;82;123;556;0
22975;601;82;2;0;0;123;556;0
22977;626;123;3;0;0;0;556;0
22978;556;556;4;0;0;0;0;0
23082;427;44;1;0;79;109;568;0
23084;596;79;2;0;0;109;568;0
23085;624;109;3;0;0;0;568;0
23087;568;568;4;0;0;0;0;0
23190;427;44;1;0;74;141;541;0
23192;596;74;2;0;0;141;541;0
23194;629;141;3;0;0;0;541;0
23196;541;541;4;0;0;0;0;0
23299;427;42;1;0;89;109;560;0
23301;598;89;2;0;0;109;560;0
23303;616;109;3;0;0;0;560;0
23305;560;560;4;0;0;0;0;0
23408;427;42;1;0;93;124;541;0
23411;598;93;2;0;0;124;541;0
23413;612;124;3;0;0;0;541;0
23415;541;541;4;0;0;0;0;0
23520;427;37;1;0;96;127;540;0
23523;603;96;2;0;0;127;540;0
23525;614;127;3;0;0;0;540;0
23527;540;540;4;0;0;0;0;0
23630;427;38;1;0;79;121;562;0
23633;602;79;2;0;0;121;562;0
23635;630;121;3;0;0;0;562;0
23637;562;562;4;0;0;0;0;0
23739;427;40;1;0;56;107;597;0
23740;600;56;2;0;0;107;597;0
23742;651;107;3;0;0;0;597;0
23743;597;597;4;0;0;0;0;0
23847;427;41;1;0;81;128;550;0
23849;599;81;2;0;0;128;550;0
23850;625;128;3;0;0;0;550;0
23852;550;550;4;0;0;0;0;0
23958;427;38;1;0;64;123;575;0
23960;602;64;2;0;0;123;575;0
23962;645;123;3;0;0;0;575;0
23963;575;575;4;0;0;0;0;0
24063;427;43;1;0;76;122;559;0
24066;597;76;2;0;0;122;559;0
24067;628;122;3;0;0;0;559;0
24069;559;559;4;0;0;0;0;0
24174;427;39;1;0;84;133;544;0
24176;601;84;2;0;0;133;544;0
24177;624;133;3;0;0;0;544;0
24178;544;544;4;0;0;0;0;0
24281;427;37;1;0;72;116;575;0
24282;603;72;2;0;0;116;575;0
24284;638;116;3;0;0;0;575;0
24286;575;575;4;0;0;0;0;0
24392;427;44;1;0;83;114;559;0
24393;596;83;2;0;0;114;559;0
24394;620;114;3;0;0;0;559;0
24396;559;559;4;0;0;0;0;0
24499;427;33;1;0;78;119;570;0
24501;607;78;2;0;0;119;570;0
24503;636;119;3;0;0;0;570;0
24504;570;570;4;0;0;0;0;0
24608;427;38;1;0;74;133;555;0
24609;602;74;2;0;0;133;555;0
24611;635;133;3;0;0;0;555;0
24613;555;555;4;0;0;0;0;0
24715;427;35;1;0;87;116;562;0
24718;605;87;2;0;0;116;562;0
24720;625;116;3;0;0;0;562;0
24722;562;562;4;0;0;0;0;0
24824;427;47;1;0;89;105;559;0
24826;593;89;2;0;0;105;559;0
24828;611;105;3;0;0;0;559;0
24829;559;559;4;0;0;0;0;0
24935;427;40;1;0;79;116;565;0
24936;600;79;2;0;0;116;565;0
24938;628;116;3;0;0;0;565;0
24939;565;565;4;0;0;0;0;0
25044;427;40;1;0;69;119;572;0
25046;600;69;2;0;0;119;572;0
25047;638;119;3;0;0;0;572;0
25049;572;572;4;0;0;0;0;0
25152;427;40;1;0;73;119;568;0
25154;600;73;2;0;0;119;568;0
25157;634;119;3;0;0;0;568;0
25158;568;568;4;0;0;0;0;0
25260;427;47;1;0;68;119;566;0
25261;593;68;2;0;0;119;566;0
25264;566;566;4;0;0;0;0;0
25262;632;119;3;0;0;0;566;0
25370;427;43;1;0;82;112;563;0
25372;597;82;2;0;0;112;563;0
25374;622;112;3;0;0;0;563;0
25375;563;563;4;0;0;0;0;0
25478;427;47;1;0;74;115;564;0
25481;593;74;2;0;0;115;564;0
25483;626;115;3;0;0;0;564;0
25485;564;564;4;0;0;0;0;0
25590;427;49;1;0;75;125;551;0
25593;591;75;2;0;0;125;551;0
25595;623;125;3;0;0;0;551;0
25597;551;551;4;0;0;0;0;0
25700;427;37;1;0;84;123;556;0
25701;603;84;2;0;0;123;556;0
25703;626;123;3;0;0;0;556;0
25707;556;556;4;0;0;0;0;0
25809;427;39;1;0;87;116;558;0
25811;601;87;2;0;0;116;558;0
25813;621;116;3;0;0;0;558;0
25814;558;558;4;0;0;0;0;0
25921;427;43;1;0;78;131;548;0
25923;597;78;2;0;0;131;548;0
25924;626;131;3;0;0;0;548;0
25926;548;548;4;0;0;0;0;0
26031;427;42;1;0;69;131;558;0
26033;598;69;2;0;0;131;558;0
26035;636;131;3;0;0;0;558;0
26037;558;558;4;0;0;0;0;0
26139;427;47;1;0;79;106;568;0
26142;593;79;2;0;0;106;568;0
26144;621;106;3;0;0;0;568;0
26146;568;568;4;0;0;0;0;0
26250;427;41;1;0;70;103;586;0
26252;599;70;2;0;0;103;586;0
26254;636;103;3;0;0;0;586;0
26255;586;586;4;0;0;0;0;0
26360;427;43;1;0;84;122;551;0
26363;597;84;2;0;0;122;551;0
26365;620;122;3;0;0;0;551;0
26367;551;551;4;0;0;0;0;0
26468;427;44;1;0;77;116;563;0
26469;596;77;2;0;0;116;563;0
26471;626;116;3;0;0;0;563;0
26472;563;563;4;0;0;0;0;0
26578;427;49;1;0;81;131;539;0
26581;591;81;2;0;0;131;539;0
26584;617;131;3;0;0;0;539;0
26585;539;539;4;0;0;0;0;0
26690;427;43;1;0;89;98;570;0
26692;597;89;2;0;0;98;570;0
26693;615;98;3;0;0;0;570;0
26695;570;570;4;0;0;0;0;0
26799;427;30;1;0;68;119;583;0
26801;610;68;2;0;0;119;583;0
26803;649;119;3;0;0;0;583;0
26804;583;583;4;0;0;0;0;0
26909;427;35;1;0;90;115;560;0
26911;605;90;2;0;0;115;560;0
26912;622;115;3;0;0;0;560;0
26913;560;560;4;0;0;0;0;0
27021;427;49;1;0;73;113;565;0
27023;591;73;2;0;0;113;565;0
27025;625;113;3;0;0;0;565;0
27027;565;565;4;0;0;0;0;0
27130;427;47;1;0;91;115;547;0
27132;593;91;2;0;0;115;547;0
27133;609;115;3;0;0;0;547;0
27135;547;547;4;0;0;0;0;0
27238;427;42;1;0;84;114;560;0
27240;598;84;2;0;0;114;560;0
27242;621;114;3;0;0;0;560;0
27243;560;560;4;0;0;0;0;0
27349;427;40;1;0;91;117;552;0
27351;600;91;2;0;0;117;552;0
27353;616;117;3;0;0;0;552;0
27354;552;552;4;0;0;0;0;0
27458;427;29;1;0;72;115;584;0
27460;611;72;2;0;0;115;584;0
27463;584;584;4;0;0;0;0;0
27462;646;115;3;0;0;0;584;0
27566;427;43;1;0;90;129;538;0
27568;597;90;2;0;0;129;538;0
27570;614;129;3;0;0;0;538;0
27572;538;538;4;0;0;0;0;0
27677;427;43;1;0;90;121;546;0
27679;597;90;2;0;0;121;546;0
27683;614;121;3;0;0;0;546;0
27685;546;546;4;0;0;0;0;0
27786;427;49;1;0;74;124;553;0
27788;591;74;2;0;0;124;553;0
27790;624;124;3;0;0;0;553;0
27792;553;553;4;0;0;0;0;0
27894;427;43;1;0;74;120;563;0
27896;597;74;2;0;0;120;563;0
27898;630;120;3;0;0;0;563;0
27900;563;563;4;0;0;0;0;0
28004;427;49;1;0;83;107;561;0
28005;591;83;2;0;0;107;561;0
28006;615;107;3;0;0;0;561;0
28008;561;561;4;0;0;0;0;0
28111;427;42;1;0;66;135;557;0
28113;598;66;2;0;0;135;557;0
28115;639;135;3;0;0;0;557;0
28117;557;557;4;0;0;0;0;0
28220;427;36;1;0;82;106;576;0
28222;604;82;2;0;0;106;576;0
28224;629;106;3;0;0;0;576;0
28225;576;576;4;0;0;0;0;0
28329;427;39;1;0;79;113;569;0
28330;601;79;2;0;0;113;569;0
28332;629;113;3;0;0;0;569;0
28334;569;569;4;0;0;0;0;0
28441;427;42;1;0;87;108;563;0
28444;598;87;2;0;0;108;563;0
28446;618;108;3;0;0;0;563;0
28448;563;563;4;0;0;0;0;0
28551;427;34;1;0;89;130;547;0
28554;606;89;2;0;0;130;547;0
28556;624;130;3;0;0;0;547;0
28558;547;547;4;0;0;0;0;0
28659;427;45;1;0;79;130;546;0
28662;595;79;2;0;0;130;546;0
28664;623;130;3;0;0;0;546;0
28666;546;546;4;0;0;0;0;0
28769;427;42;1;0;69;121;568;0
28772;598;69;2;0;0;121;568;0
28773;636;121;3;0;0;0;568;0
28776;568;568;4;0;0;0;0;0
28877;427;37;1;0;70;124;569;0
28880;603;70;2;0;0;124;569;0
28882;640;124;3;0;0;0;569;0
28883;569;569;4;0;0;0;0;0
28986;427;33;1;0;79;130;558;0
28988;607;79;2;0;0;130;558;0
28989;635;130;3;0;0;0;558;0
28991;558;558;4;0;0;0;0;0
29095;427;43;1;0;73;105;579;0
29096;597;73;2;0;0;105;579;0
29098;631;105;3;0;0;0;579;0
29099;579;579;4;0;0;0;0;0
29204;427;35;1;0;82;139;544;0
29205;605;82;2;0;0;139;544;0
29206;630;139;3;0;0;0;544;0
29207;544;544;4;0;0;0;0;0
29311;427;49;1;0;83;136;532;0
29314;591;83;2;0;0;136;532;0
29316;615;136;3;0;0;0;532;0
29318;532;532;4;0;0;0;0;0
29422;427;53;1;0;83;113;551;0
29424;587;83;2;0;0;113;551;0
29425;611;113;3;0;0;0;551;0
29427;551;551;4;0;0;0;0;0
29531;427;34;1;0;100;120;546;0
29534;606;100;2;0;0;120;546;0
29535;613;120;3;0;0;0;546;0
29537;546;546;4;0;0;0;0;0
29640;427;36;1;0;94;111;559;0
29643;604;94;2;0;0;111;559;0
29645;617;111;3;0;0;0;559;0
29647;559;559;4;0;0;0;0;0
29749;427;51;1;0;88;120;541;0
29750;589;88;2;0;0;120;541;0
29752;608;120;3;0;0;0;541;0
29753;541;541;4;0;0;0;0;0
29857;427;36;1;0;68;115;581;0
29860;604;68;2;0;0;115;581;0
29861;643;115;3;0;0;0;581;0
29863;581;581;4;0;0;0;0;0
29966;427;32;1;0;86;121;561;0
29968;608;86;2;0;0;121;561;0
29969;629;121;3;0;0;0;561;0
29971;561;561;4;0;0;0;0;0
30075;427;41;1;0;94;142;523;0
30077;599;94;2;0;0;142;523;0
30078;612;142;3;0;0;0;523;0
30079;523;523;4;0;0;0;0;0
30186;427;27;1;0;81;125;567;0
30187;613;81;2;0;0;125;567;0
30190;567;567;4;0;0;0;0;0
30189;639;125;3;0;0;0;567;0
30296;427;55;1;0;69;140;536;0
30298;585;69;2;0;0;140;536;0
30299;623;140;3;0;0;0;536;0
30300;536;536;4;0;0;0;0;0
30406;427;39;1;0;68;127;566;0
30408;601;68;2;0;0;127;566;0
30410;640;127;3;0;0;0;566;0
30412;566;566;4;0;0;0;0;0
30514;427;35;1;0;105;121;539;0
30515;605;105;2;0;0;121;539;0
30517;607;121;3;0;0;0;539;0
30519;539;539;4;0;0;0;0;0
30623;427;33;1;0;86;129;552;0
30625;607;86;2;0;0;129;552;0
30626;628;129;3;0;0;0;552;0
30627;552;552;4;0;0;0;0;0
30733;427;39;1;0;65;128;568;0
30735;601;65;2;0;0;128;568;0
30737;643;128;3;0;0;0;568;0
30739;568;568;4;0;0;0;0;0
30842;427;43;1;0;84;119;554;0
30845;597;84;2;0;0;119;554;0
30846;620;119;3;0;0;0;554;0
30847;554;554;4;0;0;0;0;0
30950;427;44;1;0;84;113;559;0
30952;596;84;2;0;0;113;559;0
30953;619;113;3;0;0;0;559;0
30955;559;559;4;0;0;0;0;0
31059;427;47;1;0;78;118;557;0
31062;593;78;2;0;0;118;557;0
31065;622;118;3;0;0;0;557;0
31066;557;557;4;0;0;0;0;0
31169;427;30;1;0;98;113;559;0
31171;610;98;2;0;0;113;559;0
31172;619;113;3;0;0;0;559;0
31174;559;559;4;0;0;0;0;0
31275;427;44;1;0;75;116;565;0
31277;596;75;2;0;0;116;565;0
31280;628;116;3;0;0;0;565;0
31281;565;565;4;0;0;0;0;0
31386;427;48;1;0;82;118;552;0
31388;592;82;2;0;0;118;552;0
31390;617;118;3;0;0;0;552;0
31392;552;552;4;0;0;0;0;0
31494;427;31;1;0;99;143;527;0
31496;609;99;2;0;0;143;527;0
31498;617;143;3;0;0;0;527;0
31500;527;527;4;0;0;0;0;0
31603;427;37;1;0;90;103;570;0
31605;603;90;2;0;0;103;570;0
31607;620;103;3;0;0;0;570;0
31609;570;570;4;0;0;0;0;0
31710;427;41;1;0;84;130;545;0
31712;599;84;2;0;0;130;545;0
31716;545;545;4;0;0;0;0;0
31715;622;130;3;0;0;0;545;0
31818;427;33;1;0;72;116;579;0
31820;607;72;2;0;0;116;579;0
31822;642;116;3;0;0;0;579;0
31824;579;579;4;0;0;0;0;0
31926;427;42;1;0;78;111;569;0
31928;598;78;2;0;0;111;569;0
31929;627;111;3;0;0;0;569;0
31930;569;569;4;0;0;0;0;0
32034;591;79;2;0;0;125;547;0
32036;619;125;3;0;0;0;547;0
32032;427;49;1;0;79;125;547;0
32038;547;547;4;0;0;0;0;0
32141;427;46;1;0;88;118;548;0
32142;594;88;2;0;0;118;548;0
32145;613;118;3;0;0;0;548;0
32146;548;548;4;0;0;0;0;0
32249;427;31;1;0;73;116;580;0
32250;609;73;2;0;0;116;580;0
32252;643;116;3;0;0;0;580;0
32253;580;580;4;0;0;0;0;0
32359;427;46;1;0;80;133;541;0
32361;594;80;2;0;0;133;541;0
32362;621;133;3;0;0;0;541;0
32365;541;541;4;0;0;0;0;0
32467;427;34;1;0;84;128;554;0
32469;606;84;2;0;0;128;554;0
32471;629;128;3;0;0;0;554;0
32474;554;554;4;0;0;0;0;0
32576;427;35;1;0;79;105;581;0
32578;605;79;2;0;0;105;581;0
32580;633;105;3;0;0;0;581;0
32582;581;581;4;0;0;0;0;0
32686;427;43;1;0;89;116;552;0
32689;597;89;2;0;0;116;552;0
32691;615;116;3;0;0;0;552;0
32693;552;552;4;0;0;0;0;0
32794;427;33;1;0;82;114;571;0
32795;607;82;2;0;0;114;571;0
32797;632;114;3;0;0;0;571;0
32799;571;571;4;0;0;0;0;0
32902;427;39;1;0;72;110;579;0
32904;601;72;2;0;0;110;579;0
32906;636;110;3;0;0;0;579;0
32907;579;579;4;0;0;0;0;0
33012;427;38;1;0;68;113;581;0
33013;602;68;2;0;0;113;581;0
33014;641;113;3;0;0;0;581;0
33016;581;581;4;0;0;0;0;0
33121;427;46;1;0;82;118;554;0
33123;594;82;2;0;0;118;554;0
33125;619;118;3;0;0;0;554;0
33127;554;554;4;0;0;0;0;0
33230;427;44;1;0;77;118;561;0
33233;596;77;2;0;0;118;561;0
33235;626;118;3;0;0;0;561;0
33236;561;561;4;0;0;0;0;0
33338;427;52;1;0;95;96;557;0
33339;588;95;2;0;0;96;557;0
33341;600;96;3;0;0;0;557;0
33343;557;557;4;0;0;0;0;0
33447;427;39;1;0;66;140;555;0
33449;601;66;2;0;0;140;555;0
33450;642;140;3;0;0;0;555;0
33451;555;555;4;0;0;0;0;0
33557;427;43;1;0;80;115;562;0
33559;597;80;2;0;0;115;562;0
33560;624;115;3;0;0;0;562;0
33561;562;562;4;0;0;0;0;0
33668;427;48;1;0;95;117;540;0
33669;592;95;2;0;0;117;540;0
33671;604;117;3;0;0;0;540;0
33673;540;540;4;0;0;0;0;0
33775;427;44;1;0;79;124;553;0
33777;596;79;2;0;0;124;553;0
33779;624;124;3;0;0;0;553;0
33781;553;553;4;0;0;0;0;0
33885;427;40;1;0;77;115;568;0
33887;600;77;2;0;0;115;568;0
33888;630;115;3;0;0;0;568;0
33890;568;568;4;0;0;0;0;0
33994;427;43;1;0;78;110;569;0
33996;597;78;2;0;0;110;569;0
33998;626;110;3;0;0;0;569;0
33999;569;569;4;0;0;0;0;0
34102;427;39;1;0;82;115;564;0
34104;601;82;2;0;0;115;564;0
34106;626;115;3;0;0;0;564;0
34108;564;564;4;0;0;0;0;0
34211;427;38;1;0;76;128;558;0
34213;602;76;2;0;0;128;558;0
34214;633;128;3;0;0;0;558;0
34216;558;558;4;0;0;0;0;0
34318;427;41;1;0;79;111;569;0
34320;599;79;2;0;0;111;569;0
34322;627;111;3;0;0;0;569;0
34323;569;569;4;0;0;0;0;0
34426;427;43;1;0;75;120;562;0
34428;597;75;2;0;0;120;562;0
34431;562;562;4;0;0;0;0;0
34430;629;120;3;0;0;0;562;0
34536;427;37;1;0;90;133;540;0
34537;603;90;2;0;0;133;540;0
34538;620;133;3;0;0;0;540;0
34539;540;540;4;0;0;0;0;0
34645;427;35;1;0;90;119;556;0
34647;605;90;2;0;0;119;556;0
34649;622;119;3;0;0;0;556;0
34651;556;556;4;0;0;0;0;0
34754;427;29;1;0;75;109;587;0
34756;611;75;2;0;0;109;587;0
34758;643;109;3;0;0;0;587;0
34760;587;587;4;0;0;0;0;0
34863;427;40;1;0;89;111;560;0
34864;600;89;2;0;0;111;560;0
34867;618;111;3;0;0;0;560;0
34870;560;560;4;0;0;0;0;0
34971;427;33;1;0;66;118;583;0
34972;607;66;2;0;0;118;583;0
34973;648;118;3;0;0;0;583;0
34975;583;583;4;0;0;0;0;0
35083;427;41;1;0;75;105;579;0
35085;599;75;2;0;0;105;579;0
35087;631;105;3;0;0;0;579;0
35089;579;579;4;0;0;0;0;0
35191;427;47;1;0;83;108;562;0
35194;593;83;2;0;0;108;562;0
35195;617;108;3;0;0;0;562;0
35197;562;562;4;0;0;0;0;0
35299;427;39;1;0;78;124;559;0
35301;601;78;2;0;0;124;559;0
35302;630;124;3;0;0;0;559;0
35303;559;559;4;0;0;0;0;0
35407;427;36;1;0;86;139;539;0
35409;604;86;2;0;0;139;539;0
35410;625;139;3;0;0;0;539;0
35412;539;539;4;0;0;0;0;0
35515;427;32;1;0;90;118;560;0
35516;608;90;2;0;0;118;560;0
35517;625;118;3;0;0;0;560;0
35519;560;560;4;0;0;0;0;0
35622;427;45;1;0;82;116;557;0
35623;595;82;2;0;0;116;557;0
35626;620;116;3;0;0;0;557;0
35627;557;557;4;0;0;0;0;0
35728;427;41;1;0;73;117;569;0
35729;599;73;2;0;0;117;569;0
35730;633;117;3;0;0;0;569;0
35732;569;569;4;0;0;0;0;0
35836;427;32;1;0;74;121;573;0
35837;608;74;2;0;0;121;573;0
35839;641;121;3;0;0;0;573;0
35840;573;573;4;0;0;0;0;0
35947;427;45;1;0;94;148;513;0
35949;595;94;2;0;0;148;513;0
35952;608;148;3;0;0;0;513;0
35954;513;513;4;0;0;0;0;0
36055;427;55;1;0;69;117;559;0
36056;585;69;2;0;0;117;559;0
36057;623;117;3;0;0;0;559;0
36059;559;559;4;0;0;0;0;0
36163;427;34;1;0;82;118;566;0
36165;606;82;2;0;0;118;566;0
36167;631;118;3;0;0;0;566;0
36168;566;566;4;0;0;0;0;0
36271;427;37;1;0;81;111;571;0
36273;603;81;2;0;0;111;571;0
36274;629;111;3;0;0;0;571;0
36276;571;571;4;0;0;0;0;0
36380;427;34;1;0;76;120;570;0
36382;606;76;2;0;0;120;570;0
36383;637;120;3;0;0;0;570;0
36385;570;570;4;0;0;0;0;0
36489;427;42;1;0;75;138;545;0
36492;598;75;2;0;0;138;545;0
36493;630;138;3;0;0;0;545;0
36495;545;545;4;0;0;0;0;0
36597;427;35;1;0;87;115;563;0
36598;605;87;2;0;0;115;563;0
36599;625;115;3;0;0;0;563;0
36601;563;563;4;0;0;0;0;0
36706;427;42;1;0;84;96;578;0
36708;598;84;2;0;0;96;578;0
36710;621;96;3;0;0;0;578;0
36712;578;578;4;0;0;0;0;0
36816;427;46;1;0;79;112;563;0
36819;594;79;2;0;0;112;563;0
36821;622;112;3;0;0;0;563;0
36824;563;563;4;0;0;0;0;0
36926;427;49;1;0;57;126;568;0
36927;591;57;2;0;0;126;568;0
36928;641;126;3;0;0;0;568;0
36929;568;568;4;0;0;0;0;0
37033;427;51;1;0;76;124;549;0
37036;589;76;2;0;0;124;549;0
37037;620;124;3;0;0;0;549;0
37039;549;549;4;0;0;0;0;0
37144;427;37;1;0;72;134;557;0
37147;603;72;2;0;0;134;557;0
37148;638;134;3;0;0;0;557;0
37150;557;557;4;0;0;0;0;0
37252;427;36;1;0;81;126;557;0
37254;604;81;2;0;0;126;557;0
37256;630;126;3;0;0;0;557;0
37258;557;557;4;0;0;0;0;0
37358;427;31;1;0;80;116;573;0
37360;609;80;2;0;0;116;573;0
37362;636;116;3;0;0;0;573;0
37364;573;573;4;0;0;0;0;0
37467;427;51;1;0;88;122;539;0
37469;589;88;2;0;0;122;539;0
37470;608;122;3;0;0;0;539;0
37472;539;539;4;0;0;0;0;0
37576;427;34;1;0;71;119;576;0
37579;606;71;2;0;0;119;576;0
37580;642;119;3;0;0;0;576;0
37582;576;576;4;0;0;0;0;0
37685;427;43;1;0;78;121;558;0
37687;597;78;2;0;0;121;558;0
37688;626;121;3;0;0;0;558;0
37690;558;558;4;0;0;0;0;0
37794;427;32;1;0;106;142;520;0
37795;608;106;2;0;0;142;520;0
37797;609;142;3;0;0;0;520;0
37799;520;520;4;0;0;0;0;0
37903;427;46;1;0;66;111;577;0
37906;594;66;2;0;0;111;577;0
37908;635;111;3;0;0;0;577;0
37910;577;577;4;0;0;0;0;0
38013;427;39;1;0;76;131;554;0
38015;601;76;2;0;0;131;554;0
38017;632;131;3;0;0;0;554;0
38019;554;554;4;0;0;0;0;0
38122;427;42;1;0;82;117;559;0
38125;598;82;2;0;0;117;559;0
38127;623;117;3;0;0;0;559;0
38128;559;559;4;0;0;0;0;0
38232;427;43;1;0;87;119;551;0
38233;597;87;2;0;0;119;551;0
38235;617;119;3;0;0;0;551;0
38237;551;551;4;0;0;0;0;0
38341;427;52;1;0;82;131;535;0
38343;588;82;2;0;0;131;535;0
38344;613;131;3;0;0;0;535;0
38346;535;535;4;0;0;0;0;0
38451;427;37;1;0;85;112;566;0
38454;603;85;2;0;0;112;566;0
38456;625;112;3;0;0;0;566;0
38457;566;566;4;0;0;0;0;0
38560;427;36;1;0;73;133;558;0
38561;604;73;2;0;0;133;558;0
38564;638;133;3;0;0;0;558;0
38565;558;558;4;0;0;0;0;0
38667;427;47;1;0;98;109;546;0
38670;593;98;2;0;0;109;546;0
38672;602;109;3;0;0;0;546;0
38674;546;546;4;0;0;0;0;0
38777;427;35;1;0;87;125;553;0
38779;605;87;2;0;0;125;553;0
38780;625;125;3;0;0;0;553;0
38782;553;553;4;0;0;0;0;0
38885;427;31;1;0;92;129;548;0
38886;609;92;2;0;0;129;548;0
38887;624;129;3;0;0;0;548;0
38889;548;548;4;0;0;0;0;0
38994;427;41;1;0;73;121;565;0
38995;599;73;2;0;0;121;565;0
38996;633;121;3;0;0;0;565;0
38998;565;565;4;0;0;0;0;0
39102;427;32;1;0;81;124;563;0
39105;608;81;2;0;0;124;563;0
39107;634;124;3;0;0;0;563;0
39109;563;563;4;0;0;0;0;0
39212;427;35;1;0;87;106;572;0
39214;605;87;2;0;0;106;572;0
39215;625;106;3;0;0;0;572;0
