Timestamp; Cola 1 expriados; Cola 1 quedan; Cola 2 expirados; Cola 2 quedan; Cola 3 expriados; Cola 3 quedan; Cola 4 expirados; Cola 4 quedan; Total Expirados; Cola Expirados
135971;0;35;0;74;0;0;0;152;0;0
136981;0;49;0;0;0;0;0;212;0;0
137980;0;0;0;71;0;0;0;154;0;0
138983;0;44;0;0;0;133;0;679;0;0
139997;0;36;0;0;0;0;0;225;0;0
141011;0;35;0;0;0;0;0;226;0;0
142011;0;35;0;0;0;0;0;226;0;0
143012;0;46;0;73;0;0;0;142;0;0
144011;0;38;0;0;0;0;0;223;0;0
145023;0;40;0;0;0;0;0;221;0;0
146035;0;30;0;0;0;0;0;231;0;0
147047;0;0;0;0;0;0;0;0;0;0
148058;0;0;0;0;0;0;0;0;0;0
149064;0;0;0;0;0;0;0;0;0;0
150064;0;0;0;0;0;0;0;0;0;0
151067;0;0;0;0;0;0;0;0;0;0
152082;0;0;0;0;0;0;0;0;0;0
