Timestamp; Pedidos por  Dispatcher; Leidos por Dispatcher; Cola Leida; Quedan Cola P1; Quedan Cola P2; Quedan Cola P3; Quedan Cola P4, Quedan Cola Expirados
173167;600;0;0;0;0;0;0;0
174144;320;0;1;0;0;0;0;0
174154;480;0;2;0;0;0;0;0
174160;560;0;3;0;0;0;0;0
174163;600;0;4;0;0;0;0;0
174165;600;0;0;0;0;0;0;0
175158;320;0;1;0;0;0;0;0
175163;480;0;2;0;0;0;0;0
175174;560;0;3;0;0;0;0;0
175180;600;0;4;0;0;0;0;0
175181;600;0;0;0;0;0;0;0
