Timestamp; Solicitados; Recuperados
2217;800;700;30;78;127;465
2316;800;375;29;32;59;255
2425;800;800;42;69;120;569
2535;800;800;42;70;122;566
2644;800;800;32;93;130;545
2753;800;800;42;80;140;538
2861;800;800;37;81;130;552
2967;800;800;41;81;116;562
3077;800;800;39;83;127;551
3186;800;800;37;79;107;577
3296;800;800;34;84;118;564
3403;800;800;41;76;121;562
3511;800;800;38;80;125;557
3621;800;800;54;73;110;563
3730;800;800;49;90;101;560
3837;800;800;39;85;135;541
3944;800;800;42;66;135;557
4054;800;800;46;79;119;556
4163;800;800;35;83;117;565
4271;800;800;45;94;106;555
4381;800;800;47;66;114;573
4489;800;800;42;89;127;542
4599;800;800;33;83;116;568
4708;800;800;30;91;132;547
4817;800;800;49;86;115;550
4927;800;800;41;93;117;549
5036;800;800;40;97;108;555
5144;800;800;44;76;119;561
5254;800;800;38;72;121;569
5363;800;800;42;82;126;550
5472;800;800;31;68;125;576
5582;800;800;33;81;115;571
5693;800;800;47;103;123;527
5803;800;800;40;84;127;549
5910;800;800;50;73;106;571
6018;800;800;49;85;118;548
6126;800;800;39;83;129;549
6235;800;800;44;77;133;546
6345;800;800;30;90;120;560
6453;800;800;47;88;127;538
6564;800;800;36;94;109;561
6671;800;800;37;89;107;567
6780;800;800;27;78;117;578
6888;800;800;38;88;133;541
6997;800;800;38;65;119;578
7106;800;800;29;91;141;539
7216;800;800;34;90;120;556
7324;800;800;42;69;109;580
7432;800;800;32;89;133;546
7543;800;800;41;70;123;566
7651;800;800;30;79;123;568
7759;800;800;39;81;123;557
7869;800;800;44;80;105;571
7978;800;800;37;82;100;581
8083;800;800;54;91;108;547
8192;800;800;34;87;115;564
8301;800;800;40;91;123;546
8409;800;800;36;78;109;577
8520;800;800;43;78;115;564
8628;800;800;37;85;115;563
8736;800;800;37;80;124;559
8844;800;800;42;69;119;570
8953;800;800;33;76;98;593
9062;800;800;38;85;122;555
9172;800;800;43;78;143;536
9280;800;800;37;92;131;540
9389;800;800;49;93;116;542
9497;800;800;41;75;109;575
9609;800;800;34;98;115;553
9716;800;800;44;74;118;564
9825;800;800;38;76;123;563
9936;800;800;34;66;126;574
10044;800;800;40;76;124;560
10154;800;800;43;73;132;552
10262;800;800;30;89;143;538
10371;800;800;33;78;123;566
10479;800;800;40;82;122;556
10587;800;800;39;76;122;563
10695;800;800;42;90;121;547
10804;800;800;49;73;113;565
10913;800;800;53;103;130;514
11023;800;800;41;71;124;564
11132;800;800;35;91;105;569
11242;800;800;38;75;117;570
11350;800;800;48;71;108;573
11459;800;800;39;71;130;560
11568;800;800;41;77;128;554
11676;800;800;32;98;119;551
11789;800;800;33;78;117;572
11895;800;800;48;61;132;559
12003;800;800;49;74;130;547
12110;800;800;41;82;118;559
12216;800;800;35;105;112;548
12329;800;800;36;93;119;552
12434;800;800;39;82;118;561
12543;800;800;52;66;120;562
12652;800;800;31;76;118;575
12760;800;800;49;80;123;548
12870;800;800;43;93;132;532
12979;800;800;38;72;112;578
13087;800;800;33;92;108;567
13197;800;800;40;70;121;569
