Timestamp; Pedidos por  Dispatcher; Leidos por Dispatcher; Cola Leida; Quedan Cola P1; Quedan Cola P2; Quedan Cola P3; Quedan Cola P4, Quedan Cola Expirados
167906;743;743;4;0;0;0;22822;23841
168905;533;24;1;0;68;82;23200;23841
168907;776;68;2;0;0;82;23200;23841
168910;841;82;3;0;0;0;23200;23841
168913;826;826;4;0;0;0;22374;23841
169921;533;95;1;0;150;276;22411;25046
169925;705;150;2;0;0;276;22411;25046
169928;688;276;3;0;0;0;22411;25046
169929;479;479;4;0;0;0;21932;25046
170933;533;49;1;0;101;144;22315;25343
170936;751;101;2;0;0;144;22315;25343
170938;783;144;3;0;0;0;22315;25343
170940;706;706;4;0;0;0;21609;25343
171937;533;98;1;0;188;293;21217;27156
171939;702;188;2;0;0;293;21217;27156
171942;647;293;3;0;0;0;21217;27156
171944;421;421;4;0;0;0;20796;27156
172951;533;92;1;0;176;292;21971;27383
172955;708;176;2;0;0;292;21971;27383
172958;665;292;3;0;0;0;21971;27383
172960;440;440;4;0;0;0;21531;27383
173959;533;33;1;0;95;94;21785;27709
173961;767;95;2;0;0;94;21785;27709
173963;805;94;3;0;0;0;21785;27709
173966;778;778;4;0;0;0;21007;27709
174966;533;40;1;0;61;123;21514;27785
174967;760;61;2;0;0;123;21514;27785
174970;832;123;3;0;0;0;21514;27785
174971;776;776;4;0;0;0;20738;27785
175969;533;48;1;0;110;132;20936;28227
175971;752;110;2;0;0;132;20936;28227
175972;775;132;3;0;0;0;20936;28227
175974;710;710;4;0;0;0;20226;28227
176980;533;86;1;0;146;256;21351;28227
176982;714;146;2;0;0;256;21351;28227
176984;701;256;3;0;0;0;21351;28227
176986;512;512;4;0;0;0;20839;28227
177991;533;76;1;0;201;259;21176;29110
177993;724;201;2;0;0;259;21176;29110
177995;656;259;3;0;0;0;21176;29110
177997;464;464;4;0;0;0;20712;29110
179004;533;69;1;0;174;271;20596;30343
179006;731;174;2;0;0;271;20596;30343
179009;690;271;3;0;0;0;20596;30343
179012;486;486;4;0;0;0;20110;30343
180008;533;55;1;0;115;140;20303;30921
180011;745;115;2;0;0;140;20303;30921
180013;763;140;3;0;0;0;20303;30921
180015;690;690;4;0;0;0;19613;30921
181022;533;96;1;0;194;286;20742;31148
181025;704;194;2;0;0;286;20742;31148
181028;643;286;3;0;0;0;20742;31148
181030;424;424;4;0;0;0;20318;31148
182027;533;59;1;0;134;163;21071;31328
182029;741;134;2;0;0;163;21071;31328
182031;740;163;3;0;0;0;21071;31328
182033;644;644;4;0;0;0;20427;31328
183031;533;62;1;0;149;231;19266;33424
183034;738;149;2;0;0;231;19266;33424
183037;722;231;3;0;0;0;19266;33424
183038;558;558;4;0;0;0;18708;33424
184033;533;91;1;0;190;284;19215;34158
184035;709;190;2;0;0;284;19215;34158
184040;435;435;4;0;0;0;18780;34158
184038;652;284;3;0;0;0;19215;34158
185047;533;91;1;0;196;304;20118;34158
185049;709;196;2;0;0;304;20118;34158
185051;646;304;3;0;0;0;20118;34158
185053;409;409;4;0;0;0;19709;34158
186056;533;43;1;0;105;156;19473;35090
186058;757;105;2;0;0;156;19473;35090
186060;785;156;3;0;0;0;19473;35090
186062;696;696;4;0;0;0;18777;35090
187061;533;34;1;0;86;117;19113;35403
187064;766;86;2;0;0;117;19113;35403
187066;813;117;3;0;0;0;19113;35403
187068;763;763;4;0;0;0;18350;35403
188061;533;31;1;0;78;92;18845;35446
188063;769;78;2;0;0;92;18845;35446
188066;824;92;3;0;0;0;18845;35446
188068;799;799;4;0;0;0;18046;35446
189071;533;85;1;0;148;254;19141;35446
189073;715;148;2;0;0;254;19141;35446
189074;700;254;3;0;0;0;19141;35446
189076;513;513;4;0;0;0;18628;35446
190081;533;28;1;0;58;77;18700;35733
190082;772;58;2;0;0;77;18700;35733
190084;847;77;3;0;0;0;18700;35733
190087;837;837;4;0;0;0;17863;35733
191084;533;40;1;0;75;101;18339;35733
191087;760;75;2;0;0;101;18339;35733
191090;818;101;3;0;0;0;18339;35733
191097;784;784;4;0;0;0;17555;35733
192086;533;66;1;0;86;139;18171;35826
192090;734;128;2;35;0;227;18619;35826
192091;739;227;3;35;0;0;18619;35826
192094;579;579;4;35;0;0;18040;35826
193091;533;71;1;0;54;92;17238;37057
193095;729;155;2;49;0;220;17888;37057
193097;707;220;3;49;0;0;17888;37057
193100;554;554;4;49;0;0;17334;37057
194093;533;87;1;0;89;113;17904;37057
194095;713;89;2;0;0;113;17904;37057
194097;757;113;3;0;0;0;17904;37057
194099;711;711;4;0;0;0;17193;37057
195107;533;61;1;0;139;215;18112;37057
195110;739;139;2;0;0;215;18112;37057
195112;733;215;3;0;0;0;18112;37057
195114;585;585;4;0;0;0;17527;37057
196113;533;37;1;0;93;135;18161;37057
196116;763;93;2;0;0;135;18161;37057
196119;803;135;3;0;0;0;18161;37057
196122;735;735;4;0;0;0;17426;37057
197128;533;83;1;0;177;280;18666;37057
197131;717;177;2;0;0;280;18666;37057
197134;673;280;3;0;0;0;18666;37057
197136;460;460;4;0;0;0;18206;37057
198137;533;54;1;0;164;224;18203;38068
198141;746;164;2;0;0;224;18203;38068
198143;715;224;3;0;0;0;18203;38068
198145;558;558;4;0;0;0;17645;38068
199151;533;115;1;0;202;299;19029;38068
199154;685;202;2;0;0;299;19029;38068
199157;616;330;3;13;15;0;19199;38068
199160;353;353;4;13;15;0;18846;38068
200167;533;36;1;0;90;84;18890;38425
200169;764;90;2;0;0;84;18890;38425
200173;807;236;3;49;103;0;19586;38425
200175;638;638;4;49;103;0;18948;38425
201174;533;76;1;0;165;74;17887;39855
201176;724;165;2;0;0;74;17887;39855
201179;692;74;3;0;0;0;17887;39855
201181;685;685;4;0;0;0;17202;39855
202184;533;82;1;0;173;245;18112;40103
202187;718;173;2;0;0;245;18112;40103
202190;678;245;3;0;0;0;18112;40103
202192;500;500;4;0;0;0;17612;40103
203191;533;107;1;0;223;317;18530;40538
203194;693;223;2;0;0;317;18530;40538
203197;603;317;3;0;0;0;18530;40538
203199;353;353;4;0;0;0;18177;40538
204196;533;62;1;0;166;212;18438;41229
204199;738;166;2;0;0;212;18438;41229
204202;705;212;3;0;0;0;18438;41229
204204;560;560;4;0;0;0;17878;41229
205205;533;94;1;0;201;278;18541;41951
205207;706;201;2;0;0;278;18541;41951
205209;638;278;3;0;0;0;18541;41951
205210;427;427;4;0;0;0;18114;41951
206209;533;91;1;0;180;294;19425;41951
206212;709;180;2;0;0;294;19425;41951
206214;662;294;3;0;0;0;19425;41951
206216;435;435;4;0;0;0;18990;41951
207214;533;62;1;0;93;136;19335;42218
207216;738;93;2;0;0;136;19335;42218
207218;778;136;3;0;0;0;19335;42218
207221;709;709;4;0;0;0;18626;42218
208214;533;47;1;0;71;114;18853;42516
208217;753;71;2;0;0;114;18853;42516
208219;815;114;3;0;0;0;18853;42516
208221;768;768;4;0;0;0;18085;42516
209215;533;35;1;0;69;102;18604;42516
209218;765;69;2;0;0;102;18604;42516
209221;829;102;3;0;0;0;18604;42516
209223;794;794;4;0;0;0;17810;42516
210215;533;20;1;0;44;78;18184;42516
210217;780;44;2;0;0;78;18184;42516
210220;869;78;3;0;0;0;18184;42516
210223;858;858;4;0;0;0;17326;42516
211229;533;79;1;0;201;320;18726;42516
211232;721;201;2;0;0;320;18726;42516
211234;653;320;3;0;0;0;18726;42516
211237;400;400;4;0;0;0;18326;42516
212246;533;62;1;0;160;244;19106;42783
212248;738;160;2;0;0;244;19106;42783
212251;711;244;3;0;0;0;19106;42783
212254;534;534;4;0;0;0;18572;42783
213251;533;27;1;0;58;92;18958;42783
213254;773;58;2;0;0;92;18958;42783
213257;848;92;3;0;0;0;18958;42783
213258;823;823;4;0;0;0;18135;42783
214261;533;46;1;0;99;146;18552;43075
214264;754;99;2;0;0;146;18552;43075
214266;788;146;3;0;0;0;18552;43075
214268;709;709;4;0;0;0;17843;43075
215276;533;73;1;0;130;176;18546;43285
215279;727;130;2;0;0;176;18546;43285
215281;730;176;3;0;0;0;18546;43285
215283;621;621;4;0;0;0;17925;43285
216291;533;125;1;0;202;263;19284;43298
216294;675;202;2;0;0;263;19284;43298
216297;606;263;3;0;0;0;19284;43298
216299;410;410;4;0;0;0;18874;43298
217294;533;54;1;0;100;146;18776;44132
217297;746;100;2;0;0;146;18776;44132
217300;779;146;3;0;0;0;18776;44132
217303;700;700;4;0;0;0;18076;44132
218304;533;54;1;0;60;121;17899;44922
218307;746;60;2;0;0;121;17899;44922
218309;819;121;3;0;0;0;17899;44922
218311;765;765;4;0;0;0;17134;44922
219315;533;39;1;0;87;142;17481;45225
219317;761;87;2;0;0;142;17481;45225
219319;807;142;3;0;0;0;17481;45225
219321;732;732;4;0;0;0;16749;45225
220318;533;22;1;0;59;60;17061;45225
220320;778;59;2;0;0;60;17061;45225
220322;852;60;3;0;0;0;17061;45225
220324;859;859;4;0;0;0;16202;45225
221319;533;68;1;0;127;214;17041;45225
221321;732;127;2;0;0;214;17041;45225
221323;738;214;3;0;0;0;17041;45225
221325;591;591;4;0;0;0;16450;45225
222333;533;66;1;0;132;180;16908;45667
222335;734;132;2;0;0;180;16908;45667
222338;735;180;3;0;0;0;16908;45667
222340;622;622;4;0;0;0;16286;45667
223345;533;33;1;0;67;90;15482;46858
223347;767;67;2;0;0;90;15482;46858
223350;833;90;3;0;0;0;15482;46858
223351;810;810;4;0;0;0;14672;46858
224355;533;69;1;0;126;211;15673;46858
224358;731;126;2;0;0;211;15673;46858
224360;738;211;3;0;0;0;15673;46858
224363;594;594;4;0;0;0;15079;46858
225355;533;98;1;0;197;309;15522;47713
225358;702;197;2;0;0;309;15522;47713
225361;638;309;3;0;0;0;15522;47713
225363;396;396;4;0;0;0;15126;47713
226362;533;97;1;0;162;225;15700;48246
226364;703;162;2;0;0;225;15700;48246
226366;674;225;3;0;0;0;15700;48246
226368;516;516;4;0;0;0;15184;48246
227364;533;59;1;0;112;152;15812;48342
227367;741;112;2;0;0;152;15812;48342
227369;762;152;3;0;0;0;15812;48342
227371;677;677;4;0;0;0;15135;48342
228371;533;67;1;0;171;248;16212;48342
228374;733;171;2;0;0;248;16212;48342
228377;695;248;3;0;0;0;16212;48342
228380;514;514;4;0;0;0;15698;48342
229387;533;66;1;0;151;232;16737;48342
229390;734;151;2;0;0;232;16737;48342
229393;716;232;3;0;0;0;16737;48342
229394;551;551;4;0;0;0;16186;48342
230390;533;48;1;0;99;184;16922;48342
230392;752;99;2;0;0;184;16922;48342
230394;786;184;3;0;0;0;16922;48342
230396;669;669;4;0;0;0;16253;48342
231393;533;13;1;0;30;56;15608;49205
231395;787;30;2;0;0;56;15608;49205
231397;890;56;3;0;0;0;15608;49205
231399;901;901;4;0;0;0;14707;49205
232406;533;81;1;0;168;258;15875;49205
232408;719;168;2;0;0;258;15875;49205
232411;684;258;3;0;0;0;15875;49205
232412;493;493;4;0;0;0;15382;49205
233416;533;124;1;0;193;294;16759;49205
233418;676;193;2;0;0;294;16759;49205
233420;616;294;3;0;0;0;16759;49205
233422;389;389;4;0;0;0;16370;49205
234424;533;98;1;0;188;281;17803;49205
234428;702;188;2;0;0;281;17803;49205
234433;433;433;4;0;0;0;17370;49205
234431;647;281;3;0;0;0;17803;49205
235430;533;93;1;0;194;263;18275;49588
235432;707;194;2;0;0;263;18275;49588
235433;646;263;3;0;0;0;18275;49588
235435;450;450;4;0;0;0;17825;49588
236434;533;19;1;0;33;44;17104;50592
236436;781;33;2;0;0;44;17104;50592
236437;881;44;3;0;0;0;17104;50592
236438;904;904;4;0;0;0;16200;50592
237435;533;67;1;0;130;180;17043;50592
237438;733;130;2;0;0;180;17043;50592
237440;736;180;3;0;0;0;17043;50592
237442;623;623;4;0;0;0;16420;50592
238449;533;84;1;0;150;222;17486;50592
238452;716;150;2;0;0;222;17486;50592
238454;699;222;3;0;0;0;17486;50592
238455;544;544;4;0;0;0;16942;50592
239456;533;87;1;0;149;224;17995;50592
239460;713;149;2;0;0;224;17995;50592
239462;697;224;3;0;0;0;17995;50592
239464;540;540;4;0;0;0;17455;50592
240460;533;77;1;0;142;218;18542;50592
240464;723;142;2;0;0;218;18542;50592
240467;714;218;3;0;0;0;18542;50592
240469;563;563;4;0;0;0;17979;50592
241475;533;72;1;0;139;218;19047;50592
241478;728;139;2;0;0;218;19047;50592
241480;722;218;3;0;0;0;19047;50592
241483;571;571;4;0;0;0;18476;50592
242484;533;54;1;0;89;165;18945;50815
242487;746;89;2;0;0;165;18945;50815
242488;790;165;3;0;0;0;18945;50815
242489;692;692;4;0;0;0;18253;50815
243492;533;42;1;0;82;133;18856;50815
243495;758;82;2;0;0;133;18856;50815
243497;809;133;3;0;0;0;18856;50815
243499;743;743;4;0;0;0;18113;50815
244494;533;39;1;0;59;120;18677;50815
244497;761;59;2;0;0;120;18677;50815
244499;835;120;3;0;0;0;18677;50815
244501;782;782;4;0;0;0;17895;50815
245507;533;67;1;0;156;216;18940;50815
245510;733;156;2;0;0;216;18940;50815
245512;710;216;3;0;0;0;18940;50815
245515;561;561;4;0;0;0;18379;50815
246519;533;61;1;0;96;155;18477;51313
246523;739;96;2;0;0;155;18477;51313
246525;776;155;3;0;0;0;18477;51313
246526;688;688;4;0;0;0;17789;51313
247521;533;102;1;0;201;289;18570;51866
247525;698;201;2;0;0;289;18570;51866
247527;630;289;3;0;0;0;18570;51866
247530;408;408;4;0;0;0;18162;51866
248523;533;42;1;0;86;150;18640;51996
248526;758;86;2;0;0;150;18640;51996
248528;805;150;3;0;0;0;18640;51996
248529;722;722;4;0;0;0;17918;51996
249529;533;86;1;0;154;240;18711;52252
249531;714;154;2;0;0;240;18711;52252
249533;693;240;3;0;0;0;18711;52252
249536;520;520;4;0;0;0;18191;52252
250536;533;104;1;0;198;289;19224;52628
250539;696;198;2;0;0;289;19224;52628
250542;631;289;3;0;0;0;19224;52628
250544;409;409;4;0;0;0;18815;52628
251538;533;104;1;0;198;299;19965;52877
251542;696;198;2;0;0;299;19965;52877
251545;631;299;3;0;0;0;19965;52877
251548;399;399;4;0;0;0;19566;52877
252542;533;61;1;0;149;180;20332;53014
252545;739;149;2;0;0;180;20332;53014
252548;723;180;3;0;0;0;20332;53014
252550;610;610;4;0;0;0;19722;53014
253543;533;35;1;0;83;133;18985;54287
253545;765;83;2;0;0;133;18985;54287
253547;815;133;3;0;0;0;18985;54287
253550;749;749;4;0;0;0;18236;54287
254556;533;34;1;0;54;84;17425;55520
254559;766;54;2;0;0;84;17425;55520
254562;845;84;3;0;0;0;17425;55520
254564;828;828;4;0;0;0;16597;55520
255568;533;83;1;0;204;354;17919;55557
255570;717;204;2;0;0;354;17919;55557
255573;646;354;3;0;0;0;17919;55557
255575;359;359;4;0;0;0;17560;55557
256574;533;18;1;0;48;60;17821;55557
256578;782;48;2;0;0;60;17821;55557
256581;874;874;4;0;0;0;16947;55557
256579;867;60;3;0;0;0;17821;55557
257578;533;3;1;0;14;18;17014;55557
257580;797;14;2;0;0;18;17014;55557
257582;916;18;3;0;0;0;17014;55557
257584;965;965;4;0;0;0;16049;55557
258591;533;14;1;0;29;37;16223;55557
258593;786;29;2;0;0;37;16223;55557
258596;890;37;3;0;0;0;16223;55557
258598;920;920;4;0;0;0;15303;55557
259607;533;17;1;0;17;39;15330;55684
259608;783;17;2;0;0;39;15330;55684
259610;899;39;3;0;0;0;15330;55684
259611;927;927;4;0;0;0;14403;55684
260620;533;26;1;0;62;88;14678;55844
260623;774;62;2;0;0;88;14678;55844
260626;845;88;3;0;0;0;14678;55844
260628;824;824;4;0;0;0;13854;55844
261635;533;23;1;0;43;63;14193;55844
261638;777;43;2;0;0;63;14193;55844
261641;867;63;3;0;0;0;14193;55844
261643;871;871;4;0;0;0;13322;55844
262635;533;4;1;0;5;17;13387;55844
262638;796;5;2;0;0;17;13387;55844
262640;924;17;3;0;0;0;13387;55844
262642;974;974;4;0;0;0;12413;55844
263645;533;2;1;0;16;19;12479;55844
263646;798;16;2;0;0;19;12479;55844
263648;915;19;3;0;0;0;12479;55844
263650;963;963;4;0;0;0;11516;55844
264655;533;21;1;0;49;67;11858;55844
264658;779;49;2;0;0;67;11858;55844
264661;863;67;3;0;0;0;11858;55844
264663;863;863;4;0;0;0;10995;55844
265661;533;1;1;0;4;22;11062;55844
265664;799;4;2;0;0;22;11062;55844
265666;928;22;3;0;0;0;11062;55844
265668;973;973;4;0;0;0;10089;55844
266675;533;8;1;0;9;21;10181;55844
266678;792;9;2;0;0;21;10181;55844
266680;916;21;3;0;0;0;10181;55844
266682;962;962;4;0;0;0;9219;55844
267681;533;31;1;0;40;61;9490;55844
267684;769;40;2;0;0;61;9490;55844
267686;862;61;3;0;0;0;9490;55844
267689;868;868;4;0;0;0;8622;55844
268684;533;5;1;0;17;23;8741;55844
268687;795;17;2;0;0;23;8741;55844
268689;911;23;3;0;0;0;8741;55844
268691;955;955;4;0;0;0;7786;55844
269692;533;11;1;0;18;19;7937;55844
269694;789;18;2;0;0;19;7937;55844
269696;904;19;3;0;0;0;7937;55844
269697;952;952;4;0;0;0;6985;55844
270695;533;16;1;0;29;37;7211;55844
270698;784;29;2;0;0;37;7211;55844
270700;888;37;3;0;0;0;7211;55844
270702;918;918;4;0;0;0;6293;55844
271711;533;25;1;0;39;39;6511;55844
271713;775;39;2;0;0;39;6511;55844
271716;869;39;3;0;0;0;6511;55844
271718;897;897;4;0;0;0;5614;55844
272717;533;24;1;0;36;60;5867;55844
272720;776;36;2;0;0;60;5867;55844
272723;873;60;3;0;0;0;5867;55844
272726;880;880;4;0;0;0;4987;55844
273730;533;12;1;0;20;34;5135;55844
273733;788;20;2;0;0;34;5135;55844
273736;901;34;3;0;0;0;5135;55844
273738;934;934;4;0;0;0;4201;55844
274733;533;20;1;0;22;39;4402;55844
274736;780;22;2;0;0;39;4402;55844
274738;891;39;3;0;0;0;4402;55844
274740;919;919;4;0;0;0;3483;55844
275749;533;10;1;0;20;44;3666;55844
275752;790;20;2;0;0;44;3666;55844
275754;903;44;3;0;0;0;3666;55844
275755;926;926;4;0;0;0;2740;55844
276751;533;0;1;0;7;6;2789;55844
276755;800;7;2;0;0;6;2789;55844
276757;926;6;3;0;0;0;2789;55844
276759;987;987;4;0;0;0;1802;55844
277760;533;12;1;0;32;41;2013;55844
277762;788;32;2;0;0;41;2013;55844
277764;889;41;3;0;0;0;2013;55844
277767;915;915;4;0;0;0;1098;55844
278765;533;4;1;0;12;11;1149;55844
278767;796;12;2;0;0;11;1149;55844
278769;917;11;3;0;0;0;1149;55844
278771;973;973;4;0;0;0;176;55844
279764;533;14;1;0;31;37;362;55844
279767;786;31;2;0;0;37;362;55844
279769;888;37;3;0;0;0;362;55844
279771;918;362;4;0;0;0;0;55844
279774;556;556;0;0;0;0;0;55288
280775;533;17;1;0;28;52;222;55288
280778;783;28;2;0;0;52;222;55288
280782;903;222;4;0;0;0;0;55288
280780;888;52;3;0;0;0;222;55288
280784;681;681;0;0;0;0;0;54607
281781;533;10;1;0;34;39;184;54607
281785;790;34;2;0;0;39;184;54607
281787;889;39;3;0;0;0;184;54607
281789;917;184;4;0;0;0;0;54607
281792;733;733;0;0;0;0;0;53874
282795;533;21;1;0;40;54;265;53874
282797;779;40;2;0;0;54;265;53874
282801;872;54;3;0;0;0;265;53874
282802;885;265;4;0;0;0;0;53874
282805;620;620;0;0;0;0;0;53254
283808;533;7;1;0;13;30;153;53254
283811;793;13;2;0;0;30;153;53254
283814;913;30;3;0;0;0;153;53254
283816;950;153;4;0;0;0;0;53254
283818;797;797;0;0;0;0;0;52457
284814;533;16;1;0;28;42;229;52457
284817;784;28;2;0;0;42;229;52457
284819;889;42;3;0;0;0;229;52457
284821;914;229;4;0;0;0;0;52457
284823;685;685;0;0;0;0;0;51772
285825;533;11;1;0;21;32;187;51772
285826;789;21;2;0;0;32;187;51772
285828;901;32;3;0;0;0;187;51772
285830;936;187;4;0;0;0;0;51772
285831;749;749;0;0;0;0;0;51023
286840;533;9;1;0;20;30;129;51023
286843;791;20;2;0;0;30;129;51023
286845;904;30;3;0;0;0;129;51023
286847;941;129;4;0;0;0;0;51023
286850;812;812;0;0;0;0;0;50211
287854;533;1;1;0;15;10;110;50211
287855;799;15;2;0;0;10;110;50211
287856;917;10;3;0;0;0;110;50211
287857;974;110;4;0;0;0;0;50211
287859;864;864;0;0;0;0;0;49347
288867;533;19;1;0;30;46;257;49347
288870;781;30;2;0;0;46;257;49347
288872;884;46;3;0;0;0;257;49347
288874;905;257;4;0;0;0;0;49347
288877;648;648;0;0;0;0;0;48699
289872;533;7;1;0;1;16;47;48699
289875;793;1;2;0;0;16;47;48699
289877;925;16;3;0;0;0;47;48699
289879;976;47;4;0;0;0;0;48699
289881;929;929;0;0;0;0;0;47770
290881;533;17;1;0;39;49;235;47770
290884;783;39;2;0;0;49;235;47770
290885;877;49;3;0;0;0;235;47770
290887;895;235;4;0;0;0;0;47770
290889;660;660;0;0;0;0;0;47110
291884;533;9;1;0;14;35;109;47110
291886;791;14;2;0;0;35;109;47110
291888;910;35;3;0;0;0;109;47110
291891;942;109;4;0;0;0;0;47110
291893;833;833;0;0;0;0;0;46277
292888;533;4;1;0;10;9;68;46277
292892;796;10;2;0;0;9;68;46277
292895;919;9;3;0;0;0;68;46277
292897;977;68;4;0;0;0;0;46277
292899;909;909;0;0;0;0;0;45368
293891;533;16;1;0;20;39;168;45368
293893;784;20;2;0;0;39;168;45368
293895;897;39;3;0;0;0;168;45368
293897;925;168;4;0;0;0;0;45368
293900;757;757;0;0;0;0;0;44611
294905;533;24;1;0;50;67;288;44611
294908;776;50;2;0;0;67;288;44611
294910;859;67;3;0;0;0;288;44611
294912;859;288;4;0;0;0;0;44611
294914;571;571;0;0;0;0;0;44040
295913;533;5;1;0;10;16;98;44040
295916;795;10;2;0;0;16;98;44040
295919;918;16;3;0;0;0;98;44040
295921;969;98;4;0;0;0;0;44040
295923;871;871;0;0;0;0;0;43169
296915;533;17;1;0;27;39;183;43169
296917;783;27;2;0;0;39;183;43169
296919;889;39;3;0;0;0;183;43169
296921;917;183;4;0;0;0;0;43169
296923;734;734;0;0;0;0;0;42435
297929;533;17;1;0;32;35;235;42435
297933;783;32;2;0;0;35;235;42435
297935;884;35;3;0;0;0;235;42435
297937;916;235;4;0;0;0;0;42435
297939;681;681;0;0;0;0;0;41754
298936;533;19;1;0;35;47;249;41754
298939;781;35;2;0;0;47;249;41754
298942;879;47;3;0;0;0;249;41754
298943;899;249;4;0;0;0;0;41754
298945;650;650;0;0;0;0;0;41104
299941;533;4;1;0;8;10;70;41104
299944;796;8;2;0;0;10;70;41104
299946;921;10;3;0;0;0;70;41104
299948;978;70;4;0;0;0;0;41104
299950;908;908;0;0;0;0;0;40196
300946;533;12;1;0;41;72;277;40196
300948;788;41;2;0;0;72;277;40196
300950;880;72;3;0;0;0;277;40196
300953;875;277;4;0;0;0;0;40196
300954;598;598;0;0;0;0;0;39598
301958;533;2;1;0;9;16;82;39598
301960;798;9;2;0;0;16;82;39598
301962;922;16;3;0;0;0;82;39598
301964;973;82;4;0;0;0;0;39598
301967;891;891;0;0;0;0;0;38707
302958;533;9;1;0;10;28;71;38707
302961;791;10;2;0;0;28;71;38707
302962;914;28;3;0;0;0;71;38707
302963;953;71;4;0;0;0;0;38707
302965;882;882;0;0;0;0;0;37825
303967;533;20;1;0;33;47;210;37825
303969;780;33;2;0;0;47;210;37825
303970;880;47;3;0;0;0;210;37825
303972;900;210;4;0;0;0;0;37825
303974;690;690;0;0;0;0;0;37135
304978;533;20;1;0;41;53;272;37135
304980;780;41;2;0;0;53;272;37135
304981;872;53;3;0;0;0;272;37135
304983;886;272;4;0;0;0;0;37135
304985;614;614;0;0;0;0;0;36521
305982;533;11;1;0;17;34;129;36521
305983;789;17;2;0;0;34;129;36521
305985;905;34;3;0;0;0;129;36521
305987;938;129;4;0;0;0;0;36521
305989;809;809;0;0;0;0;0;35712
306990;533;15;1;0;25;43;211;35712
306992;785;25;2;0;0;43;211;35712
306993;893;43;3;0;0;0;211;35712
306995;917;211;4;0;0;0;0;35712
306997;706;706;0;0;0;0;0;35006
307993;533;10;1;0;15;20;94;35006
307995;790;15;2;0;0;20;94;35006
307996;908;20;3;0;0;0;94;35006
307998;955;94;4;0;0;0;0;35006
308000;861;861;0;0;0;0;0;34145
308994;533;30;1;0;74;94;476;34145
308997;829;94;3;0;0;0;476;34145
308996;770;74;2;0;0;94;476;34145
308999;802;476;4;0;0;0;0;34145
309002;326;326;0;0;0;0;0;33819
310008;533;5;1;0;10;10;70;33819
310010;795;10;2;0;0;10;70;33819
310012;918;10;3;0;0;0;70;33819
310014;975;70;4;0;0;0;0;33819
310017;905;905;0;0;0;0;0;32914
311015;533;6;1;0;10;10;40;32914
311017;794;10;2;0;0;10;40;32914
311019;917;10;3;0;0;0;40;32914
311021;974;40;4;0;0;0;0;32914
311022;934;934;0;0;0;0;0;31980
312014;533;10;1;0;34;39;229;31980
312016;790;34;2;0;0;39;229;31980
312017;889;39;3;0;0;0;229;31980
312019;917;229;4;0;0;0;0;31980
312021;688;688;0;0;0;0;0;31292
313023;533;20;1;0;50;57;388;31292
313024;780;50;2;0;0;57;388;31292
313026;863;57;3;0;0;0;388;31292
313028;873;388;4;0;0;0;0;31292
313031;485;485;0;0;0;0;0;30807
314037;533;5;1;0;18;16;82;30807
314039;795;18;2;0;0;16;82;30807
314041;910;16;3;0;0;0;82;30807
314042;961;82;4;0;0;0;0;30807
314044;879;879;0;0;0;0;0;29928
315048;533;19;1;0;29;47;209;29928
315052;885;47;3;0;0;0;209;29928
315051;781;29;2;0;0;47;209;29928
315054;905;209;4;0;0;0;0;29928
315056;696;696;0;0;0;0;0;29232
316052;533;5;1;0;20;27;159;29232
316055;795;20;2;0;0;27;159;29232
316057;908;27;3;0;0;0;159;29232
316058;948;159;4;0;0;0;0;29232
316060;789;789;0;0;0;0;0;28443
317054;533;18;1;0;26;60;220;28443
317056;782;26;2;0;0;60;220;28443
317057;889;60;3;0;0;0;220;28443
317059;896;220;4;0;0;0;0;28443
317061;676;676;0;0;0;0;0;27767
318055;533;6;1;0;15;18;107;27767
318058;794;15;2;0;0;18;107;27767
318059;912;18;3;0;0;0;107;27767
318061;961;107;4;0;0;0;0;27767
318062;854;854;0;0;0;0;0;26913
319062;533;6;1;0;28;22;190;26913
319064;794;28;2;0;0;22;190;26913
319066;899;22;3;0;0;0;190;26913
319068;944;190;4;0;0;0;0;26913
319071;754;754;0;0;0;0;0;26159
320062;533;16;1;0;27;32;181;26159
320063;784;27;2;0;0;32;181;26159
320065;890;32;3;0;0;0;181;26159
320067;925;181;4;0;0;0;0;26159
320069;744;744;0;0;0;0;0;25415
321063;533;10;1;0;18;24;106;25415
321065;790;18;2;0;0;24;106;25415
321069;905;24;3;0;0;0;106;25415
321070;948;106;4;0;0;0;0;25415
321071;842;842;0;0;0;0;0;24573
322068;533;14;1;0;25;39;192;24573
322071;786;25;2;0;0;39;192;24573
322072;894;39;3;0;0;0;192;24573
322074;922;192;4;0;0;0;0;24573
322077;730;730;0;0;0;0;0;23843
323070;533;8;1;0;15;18;121;23843
323072;792;15;2;0;0;18;121;23843
323074;910;18;3;0;0;0;121;23843
323076;959;121;4;0;0;0;0;23843
323078;838;838;0;0;0;0;0;23005
324079;783;39;2;0;0;54;244;23005
324077;533;17;1;0;39;54;244;23005
324081;877;54;3;0;0;0;244;23005
324083;890;244;4;0;0;0;0;23005
324085;646;646;0;0;0;0;0;22359
325079;533;3;1;0;3;10;49;22359
325082;797;3;2;0;0;10;49;22359
325084;927;10;3;0;0;0;49;22359
325085;984;49;4;0;0;0;0;22359
325087;935;935;0;0;0;0;0;21424
326084;533;21;1;0;63;85;365;21424
326087;779;63;2;0;0;85;365;21424
