Timestamp; Solicitados; Recuperados
175360;1000;319;19;24;41;235
175861;1000;611;29;86;91;405
176366;1000;842;45;77;135;585
176869;1000;771;41;69;121;540
177375;1000;756;41;84;121;510
177879;1000;1000;35;117;138;710
178396;1000;631;31;62;90;448
178898;1000;1000;38;112;181;669
179398;1000;81;7;3;12;59
179904;1000;1000;48;112;128;712
180404;1000;1000;55;100;157;688
180913;1000;932;41;94;129;668
181418;1000;1000;45;99;128;728
181933;1000;289;14;35;35;205
182437;1000;1000;48;104;162;686
182953;1000;377;14;45;69;249
183469;1000;806;43;91;116;556
183971;1000;1000;48;99;168;685
184484;1000;1000;49;99;164;688
184986;1000;929;42;97;140;650
185487;1000;0;0;0;0;0
185994;1000;1000;43;105;156;696
186496;1000;241;8;27;26;180
186999;1000;645;26;59;91;469
187514;1000;739;31;78;92;538
188014;1000;0;0;0;0;0
188529;1000;582;30;59;77;416
189040;1000;1000;55;89;177;679
189545;1000;8;2;1;0;5
190051;1000;514;26;57;77;354
190553;1000;0;0;0;0;0
191070;1000;692;40;75;101;476
191574;1000;1000;66;86;139;709
192088;1000;613;35;42;88;448
192589;1000;611;36;54;92;429
193093;1000;928;49;101;128;650
193603;1000;810;38;89;113;570
194101;1000;749;38;85;116;510
194617;1000;585;23;54;99;409
195116;1000;899;37;93;135;634
195625;1000;0;0;0;0;0
196126;1000;780;37;81;125;537
196640;1000;1000;46;96;155;703
197139;1000;450;17;42;66;325
197652;1000;1000;37;122;158;683
198150;1000;1000;59;92;146;703
198654;1000;1000;56;110;153;681
199155;1000;229;13;15;31;170
199668;1000;583;23;75;84;401
200171;1000;1000;49;103;152;696
200684;1000;532;27;62;74;369
201185;1000;833;41;73;120;599
201697;1000;825;41;100;125;559
202197;1000;1000;66;111;158;665
202703;1000;1000;41;112;159;688
203200;1000;678;29;78;111;460
203709;1000;714;33;88;101;492
204209;1000;958;46;115;141;656
204721;1000;1000;48;86;137;729
205222;1000;903;45;89;134;635
205722;1000;973;46;91;160;676
206221;1000;903;62;93;136;612
206725;1000;0;0;0;0;0
207223;1000;371;22;37;51;261
207729;1000;386;25;34;63;264
208230;1000;725;35;69;102;519
208744;1000;0;0;0;0;0
209246;1000;516;20;44;78;374
209762;1000;0;0;0;0;0
210263;1000;1000;47;106;153;694
210767;1000;1000;32;95;167;706
211277;1000;1000;46;111;154;689
211784;1000;513;16;49;90;358
212291;1000;0;0;0;0;0
212798;1000;563;27;58;92;386
213300;1000;0;0;0;0;0
213807;1000;1000;46;99;146;709
214308;1000;1000;58;92;138;712
214824;1000;292;15;38;38;201
