Timestamp; P1 ; PowerPriority; msgPerPriority; Reales Leidos (remainint); Reales recibidos;  P2 ; PowerPriority; msgPerPriority; Reales Leidos (remainint); Reales recibidos; P3 ; PowerPriority; msgPerPriority; Reales Leidos (remainint); Reales recibidos; P4 ; PowerPriority; msgPerPriority; Reales Leidos (remainint); Reales recibidos; Expirados; Solicitados; Leidos; Remaining final
24239;1;1;533;533;67;2;0.5;267;733;160;3;0.25;133;706;177;4;0.125;67;596;596;0;0;0;0
25243;1;1;533;533;94;2;0.5;267;706;194;3;0.25;133;645;319;4;0.125;67;393;393;0;0;0;0
26250;1;1;533;533;57;2;0.5;267;743;143;3;0.25;133;733;181;4;0.125;67;619;619;0;0;0;0
27266;1;1;533;533;39;2;0.5;267;761;97;3;0.25;133;797;142;4;0.125;67;722;722;0;0;0;0
28279;1;1;533;533;38;2;0.5;267;762;83;3;0.25;133;812;103;4;0.125;67;776;776;0;0;0;0
29279;1;1;533;533;23;2;0.5;267;777;39;3;0.25;133;871;72;4;0.125;67;866;866;0;0;0;0
30285;1;1;533;533;21;2;0.5;267;779;50;3;0.25;133;862;100;4;0.125;67;829;829;0;0;0;0
31298;1;1;533;533;46;2;0.5;267;754;75;3;0.25;133;812;82;4;0.125;67;797;797;0;0;0;0
32302;1;1;533;533;24;2;0.5;267;776;55;3;0.25;133;854;65;4;0.125;67;856;856;0;0;0;0
33314;1;1;533;533;41;2;0.5;267;759;95;3;0.25;133;797;146;4;0.125;67;718;718;0;0;0;0
34342;1;1;533;533;48;2;0.5;267;752;98;3;0.25;133;787;173;4;0.125;67;681;681;0;0;0;0
35334;1;1;533;533;56;2;0.5;267;744;116;3;0.25;133;761;172;4;0.125;67;656;656;0;0;0;0
36348;1;1;533;533;50;2;0.5;267;750;125;3;0.25;133;758;172;4;0.125;67;653;653;0;0;0;0
37352;1;1;533;533;86;2;0.5;267;714;179;3;0.25;133;668;296;4;0.125;67;439;439;0;0;0;0
38356;1;1;533;533;63;2;0.5;267;737;134;3;0.25;133;736;215;4;0.125;67;588;588;0;0;0;0
39358;1;1;533;533;65;2;0.5;267;735;164;3;0.25;133;704;220;4;0.125;67;551;551;0;0;0;0
40371;1;1;533;533;80;2;0.5;267;720;194;3;0.25;133;659;263;4;0.125;67;463;463;0;0;0;0
41378;1;1;533;533;83;2;0.5;267;717;176;3;0.25;133;674;284;4;0.125;67;457;457;0;0;0;0
42380;1;1;533;533;64;2;0.5;267;736;154;3;0.25;133;715;212;4;0.125;67;570;570;0;0;0;0
43381;1;1;533;533;79;2;0.5;267;721;118;3;0.25;133;736;203;4;0.125;67;600;600;0;0;0;0
44396;1;1;533;533;38;2;0.5;267;762;96;3;0.25;133;799;131;4;0.125;67;735;735;0;0;0;0
45400;1;1;533;533;68;2;0.5;267;732;141;3;0.25;133;724;187;4;0.125;67;604;604;0;0;0;0
46403;1;1;533;533;28;2;0.5;267;772;41;3;0.25;133;864;63;4;0.125;67;868;868;0;0;0;0
47415;1;1;533;533;28;2;0.5;267;772;41;3;0.25;133;864;77;4;0.125;67;854;854;0;0;0;0
48419;1;1;533;533;77;2;0.5;267;723;145;3;0.25;133;711;213;4;0.125;67;565;565;0;0;0;0
49419;1;1;533;533;73;2;0.5;267;727;163;3;0.25;133;697;269;4;0.125;67;495;495;0;0;0;0
50428;1;1;533;533;107;2;0.5;267;693;194;3;0.25;133;632;295;4;0.125;67;404;404;0;0;0;0
51433;1;1;533;533;119;2;0.5;267;681;206;3;0.25;133;608;292;4;0.125;67;383;383;0;0;0;0
52446;1;1;533;533;71;2;0.5;267;729;125;3;0.25;133;737;180;4;0.125;67;624;624;0;0;0;0
53457;1;1;533;533;72;2;0.5;267;728;124;3;0.25;133;737;179;4;0.125;67;625;625;0;0;0;0
54467;1;1;533;533;51;2;0.5;267;749;109;3;0.25;133;773;146;4;0.125;67;694;694;0;0;0;0
55477;1;1;533;533;58;2;0.5;267;742;147;3;0.25;133;728;216;4;0.125;67;579;579;0;0;0;0
56479;1;1;533;533;21;2;0.5;267;779;51;3;0.25;133;861;74;4;0.125;67;854;854;0;0;0;0
57488;1;1;533;533;46;2;0.5;267;754;88;3;0.25;133;799;119;4;0.125;67;747;747;0;0;0;0
58495;1;1;533;533;102;2;0.5;267;698;184;3;0.25;133;647;260;4;0.125;67;454;454;0;0;0;0
59509;1;1;533;533;34;2;0.5;267;766;82;3;0.25;133;817;118;4;0.125;67;766;766;0;0;0;0
60518;1;1;533;533;42;2;0.5;267;758;76;3;0.25;133;815;123;4;0.125;67;759;759;0;0;0;0
61528;1;1;533;533;22;2;0.5;267;778;32;3;0.25;133;879;51;4;0.125;67;895;895;0;0;0;0
62530;1;1;533;533;25;2;0.5;267;775;33;3;0.25;133;875;79;4;0.125;67;863;863;0;0;0;0
63530;1;1;533;533;47;2;0.5;267;753;88;3;0.25;133;798;151;4;0.125;67;714;714;0;0;0;0
64538;1;1;533;533;78;2;0.5;267;722;172;3;0.25;133;683;265;4;0.125;67;485;485;0;0;0;0
65546;1;1;533;533;33;2;0.5;267;767;50;3;0.25;133;850;63;4;0.125;67;854;854;0;0;0;0
66554;1;1;533;533;30;2;0.5;267;770;78;3;0.25;133;825;136;4;0.125;67;756;756;0;0;0;0
67563;1;1;533;533;48;2;0.5;267;752;98;3;0.25;133;787;144;4;0.125;67;710;710;0;0;0;0
68565;1;1;533;533;96;2;0.5;267;704;202;3;0.25;133;635;279;4;0.125;67;423;423;0;0;0;0
69577;1;1;533;533;106;2;0.5;267;694;215;3;0.25;133;612;319;4;0.125;67;360;360;0;0;0;0
70579;1;1;533;533;59;2;0.5;267;741;156;3;0.25;133;718;205;4;0.125;67;580;580;0;0;0;0
71607;1;1;533;533;36;2;0.5;267;764;77;3;0.25;133;820;139;4;0.125;67;748;748;0;0;0;0
72607;1;1;533;533;47;2;0.5;267;753;112;3;0.25;133;774;149;4;0.125;67;692;692;0;0;0;0
73593;1;1;533;533;113;2;0.5;267;687;183;3;0.25;133;637;307;4;0.125;67;397;397;0;0;0;0
74599;1;1;533;533;41;2;0.5;267;759;84;3;0.25;133;808;105;4;0.125;67;770;770;0;0;0;0
75602;1;1;533;533;76;2;0.5;267;724;140;3;0.25;133;717;233;4;0.125;67;551;551;0;0;0;0
76615;1;1;533;533;45;2;0.5;267;755;67;3;0.25;133;821;92;4;0.125;67;796;796;0;0;0;0
77617;1;1;533;533;43;2;0.5;267;757;57;3;0.25;133;833;98;4;0.125;67;802;802;0;0;0;0
78631;1;1;533;533;39;2;0.5;267;761;79;3;0.25;133;815;133;4;0.125;67;749;749;0;0;0;0
79641;1;1;533;533;78;2;0.5;267;722;135;3;0.25;133;720;206;4;0.125;67;581;581;0;0;0;0
80658;1;1;533;533;91;2;0.5;267;709;198;3;0.25;133;644;299;4;0.125;67;412;412;0;0;0;0
81662;1;1;533;533;100;2;0.5;267;700;188;3;0.25;133;645;294;4;0.125;67;418;418;0;0;0;0
82675;1;1;533;533;64;2;0.5;267;736;109;3;0.25;133;760;146;4;0.125;67;681;681;0;0;0;0
83685;1;1;533;533;68;2;0.5;267;732;112;3;0.25;133;753;204;4;0.125;67;616;616;0;0;0;0
84694;1;1;533;533;39;2;0.5;267;761;96;3;0.25;133;798;135;4;0.125;67;730;730;0;0;0;0
85698;1;1;533;533;29;2;0.5;267;771;48;3;0.25;133;856;93;4;0.125;67;830;830;0;0;0;0
86703;1;1;533;533;53;2;0.5;267;747;81;3;0.25;133;799;140;4;0.125;67;726;726;0;0;0;0
87711;1;1;533;533;29;2;0.5;267;771;54;3;0.25;133;850;92;4;0.125;67;825;825;0;0;0;0
88719;1;1;533;533;63;2;0.5;267;737;141;3;0.25;133;729;241;4;0.125;67;555;555;0;0;0;0
89729;1;1;533;533;79;2;0.5;267;721;184;3;0.25;133;670;242;4;0.125;67;495;495;0;0;0;0
90737;1;1;533;533;29;2;0.5;267;771;76;3;0.25;133;828;93;4;0.125;67;802;802;0;0;0;0
91760;1;1;533;533;39;2;0.5;267;761;71;3;0.25;133;823;119;4;0.125;67;771;771;0;0;0;0
92741;1;1;533;533;86;2;0.5;267;714;171;3;0.25;133;676;283;4;0.125;67;460;460;0;0;0;0
93751;1;1;533;533;26;2;0.5;267;774;44;3;0.25;133;863;84;4;0.125;67;846;846;0;0;0;0
94760;1;1;533;533;84;2;0.5;267;716;152;3;0.25;133;697;199;4;0.125;67;565;565;0;0;0;0
95767;1;1;533;533;40;2;0.5;267;760;77;3;0.25;133;816;121;4;0.125;67;762;762;0;0;0;0
96770;1;1;533;533;89;2;0.5;267;711;199;3;0.25;133;645;281;4;0.125;67;431;431;0;0;0;0
97777;1;1;533;533;86;2;0.5;267;714;194;3;0.25;133;653;265;4;0.125;67;455;455;0;0;0;0
98789;1;1;533;533;100;2;0.5;267;700;198;3;0.25;133;635;287;4;0.125;67;415;415;0;0;0;0
99798;1;1;533;533;39;2;0.5;267;761;86;3;0.25;133;808;124;4;0.125;67;751;751;0;0;0;0
100813;1;1;533;533;29;2;0.5;267;771;40;3;0.25;133;864;72;4;0.125;67;859;859;0;0;0;0
101816;1;1;533;533;115;2;0.5;267;685;165;3;0.25;133;653;265;4;0.125;67;455;455;0;0;0;0
102821;1;1;533;533;95;2;0.5;267;705;210;3;0.25;133;628;292;4;0.125;67;403;403;0;0;0;0
103833;1;1;533;533;17;2;0.5;267;783;63;3;0.25;133;853;79;4;0.125;67;841;841;0;0;0;0
104838;1;1;533;533;44;2;0.5;267;756;87;3;0.25;133;802;148;4;0.125;67;721;721;0;0;0;0
105843;1;1;533;533;83;2;0.5;267;717;175;3;0.25;133;675;226;4;0.125;67;516;516;0;0;0;0
106857;1;1;533;533;89;2;0.5;267;711;137;3;0.25;133;707;235;4;0.125;67;539;539;0;0;0;0
107868;1;1;533;533;50;2;0.5;267;750;109;3;0.25;133;774;144;4;0.125;67;697;697;0;0;0;0
108871;1;1;533;533;106;2;0.5;267;694;176;3;0.25;133;651;262;4;0.125;67;456;456;0;0;0;0
109872;1;1;533;533;81;2;0.5;267;719;173;3;0.25;133;679;271;4;0.125;67;475;475;0;0;0;0
110878;1;1;533;533;91;2;0.5;267;709;179;3;0.25;133;663;230;4;0.125;67;500;500;0;0;0;0
111884;1;1;533;533;35;2;0.5;267;765;78;3;0.25;133;820;105;4;0.125;67;782;782;0;0;0;0
112897;1;1;533;533;110;2;0.5;267;690;196;3;0.25;133;627;310;4;0.125;67;384;384;0;0;0;0
113907;1;1;533;533;43;2;0.5;267;757;77;3;0.25;133;813;144;4;0.125;67;736;736;0;0;0;0
114916;1;1;533;533;98;2;0.5;267;702;207;3;0.25;133;628;286;4;0.125;67;409;409;0;0;0;0
115922;1;1;533;533;46;2;0.5;267;754;62;3;0.25;133;825;107;4;0.125;67;785;785;0;0;0;0
116935;1;1;533;533;57;2;0.5;267;743;131;3;0.25;133;745;184;4;0.125;67;628;628;0;0;0;0
117952;1;1;533;533;65;2;0.5;267;735;185;3;0.25;133;683;245;4;0.125;67;505;505;0;0;0;0
118956;1;1;533;533;75;2;0.5;267;725;33;3;0.25;133;825;38;4;0.125;67;854;854;0;0;0;0
119976;1;1;533;533;52;2;0.5;267;748;102;3;0.25;133;779;138;4;0.125;67;708;708;0;0;0;0
120963;1;1;533;533;47;2;0.5;267;753;105;3;0.25;133;781;138;4;0.125;67;710;710;0;0;0;0
121977;1;1;533;533;67;2;0.5;267;733;143;3;0.25;133;723;266;4;0.125;67;524;524;0;0;0;0
122974;1;1;533;533;45;2;0.5;267;755;105;3;0.25;133;783;75;4;0.125;67;775;775;0;0;0;0
123979;1;1;533;533;60;2;0.5;267;740;154;3;0.25;133;719;181;4;0.125;67;605;605;0;0;0;0
124992;1;1;533;533;61;2;0.5;267;739;176;3;0.25;133;696;237;4;0.125;67;526;526;0;0;0;0
125992;1;1;533;533;79;2;0.5;267;721;172;3;0.25;133;682;233;4;0.125;67;516;516;0;0;0;0
127008;1;1;533;533;55;2;0.5;267;745;102;3;0.25;133;776;154;4;0.125;67;689;689;0;0;0;0
128008;1;1;533;533;59;2;0.5;267;741;92;3;0.25;133;782;156;4;0.125;67;693;693;0;0;0;0
129013;1;1;533;533;47;2;0.5;267;753;85;3;0.25;133;801;125;4;0.125;67;743;743;0;0;0;0
130028;1;1;533;533;35;2;0.5;267;765;86;3;0.25;133;812;114;4;0.125;67;765;765;0;0;0;0
131040;1;1;533;533;79;2;0.5;267;721;134;3;0.25;133;720;222;4;0.125;67;565;565;0;0;0;0
132054;1;1;533;533;69;2;0.5;267;731;165;3;0.25;133;699;213;4;0.125;67;553;553;0;0;0;0
133057;1;1;533;533;44;2;0.5;267;756;87;3;0.25;133;802;137;4;0.125;67;732;732;0;0;0;0
134061;1;1;533;533;70;2;0.5;267;730;164;3;0.25;133;699;215;4;0.125;67;551;551;0;0;0;0
135072;1;1;533;533;84;2;0.5;267;716;167;3;0.25;133;682;263;4;0.125;67;486;486;0;0;0;0
136095;1;1;533;533;64;2;0.5;267;736;160;3;0.25;133;709;229;4;0.125;67;547;547;0;0;0;0
137076;1;1;533;533;29;2;0.5;267;771;51;3;0.25;133;853;71;4;0.125;67;849;849;0;0;0;0
138083;1;1;533;533;76;2;0.5;267;724;159;3;0.25;133;698;204;4;0.125;67;561;561;0;0;0;0
139094;1;1;533;533;16;2;0.5;267;784;47;3;0.25;133;870;85;4;0.125;67;852;852;0;0;0;0
140107;1;1;533;533;70;2;0.5;267;730;169;3;0.25;133;694;216;4;0.125;67;545;545;0;0;0;0
141118;1;1;533;533;62;2;0.5;267;738;147;3;0.25;133;724;221;4;0.125;67;570;570;0;0;0;0
142125;1;1;533;533;66;2;0.5;267;734;134;3;0.25;133;733;203;4;0.125;67;597;597;0;0;0;0
143161;1;1;533;533;58;2;0.5;267;742;121;3;0.25;133;754;189;4;0.125;67;632;632;0;0;0;0
144153;1;1;533;533;116;2;0.5;267;684;177;3;0.25;133;640;303;4;0.125;67;404;404;0;0;0;0
145164;1;1;533;533;77;2;0.5;267;723;135;3;0.25;133;721;201;4;0.125;67;587;587;0;0;0;0
146174;1;1;533;533;84;2;0.5;267;716;186;3;0.25;133;663;224;4;0.125;67;506;506;0;0;0;0
147190;1;1;533;533;38;2;0.5;267;762;67;3;0.25;133;828;96;4;0.125;67;799;799;0;0;0;0
148194;1;1;533;533;90;2;0.5;267;710;182;3;0.25;133;661;258;4;0.125;67;470;470;0;0;0;0
149208;1;1;533;533;108;2;0.5;267;692;175;3;0.25;133;650;342;4;0.125;67;375;375;0;0;0;0
150209;1;1;533;533;79;2;0.5;267;721;124;3;0.25;133;730;216;4;0.125;67;581;581;0;0;0;0
151223;1;1;533;533;114;2;0.5;267;686;184;3;0.25;133;635;338;4;0.125;67;364;364;0;0;0;0
152237;1;1;533;533;101;2;0.5;267;699;198;3;0.25;133;634;295;4;0.125;67;406;406;0;0;0;0
153242;1;1;533;533;82;2;0.5;267;718;151;3;0.25;133;700;257;4;0.125;67;510;510;0;0;0;0
154242;1;1;533;533;59;2;0.5;267;741;112;3;0.25;133;762;165;4;0.125;67;664;664;0;0;0;0
155257;1;1;533;533;76;2;0.5;267;724;159;3;0.25;133;698;272;4;0.125;67;493;493;0;0;0;0
156265;1;1;533;533;83;2;0.5;267;717;149;3;0.25;133;701;275;4;0.125;67;493;493;0;0;0;0
157280;1;1;533;533;91;2;0.5;267;709;205;3;0.25;133;637;308;4;0.125;67;396;396;0;0;0;0
158281;1;1;533;533;99;2;0.5;267;701;217;3;0.25;133;617;302;4;0.125;67;382;382;0;0;0;0
159285;1;1;533;533;108;2;0.5;267;692;196;3;0.25;133;629;288;4;0.125;67;408;408;0;0;0;0
160293;1;1;533;533;34;2;0.5;267;766;91;3;0.25;133;808;133;4;0.125;67;742;742;0;0;0;0
161291;1;1;533;533;29;2;0.5;267;771;77;3;0.25;133;827;109;4;0.125;67;785;785;0;0;0;0
162295;1;1;533;533;95;2;0.5;267;705;195;3;0.25;133;643;302;4;0.125;67;408;408;0;0;0;0
163310;1;1;533;533;86;2;0.5;267;714;192;3;0.25;133;655;299;4;0.125;67;423;423;0;0;0;0
164321;1;1;533;533;96;2;0.5;267;704;189;3;0.25;133;648;311;4;0.125;67;404;404;0;0;0;0
165326;1;1;533;533;99;2;0.5;267;701;194;3;0.25;133;640;320;4;0.125;67;387;387;0;0;0;0
166334;1;1;533;533;102;2;0.5;267;698;213;3;0.25;133;618;296;4;0.125;67;389;389;0;0;0;0
167339;1;1;533;533;56;2;0.5;267;744;73;3;0.25;133;804;128;4;0.125;67;743;743;0;0;0;0
168369;1;1;533;533;24;2;0.5;267;776;68;3;0.25;133;841;82;4;0.125;67;826;826;0;0;0;0
169363;1;1;533;533;95;2;0.5;267;705;150;3;0.25;133;688;276;4;0.125;67;479;479;0;0;0;0
170374;1;1;533;533;49;2;0.5;267;751;101;3;0.25;133;783;144;4;0.125;67;706;706;0;0;0;0
171377;1;1;533;533;98;2;0.5;267;702;188;3;0.25;133;647;293;4;0.125;67;421;421;0;0;0;0
172394;1;1;533;533;92;2;0.5;267;708;176;3;0.25;133;665;292;4;0.125;67;440;440;0;0;0;0
173400;1;1;533;533;33;2;0.5;267;767;95;3;0.25;133;805;94;4;0.125;67;778;778;0;0;0;0
174405;1;1;533;533;40;2;0.5;267;760;61;3;0.25;133;832;123;4;0.125;67;776;776;0;0;0;0
175410;1;1;533;533;48;2;0.5;267;752;110;3;0.25;133;775;132;4;0.125;67;710;710;0;0;0;0
176419;1;1;533;533;86;2;0.5;267;714;146;3;0.25;133;701;256;4;0.125;67;512;512;0;0;0;0
177431;1;1;533;533;76;2;0.5;267;724;201;3;0.25;133;656;259;4;0.125;67;464;464;0;0;0;0
178445;1;1;533;533;69;2;0.5;267;731;174;3;0.25;133;690;271;4;0.125;67;486;486;0;0;0;0
179449;1;1;533;533;55;2;0.5;267;745;115;3;0.25;133;763;140;4;0.125;67;690;690;0;0;0;0
180463;1;1;533;533;96;2;0.5;267;704;194;3;0.25;133;643;286;4;0.125;67;424;424;0;0;0;0
181466;1;1;533;533;59;2;0.5;267;741;134;3;0.25;133;740;163;4;0.125;67;644;644;0;0;0;0
182471;1;1;533;533;62;2;0.5;267;738;149;3;0.25;133;722;231;4;0.125;67;558;558;0;0;0;0
183472;1;1;533;533;91;2;0.5;267;709;190;3;0.25;133;652;284;4;0.125;67;435;435;0;0;0;0
184486;1;1;533;533;91;2;0.5;267;709;196;3;0.25;133;646;304;4;0.125;67;409;409;0;0;0;0
185494;1;1;533;533;43;2;0.5;267;757;105;3;0.25;133;785;156;4;0.125;67;696;696;0;0;0;0
186502;1;1;533;533;34;2;0.5;267;766;86;3;0.25;133;813;117;4;0.125;67;763;763;0;0;0;0
187501;1;1;533;533;31;2;0.5;267;769;78;3;0.25;133;824;92;4;0.125;67;799;799;0;0;0;0
188509;1;1;533;533;85;2;0.5;267;715;148;3;0.25;133;700;254;4;0.125;67;513;513;0;0;0;0
189520;1;1;533;533;28;2;0.5;267;772;58;3;0.25;133;847;77;4;0.125;67;837;837;0;0;0;0
190545;1;1;533;533;40;2;0.5;267;760;75;3;0.25;133;818;101;4;0.125;67;784;784;0;0;0;0
191527;1;1;533;533;66;2;0.5;267;734;128;3;0.25;133;739;227;4;0.125;67;579;579;0;0;0;0
192533;1;1;533;533;71;2;0.5;267;729;155;3;0.25;133;707;220;4;0.125;67;554;554;0;0;0;0
193531;1;1;533;533;87;2;0.5;267;713;89;3;0.25;133;757;113;4;0.125;67;711;711;0;0;0;0
194547;1;1;533;533;61;2;0.5;267;739;139;3;0.25;133;733;215;4;0.125;67;585;585;0;0;0;0
195555;1;1;533;533;37;2;0.5;267;763;93;3;0.25;133;803;135;4;0.125;67;735;735;0;0;0;0
196569;1;1;533;533;83;2;0.5;267;717;177;3;0.25;133;673;280;4;0.125;67;460;460;0;0;0;0
197578;1;1;533;533;54;2;0.5;267;746;164;3;0.25;133;715;224;4;0.125;67;558;558;0;0;0;0
198592;1;1;533;533;115;2;0.5;267;685;202;3;0.25;133;616;330;4;0.125;67;353;353;0;0;0;0
199608;1;1;533;533;36;2;0.5;267;764;90;3;0.25;133;807;236;4;0.125;67;638;638;0;0;0;0
200613;1;1;533;533;76;2;0.5;267;724;165;3;0.25;133;692;74;4;0.125;67;685;685;0;0;0;0
201624;1;1;533;533;82;2;0.5;267;718;173;3;0.25;133;678;245;4;0.125;67;500;500;0;0;0;0
202632;1;1;533;533;107;2;0.5;267;693;223;3;0.25;133;603;317;4;0.125;67;353;353;0;0;0;0
203637;1;1;533;533;62;2;0.5;267;738;166;3;0.25;133;705;212;4;0.125;67;560;560;0;0;0;0
204643;1;1;533;533;94;2;0.5;267;706;201;3;0.25;133;638;278;4;0.125;67;427;427;0;0;0;0
205649;1;1;533;533;91;2;0.5;267;709;180;3;0.25;133;662;294;4;0.125;67;435;435;0;0;0;0
206654;1;1;533;533;62;2;0.5;267;738;93;3;0.25;133;778;136;4;0.125;67;709;709;0;0;0;0
207654;1;1;533;533;47;2;0.5;267;753;71;3;0.25;133;815;114;4;0.125;67;768;768;0;0;0;0
208656;1;1;533;533;35;2;0.5;267;765;69;3;0.25;133;829;102;4;0.125;67;794;794;0;0;0;0
209656;1;1;533;533;20;2;0.5;267;780;44;3;0.25;133;869;78;4;0.125;67;858;858;0;0;0;0
210670;1;1;533;533;79;2;0.5;267;721;201;3;0.25;133;653;320;4;0.125;67;400;400;0;0;0;0
211687;1;1;533;533;62;2;0.5;267;738;160;3;0.25;133;711;244;4;0.125;67;534;534;0;0;0;0
212691;1;1;533;533;27;2;0.5;267;773;58;3;0.25;133;848;92;4;0.125;67;823;823;0;0;0;0
213701;1;1;533;533;46;2;0.5;267;754;99;3;0.25;133;788;146;4;0.125;67;709;709;0;0;0;0
214715;1;1;533;533;73;2;0.5;267;727;130;3;0.25;133;730;176;4;0.125;67;621;621;0;0;0;0
215731;1;1;533;533;125;2;0.5;267;675;202;3;0.25;133;606;263;4;0.125;67;410;410;0;0;0;0
216737;1;1;533;533;54;2;0.5;267;746;100;3;0.25;133;779;146;4;0.125;67;700;700;0;0;0;0
217744;1;1;533;533;54;2;0.5;267;746;60;3;0.25;133;819;121;4;0.125;67;765;765;0;0;0;0
218754;1;1;533;533;39;2;0.5;267;761;87;3;0.25;133;807;142;4;0.125;67;732;732;0;0;0;0
219756;1;1;533;533;22;2;0.5;267;778;59;3;0.25;133;852;60;4;0.125;67;859;859;0;0;0;0
220758;1;1;533;533;68;2;0.5;267;732;127;3;0.25;133;738;214;4;0.125;67;591;591;0;0;0;0
221772;1;1;533;533;66;2;0.5;267;734;132;3;0.25;133;735;180;4;0.125;67;622;622;0;0;0;0
222784;1;1;533;533;33;2;0.5;267;767;67;3;0.25;133;833;90;4;0.125;67;810;810;0;0;0;0
223795;1;1;533;533;69;2;0.5;267;731;126;3;0.25;133;738;211;4;0.125;67;594;594;0;0;0;0
224796;1;1;533;533;98;2;0.5;267;702;197;3;0.25;133;638;309;4;0.125;67;396;396;0;0;0;0
225800;1;1;533;533;97;2;0.5;267;703;162;3;0.25;133;674;225;4;0.125;67;516;516;0;0;0;0
226804;1;1;533;533;59;2;0.5;267;741;112;3;0.25;133;762;152;4;0.125;67;677;677;0;0;0;0
227812;1;1;533;533;67;2;0.5;267;733;171;3;0.25;133;695;248;4;0.125;67;514;514;0;0;0;0
228827;1;1;533;533;66;2;0.5;267;734;151;3;0.25;133;716;232;4;0.125;67;551;551;0;0;0;0
229829;1;1;533;533;48;2;0.5;267;752;99;3;0.25;133;786;184;4;0.125;67;669;669;0;0;0;0
230854;1;1;533;533;13;2;0.5;267;787;30;3;0.25;133;890;56;4;0.125;67;901;901;0;0;0;0
231845;1;1;533;533;81;2;0.5;267;719;168;3;0.25;133;684;258;4;0.125;67;493;493;0;0;0;0
232854;1;1;533;533;124;2;0.5;267;676;193;3;0.25;133;616;294;4;0.125;67;389;389;0;0;0;0
233866;1;1;533;533;98;2;0.5;267;702;188;3;0.25;133;647;281;4;0.125;67;433;433;0;0;0;0
234867;1;1;533;533;93;2;0.5;267;707;194;3;0.25;133;646;263;4;0.125;67;450;450;0;0;0;0
235871;1;1;533;533;19;2;0.5;267;781;33;3;0.25;133;881;44;4;0.125;67;904;904;0;0;0;0
236875;1;1;533;533;67;2;0.5;267;733;130;3;0.25;133;736;180;4;0.125;67;623;623;0;0;0;0
237888;1;1;533;533;84;2;0.5;267;716;150;3;0.25;133;699;222;4;0.125;67;544;544;0;0;0;0
238896;1;1;533;533;87;2;0.5;267;713;149;3;0.25;133;697;224;4;0.125;67;540;540;0;0;0;0
239902;1;1;533;533;77;2;0.5;267;723;142;3;0.25;133;714;218;4;0.125;67;563;563;0;0;0;0
