Timestamp; Cola 1 expriados; Cola 1 quedan; Cola 2 expirados; Cola 2 quedan; Cola 3 expriados; Cola 3 quedan; Cola 4 expirados; Cola 4 quedan; Total Expirados; Cola Expirados
1027;0;50;0;99;0;134;0;717;0;0
2034;0;0;0;0;0;0;0;2000;0;0
3039;0;0;0;0;0;0;0;2029;0;0
4053;0;0;0;0;0;0;0;1937;0;0
5054;0;0;0;0;0;0;0;1834;0;0
6064;0;0;0;0;0;0;0;1521;0;0
7078;0;0;0;0;0;0;0;2521;0;0
8093;0;13;0;0;0;0;0;2862;0;0
9094;0;27;0;0;0;0;0;2635;0;0
10101;0;43;0;0;0;0;0;2619;0;0
11105;0;34;0;75;0;0;0;3213;0;0
12120;0;48;0;102;0;135;0;3885;0;0
13121;0;41;0;98;0;144;0;4780;0;0
14122;0;15;0;39;0;65;0;5292;0;0
15133;0;0;0;0;0;0;0;5199;0;0
16132;0;0;0;0;0;0;0;5087;0;0
17135;0;56;0;98;0;152;0;5781;0;0
18150;0;51;0;116;0;142;0;6778;0;0
19163;0;0;0;0;0;0;0;6811;0;0
20163;0;0;0;0;0;0;0;6191;0;0
21174;0;37;0;73;0;109;0;6737;0;0
22180;0;0;0;0;0;0;0;6849;0;0
23188;0;49;0;94;0;159;0;6959;0;0
24189;0;30;0;85;0;87;0;7347;0;0
25191;0;51;0;99;0;155;0;7883;0;0
26207;0;43;0;97;0;132;0;8799;0;0
27218;0;0;0;0;0;0;0;8430;0;0
28231;0;0;0;0;0;0;0;8375;0;0
29242;0;23;0;39;0;72;0;8518;0;0
30247;0;21;0;50;0;100;0;8007;0;0
31257;0;27;0;32;0;40;0;7398;0;0
32265;0;0;0;0;0;0;0;6857;0;0
33279;0;41;0;95;0;146;0;7013;0;0
34293;0;45;0;97;0;165;0;6988;0;0
35294;0;49;0;95;0;144;0;7056;0;0
36303;0;38;0;100;0;138;0;7265;0;0
37312;0;46;0;75;0;133;0;7383;0;0
38317;0;55;0;95;0;162;0;8325;0;0
39321;0;36;0;88;0;128;0;8676;0;0
40322;0;34;0;93;0;111;0;9155;0;0
41323;0;46;0;97;0;159;0;10091;0;0
42325;0;47;0;105;0;144;0;10889;0;0
43332;0;17;0;31;0;44;0;10852;0;0
44335;0;7;0;20;0;34;0;11065;0;0
45345;0;53;0;106;0;141;0;11556;0;0
46352;0;28;0;41;0;63;0;11438;0;0
47366;0;28;0;41;0;77;0;10895;0;0
48370;0;54;0;95;0;147;0;10745;0;0
49375;0;25;0;69;0;110;0;10979;0;0
50388;0;60;0;98;0;149;0;11876;0;0
51392;0;65;0;124;0;140;0;12854;0;0
52395;0;57;0;104;0;158;0;13864;0;0
53395;0;42;0;75;0;117;0;13936;0;0
54411;0;0;0;0;0;0;0;13631;0;0
55412;0;6;0;31;0;61;0;13846;0;0
56427;0;6;0;16;0;34;0;14070;0;0
57427;0;24;0;45;0;62;0;13769;0;0
58437;0;48;0;81;0;120;0;13886;0;0
59450;0;0;0;0;0;0;0;14131;0;0
60461;0;42;0;76;0;123;0;14558;0;0
61470;0;22;0;32;0;51;0;14113;0;0
62476;0;25;0;33;0;79;0;13540;0;0
63479;0;27;0;56;0;103;0;13150;0;0
64484;0;47;0;107;0;156;0;13400;0;0
65491;0;33;0;50;0;63;0;13705;0;0
66499;0;10;0;38;0;67;0;13152;0;0
67504;0;0;0;0;0;0;0;12688;0;0
68512;0;50;0;110;0;139;0;13307;0;0
69525;0;53;0;114;0;154;0;14285;0;0
70540;0;24;0;68;0;106;0;15062;0;0
71559;0;36;0;77;0;139;309;15336;309;309
72557;0;14;0;38;0;54;218;14634;218;527
73561;0;68;0;88;0;149;171;14971;171;698
74580;0;5;0;7;0;11;512;14853;512;1210
75562;0;46;0;100;0;162;0;15272;0;1210
76575;0;0;0;0;0;0;0;15027;0;1210
77581;0;0;0;0;0;0;0;14793;0;1210
78581;0;39;0;79;0;133;0;14944;0;1210
79588;0;21;0;45;0;71;0;14536;0;1210
80590;0;58;0;97;0;150;0;15368;0;1210
81590;0;42;0;97;0;150;0;16384;0;1210
82592;0;39;0;63;0;84;0;17148;0;1210
83607;0;44;0;71;0;122;0;17303;0;1210
84630;0;18;0;51;0;79;283;17101;283;1493
85625;0;29;0;48;0;93;0;16989;0;1493
86632;0;21;0;47;0;54;0;16464;0;1493
87637;0;29;0;54;0;92;0;16568;0;1493
88670;0;43;0;90;0;165;585;15860;585;2078
89677;0;52;0;107;0;130;525;15750;525;2603
90672;0;29;0;76;0;93;57;16160;57;2660
91668;0;39;0;71;0;119;0;15812;0;2660
92672;0;39;0;92;0;152;0;15619;0;2660
93707;0;0;0;0;0;0;508;15231;508;3168
94690;0;26;0;40;0;55;0;15023;0;3168
95700;0;0;0;0;0;0;189;14895;189;3357
96704;0;48;0;92;0;116;20;15326;20;3377
97706;0;41;0;112;0;136;0;16293;0;3377
98713;0;55;0;112;0;159;67;17085;67;3444
99708;0;0;0;0;0;0;0;17329;0;3444
100788;0;0;0;0;0;0;1932;15160;1932;5376
101717;0;0;0;0;0;0;0;14671;0;5376
102718;0;0;0;0;0;0;0;15441;0;5376
103748;0;0;0;0;0;0;385;16056;385;5761
104741;0;0;0;0;0;0;79;15560;79;5840
105741;0;0;0;0;0;0;0;15469;0;5840
106745;0;0;0;0;0;0;0;16101;0;5840
107749;0;0;0;0;0;0;0;16643;0;5840
108758;0;0;0;0;0;0;18;16609;18;5858
109800;0;0;0;0;0;0;754;16641;754;6612
110776;0;0;0;0;0;0;0;17346;0;6612
111784;0;0;0;0;0;0;0;17919;0;6612
112797;0;0;0;0;0;0;48;17611;48;6660
113799;0;0;0;0;0;0;0;18611;0;6660
114801;0;0;0;0;0;0;0;18510;0;6660
115832;0;0;0;0;0;0;514;18871;514;7174
116826;0;0;0;0;0;0;360;18225;360;7534
117837;0;8;0;0;0;0;627;17807;627;8161
118852;0;47;0;0;0;0;759;17902;759;8920
119823;0;0;0;0;0;0;0;17276;0;8920
120828;0;0;0;0;0;0;0;17274;0;8920
121830;0;55;0;103;0;149;0;17967;0;8920
122894;0;19;0;60;0;0;1203;16866;1203;10123
123845;0;48;0;119;0;154;0;17098;0;10123
124846;0;31;0;87;0;121;0;17286;0;10123
125859;0;44;0;93;0;137;0;17850;0;10123
126884;0;0;0;0;0;0;435;17431;435;10558
127876;0;0;0;0;0;0;0;17379;0;10558
128895;0;47;0;85;0;125;359;17583;359;10917
129902;0;22;0;41;0;55;467;16635;467;11384
130930;0;43;0;86;0;136;810;15852;810;12194
131911;0;42;0;91;0;135;0;16332;0;12194
132949;0;0;0;0;0;0;651;15526;651;12845
133932;0;27;0;33;0;77;40;15698;40;12885
134958;0;47;0;84;0;147;733;15799;733;13618
135944;0;46;0;104;0;152;13;16535;13;13631
136947;0;0;0;0;0;0;65;16250;65;13696
137961;0;32;0;50;0;81;26;16103;26;13722
138979;0;0;0;0;0;0;376;15886;376;14098
139979;0;52;0;123;0;149;0;16114;0;14098
141004;0;20;0;54;0;88;318;15909;318;14416
141996;0;43;0;90;0;152;61;16673;61;14477
143004;0;48;0;104;0;150;120;16897;120;14597
144020;0;57;0;93;0;156;247;16895;247;14844
145054;0;58;0;86;0;133;710;17214;710;15554
146058;0;30;0;79;0;101;514;16939;514;16068
147052;0;38;0;67;0;96;131;17521;131;16199
148059;0;43;0;82;0;118;0;17260;0;16199
149068;0;52;0;76;0;180;0;18195;0;16199
150082;0;55;0;92;0;170;0;19186;0;16199
151107;0;56;0;101;0;159;519;19011;519;16718
152124;0;53;0;96;0;150;645;19383;645;17363
153118;0;49;0;89;0;156;217;20171;217;17580
154141;0;49;0;94;0;141;552;20282;552;18132
155156;0;42;0;103;0;149;555;19907;555;18687
156153;0;51;0;99;0;170;494;20076;494;19181
157141;0;33;0;104;0;159;0;20741;0;19181
158150;0;47;0;107;0;146;0;21737;0;19181
159188;0;51;0;107;0;150;581;22148;581;19762
160189;0;34;0;91;0;133;576;22379;576;20338
161182;0;29;0;77;0;109;288;21953;288;20626
162186;0;55;0;99;0;166;173;21675;173;20799
163208;0;40;0;96;0;139;473;22247;473;21272
164206;0;47;0;108;0;145;403;22819;403;21675
165254;0;48;0;93;0;162;1223;22593;1223;22898
166194;0;0;0;0;0;0;113;22783;113;23011
167241;0;0;0;0;0;0;830;22953;830;23841
168199;0;0;0;0;0;0;0;22822;0;23841
169266;0;0;0;0;0;0;1205;21169;1205;25046
170232;0;0;0;0;0;0;297;21635;297;25343
171322;0;0;0;0;0;0;1813;19796;1813;27156
172247;0;0;0;0;0;0;227;20569;227;27383
173265;0;0;0;0;0;0;326;21205;326;27709
174263;0;0;0;0;0;0;76;20931;76;27785
175286;0;0;0;0;0;0;442;20296;442;28227
176267;0;0;0;0;0;0;0;20226;0;28227
177319;0;0;0;0;0;0;883;19956;883;29110
178345;0;0;0;0;0;0;1233;19479;1233;30343
179314;0;0;0;0;0;0;578;19532;578;30921
180300;0;0;0;0;0;0;227;19386;227;31148
181313;0;0;0;0;0;0;180;20138;180;31328
182406;0;0;0;0;0;0;2096;18331;2096;33424
183342;0;0;0;0;0;0;734;17974;734;34158
184325;0;0;0;0;0;0;0;18780;0;34158
185370;0;0;0;0;0;0;932;18777;932;35090
186351;0;0;0;0;0;0;313;18464;313;35403
187342;0;0;0;0;0;0;43;18307;43;35446
188354;0;0;0;0;0;0;0;18046;0;35446
189367;0;0;0;0;0;0;287;18341;287;35733
190362;0;0;0;0;0;0;0;17863;0;35733
191372;0;0;0;0;0;0;93;17462;93;35826
192432;0;35;0;0;0;0;1231;16809;1231;37057
193394;0;49;0;0;0;0;0;17334;0;37057
194408;0;38;0;85;0;116;0;17703;0;37057
195419;0;37;0;93;0;135;0;18161;0;37057
196428;0;37;0;81;0;125;0;17963;0;37057
197490;0;17;0;42;0;66;1011;17520;1011;38068
198448;0;59;0;92;0;146;0;18348;0;38068
199478;0;13;0;15;0;0;357;18489;357;38425
200535;0;49;0;103;0;0;1430;17518;1430;39855
201486;0;41;0;73;0;120;248;17553;248;40103
202497;0;66;0;111;0;158;435;17842;435;40538
203517;0;29;0;78;0;111;691;17946;691;41229
204527;0;46;0;115;0;141;722;17812;722;41951
205500;0;45;0;89;0;134;0;18749;0;41951
206518;0;62;0;93;0;136;267;19335;267;42218
207521;0;22;0;37;0;51;298;18589;298;42516
208522;0;35;0;69;0;102;0;18604;0;42516
209526;0;20;0;44;0;78;0;18184;0;42516
210527;0;47;0;106;0;153;0;18020;0;42516
211540;0;46;0;111;0;154;267;18748;267;42783
212542;0;0;0;0;0;0;0;18572;0;42783
213563;0;0;0;0;0;0;292;17843;292;43075
214567;0;58;0;92;0;138;210;18345;210;43285
215558;0;58;0;110;0;120;13;18586;13;43298
216608;0;27;0;54;0;78;834;18444;834;44132
217611;0;54;0;60;0;121;790;17899;790;44922
218596;0;21;0;41;0;77;303;17179;303;45225
219594;0;22;0;59;0;60;0;17061;0;45225
220599;0;53;0;102;0;149;0;16809;0;45225
221632;0;24;0;47;0;70;442;16352;442;45667
222660;0;33;0;67;0;90;1191;15482;1191;46858
223628;0;19;0;36;0;57;0;14967;0;46858
224674;0;60;0;110;0;169;855;14885;855;47713
225671;0;58;0;89;0;118;533;15183;533;48246
226665;0;57;0;107;0;143;96;15781;96;48342
227660;0;36;0;86;0;119;0;15673;0;48342
228668;0;28;0;67;0;98;0;16137;0;48342
229681;0;23;0;49;0;87;0;16482;0;48342
230716;0;0;0;0;0;0;863;15390;863;49205
231693;0;36;0;71;0;120;0;15243;0;49205
232701;0;65;0;104;0;136;0;16065;0;49205
233714;0;47;0;90;0;146;0;17087;0;49205
234738;0;47;0;104;0;150;383;17686;383;49588
235768;0;19;0;33;0;44;1004;17104;1004;50592
236738;0;36;0;74;0;105;0;16659;0;50592
237752;0;26;0;61;0;86;0;16835;0;50592
238759;0;58;0;101;0;136;0;17624;0;50592
239768;0;29;0;62;0;94;0;17977;0;50592
240776;0;44;0;76;0;99;0;18521;0;50592
241798;0;0;0;0;0;0;223;18253;223;50815
242796;0;42;0;82;0;133;0;18856;0;50815
243802;0;39;0;59;0;120;0;18677;0;50815
244802;0;46;0;109;0;150;0;18590;0;50815
245842;0;61;0;96;0;155;498;18477;498;51313
246856;0;44;0;99;0;125;553;17894;553;51866
247838;0;42;0;86;0;150;130;18640;130;51996
248846;0;35;0;52;0;80;256;18024;256;52252
249859;0;51;0;90;0;143;376;18531;376;52628
250860;0;55;0;88;0;156;249;19267;249;52877
251860;0;49;0;100;0;132;137;20040;137;53014
252911;0;0;0;0;0;0;1273;18449;1273;54287
253923;0;34;0;54;0;84;1233;17425;1233;55520
254868;0;43;0;101;0;166;37;17250;37;55557
255881;0;18;0;48;0;60;0;17821;0;55557
256888;0;3;0;14;0;18;0;17014;0;55557
257891;0;12;0;20;0;32;0;16176;0;55557
258908;0;17;0;17;0;39;127;15330;127;55684
259909;0;10;0;29;0;39;160;14418;160;55844
260905;0;15;0;28;0;45;0;14063;0;55844
261908;0;0;0;0;0;0;0;13322;0;55844
262917;0;0;0;0;0;0;0;12413;0;55844
263928;0;0;0;0;0;0;0;11516;0;55844
264935;0;0;0;0;0;0;0;10995;0;55844
265942;0;0;0;0;0;0;0;10089;0;55844
266955;0;0;0;0;0;0;0;9219;0;55844
267962;0;0;0;0;0;0;0;8622;0;55844
268967;0;0;0;0;0;0;0;7786;0;55844
269977;0;0;0;0;0;0;0;6985;0;55844
270979;0;0;0;0;0;0;0;6293;0;55844
271990;0;0;0;0;0;0;0;5614;0;55844
272999;0;0;0;0;0;0;0;4987;0;55844
274008;0;0;0;0;0;0;0;4201;0;55844
275015;0;0;0;0;0;0;0;3483;0;55844
276028;0;0;0;0;0;0;0;2740;0;55844
277034;0;0;0;0;0;0;0;1802;0;55844
278042;0;0;0;0;0;0;0;1098;0;55844
279050;0;0;0;0;0;0;0;176;0;55844
280063;0;0;0;0;0;0;0;0;0;55288
281073;0;0;0;0;0;0;0;0;0;54607
282081;0;0;0;0;0;0;0;0;0;53874
283092;0;0;0;0;0;0;0;0;0;53254
284092;0;0;0;0;0;0;0;0;0;52457
285096;0;0;0;0;0;0;0;0;0;51772
286103;0;0;0;0;0;0;0;0;0;51023
287117;0;0;0;0;0;0;0;0;0;50211
288123;0;0;0;0;0;0;0;0;0;49347
289133;0;0;0;0;0;0;0;0;0;48699
290139;0;0;0;0;0;0;0;0;0;47770
291149;0;0;0;0;0;0;0;0;0;47110
292163;0;0;0;0;0;0;0;0;0;46277
293173;0;0;0;0;0;0;0;0;0;45368
294175;0;0;0;0;0;0;0;0;0;44611
295189;0;0;0;0;0;0;0;0;0;44040
296196;0;0;0;0;0;0;0;0;0;43169
297197;0;0;0;0;0;0;0;0;0;42435
298211;0;0;0;0;0;0;0;0;0;41754
299218;0;0;0;0;0;0;0;0;0;41104
300229;0;0;0;0;0;0;0;0;0;40196
301243;0;0;0;0;0;0;0;0;0;39598
302257;0;0;0;0;0;0;0;0;0;38707
303259;0;0;0;0;0;0;0;0;0;37825
304267;0;0;0;0;0;0;0;0;0;37135
305274;0;0;0;0;0;0;0;0;0;36521
306277;0;0;0;0;0;0;0;0;0;35712
307286;0;0;0;0;0;0;0;0;0;35006
308288;0;0;0;0;0;0;0;0;0;34145
309289;0;0;0;0;0;0;0;0;0;33819
310303;0;0;0;0;0;0;0;0;0;32914
311309;0;4;0;14;0;25;0;122;0;31980
312325;0;13;0;30;0;36;0;250;0;31292
313336;0;5;0;18;0;16;0;82;0;30807
314351;0;9;0;11;0;23;0;82;0;29928
315363;0;0;0;0;0;0;0;0;0;29232
316369;0;12;0;9;0;30;0;100;0;28443
317370;0;0;0;0;0;0;0;0;0;27767
318371;0;4;0;8;0;9;0;98;0;26913
319372;0;16;0;27;0;32;0;181;0;26159
320375;0;5;0;9;0;16;0;49;0;25415
321375;0;11;0;15;0;28;0;119;0;24573
322379;0;8;0;15;0;18;0;121;0;23843
323381;0;10;0;18;0;21;0;108;0;23005
324391;0;3;0;3;0;10;0;49;0;22359
325394;0;10;0;28;0;37;0;150;0;21424
326394;0;5;0;7;0;7;0;57;0;20958
327397;0;19;0;44;0;57;0;245;0;20161
328408;0;22;0;40;0;64;0;239;0;19526
329412;0;14;0;17;0;38;0;161;0;18958
330414;0;0;0;0;0;0;0;0;0;18299
331425;0;10;0;19;0;26;0;111;0;17380
332433;0;7;0;24;0;30;0;98;0;16855
333442;0;0;0;0;0;0;0;0;0;16159
334445;0;6;0;15;0;14;0;73;0;15263
335460;0;3;0;9;0;15;0;81;0;14460
336470;0;2;0;9;0;8;0;47;0;13820
337479;0;4;0;8;0;14;0;63;0;12886
338483;0;11;0;24;0;47;0;214;0;11975
339496;0;3;0;16;0;23;0;105;0;11348
340499;0;25;0;17;0;34;0;191;0;10495
341509;0;5;0;9;0;12;0;63;0;9864
342512;0;11;0;19;0;35;0;100;0;9259
343522;0;0;0;0;0;0;0;0;0;8554
344531;0;13;0;12;0;30;0;137;0;7727
345533;0;0;0;0;0;0;0;0;0;7009
346536;0;7;0;19;0;17;0;85;0;6103
347536;0;0;0;0;0;0;0;0;0;5406
348548;0;0;0;0;0;0;0;0;0;4523
349564;0;0;0;0;0;0;0;0;0;3641
350572;0;0;0;0;0;0;0;0;0;2755
351580;0;0;0;0;0;0;0;0;0;2252
352581;0;0;0;0;0;0;0;0;0;1614
353586;0;0;0;0;0;0;0;0;0;682
354592;0;0;0;0;0;0;0;0;0;139
355598;0;0;0;0;0;0;0;0;0;0
356604;0;0;0;0;0;0;0;0;0;0
357605;0;0;0;0;0;0;0;0;0;0
358615;0;0;0;0;0;0;0;0;0;0
359623;0;0;0;0;0;0;0;0;0;0
360624;0;0;0;0;0;0;0;0;0;0
361637;0;0;0;0;0;0;0;0;0;0
362642;0;0;0;0;0;0;0;0;0;0
363646;0;0;0;0;0;0;0;0;0;0
364650;0;0;0;0;0;0;0;0;0;0
365650;0;0;0;0;0;0;0;0;0;0
366655;0;0;0;0;0;0;0;0;0;0
367669;0;0;0;0;0;0;0;0;0;0
368683;0;0;0;0;0;0;0;0;0;0
369686;0;0;0;0;0;0;0;0;0;0
370697;0;0;0;0;0;0;0;0;0;0
371701;0;0;0;0;0;0;0;0;0;0
372705;0;0;0;0;0;0;0;0;0;0
373711;0;0;0;0;0;0;0;0;0;0
374727;0;0;0;0;0;0;0;0;0;0
375731;0;0;0;0;0;0;0;0;0;0
376742;0;0;0;0;0;0;0;0;0;0
377744;0;0;0;0;0;0;0;0;0;0
378757;0;0;0;0;0;0;0;0;0;0
379759;0;0;0;0;0;0;0;0;0;0
380770;0;0;0;0;0;0;0;0;0;0
381770;0;0;0;0;0;0;0;0;0;0
382776;0;0;0;0;0;0;0;0;0;0
383777;0;0;0;0;0;0;0;0;0;0
384780;0;0;0;0;0;0;0;0;0;0
385794;0;0;0;0;0;0;0;0;0;0
386806;0;0;0;0;0;0;0;0;0;0
387816;0;0;0;0;0;0;0;0;0;0
388823;0;0;0;0;0;0;0;0;0;0
389837;0;0;0;0;0;0;0;0;0;0
390837;0;0;0;0;0;0;0;0;0;0
391852;0;0;0;0;0;0;0;0;0;0
392857;0;0;0;0;0;0;0;0;0;0
393863;0;0;0;0;0;0;0;0;0;0
394869;0;0;0;0;0;0;0;0;0;0
395881;0;4;0;0;0;0;0;0;0;0
396897;0;0;0;0;0;0;0;0;0;0
397902;0;22;0;0;0;0;0;0;0;0
398913;0;5;0;9;0;0;0;0;0;0
399926;0;0;0;0;0;0;0;0;0;0
400933;0;6;0;10;0;27;0;86;0;0
401933;0;4;0;6;0;7;0;66;0;0
402936;0;25;0;51;0;82;0;332;0;0
403950;0;0;0;0;0;0;0;0;0;0
404964;0;14;0;32;0;43;0;193;0;0
405966;0;0;0;0;0;0;0;0;0;0
406979;0;1;0;8;0;10;0;55;0;0
407979;0;9;0;17;0;29;0;143;0;0
408989;0;0;0;0;0;0;0;0;0;0
410003;0;9;0;9;0;22;0;92;0;0
411008;0;11;0;14;0;29;0;124;0;0
412022;0;11;0;15;0;30;0;114;0;0
413024;0;0;0;0;0;0;0;0;0;0
414032;0;8;0;14;0;25;0;113;0;0
415038;0;1;0;7;0;9;0;67;0;0
416038;0;3;0;4;0;4;0;52;0;0
417051;0;28;0;57;0;70;0;324;0;0
418064;0;12;0;16;0;36;0;170;0;0
419073;0;9;0;22;0;28;0;134;0;0
420078;0;8;0;24;0;20;0;138;0;0
421086;0;0;0;0;0;0;0;0;0;0
422100;0;0;0;0;0;0;0;0;0;0
423113;0;0;0;0;0;0;0;0;0;0
424123;0;0;0;0;0;0;0;0;0;0
425138;0;10;0;17;0;28;0;104;0;0
426141;0;17;0;35;0;58;0;233;0;0
427151;0;9;0;17;0;24;0;116;0;0
428156;0;0;0;0;0;0;0;0;0;0
429167;0;5;0;8;0;8;0;56;0;0
430173;0;5;0;5;0;14;0;62;0;0
431179;0;16;0;26;0;45;0;197;0;0
432180;0;4;0;11;0;26;0;111;0;0
433184;0;0;0;0;0;0;0;0;0;0
434186;0;0;0;0;0;0;0;0;0;0
435200;0;0;0;0;0;0;0;0;0;0
436212;0;0;0;0;0;0;0;0;0;0
437227;0;0;0;0;0;0;0;0;0;0
438236;0;0;0;0;0;0;0;0;0;0
439246;0;0;0;0;0;0;0;0;0;0
440250;0;0;0;0;0;0;0;0;0;0
441264;0;0;0;0;0;0;0;0;0;0
442263;0;0;0;0;0;0;0;0;0;0
443269;0;0;0;0;0;0;0;0;0;0
444275;0;0;0;0;0;0;0;0;0;0
445280;0;0;0;0;0;0;0;0;0;0
446285;0;0;0;0;0;0;0;0;0;0
447285;0;0;0;0;0;0;0;0;0;0
448290;0;0;0;0;0;0;0;0;0;0
449291;0;0;0;0;0;0;0;0;0;0
450306;0;0;0;0;0;0;0;0;0;0
451311;0;0;0;0;0;0;0;0;0;0
452323;0;0;0;0;0;0;0;0;0;0
453328;0;0;0;0;0;0;0;0;0;0
454329;0;0;0;0;0;0;0;0;0;0
455333;0;0;0;0;0;0;0;0;0;0
456335;0;0;0;0;0;0;0;0;0;0
457336;0;0;0;0;0;0;0;0;0;0
458341;0;0;0;0;0;0;0;0;0;0
459347;0;0;0;0;0;0;0;0;0;0
460351;0;0;0;0;0;0;0;0;0;0
461354;0;0;0;0;0;0;0;0;0;0
462369;0;0;0;0;0;0;0;0;0;0
463371;0;0;0;0;0;0;0;0;0;0
464373;0;0;0;0;0;0;0;0;0;0
465379;0;0;0;0;0;0;0;0;0;0
466385;0;0;0;0;0;0;0;0;0;0
467392;0;0;0;0;0;0;0;0;0;0
468393;0;0;0;0;0;0;0;0;0;0
469400;0;0;0;0;0;0;0;0;0;0
470409;0;0;0;0;0;0;0;0;0;0
471412;0;0;0;0;0;0;0;0;0;0
472417;0;0;0;0;0;0;0;0;0;0
473419;0;0;0;0;0;0;0;0;0;0
474418;0;0;0;0;0;0;0;0;0;0
475427;0;0;0;0;0;0;0;0;0;0
476433;0;0;0;0;0;0;0;0;0;0
477438;0;0;0;0;0;0;0;0;0;0
478448;0;0;0;0;0;0;0;0;0;0
479456;0;0;0;0;0;0;0;0;0;0
480468;0;0;0;0;0;0;0;0;0;0
481470;0;0;0;0;0;0;0;0;0;0
482484;0;0;0;0;0;0;0;0;0;0
483485;0;0;0;0;0;0;0;0;0;0
484495;0;0;0;0;0;0;0;0;0;0
485498;0;0;0;0;0;0;0;0;0;0
486502;0;0;0;0;0;0;0;0;0;0
487509;0;0;0;0;0;0;0;0;0;0
488512;0;0;0;0;0;0;0;0;0;0
489522;0;0;0;0;0;0;0;0;0;0
490526;0;0;0;0;0;0;0;0;0;0
491541;0;0;0;0;0;0;0;0;0;0
492548;0;0;0;0;0;0;0;0;0;0
493547;0;0;0;0;0;0;0;0;0;0
494562;0;0;0;0;0;0;0;0;0;0
495575;0;0;0;0;0;0;0;0;0;0
496585;0;0;0;0;0;0;0;0;0;0
497599;0;0;0;0;0;0;0;0;0;0
498605;0;0;0;0;0;0;0;0;0;0
499611;0;0;0;0;0;0;0;0;0;0
500618;0;0;0;0;0;0;0;0;0;0
501626;0;0;0;0;0;0;0;0;0;0
502642;0;0;0;0;0;0;0;0;0;0
503656;0;0;0;0;0;0;0;436;0;0
504659;0;42;0;96;0;0;0;298;0;0
505663;0;36;0;0;0;0;0;363;0;0
506668;0;45;0;0;0;0;0;354;0;0
507683;0;54;0;0;0;0;0;707;0;0
508684;0;28;0;0;0;0;0;1126;0;0
509684;0;0;0;0;0;0;0;1010;0;0
510690;0;21;0;0;0;0;0;1274;0;0
511691;0;36;0;79;0;0;0;1872;0;0
512691;0;69;0;0;0;0;0;2852;0;0
513701;0;36;0;0;0;0;0;2396;0;0
514701;0;48;0;109;0;0;0;2246;0;0
515713;0;11;0;17;0;0;0;2574;0;0
516718;0;53;0;108;0;147;0;3086;0;0
517730;0;43;0;86;0;140;0;3214;0;0
518733;0;31;0;57;0;92;0;2928;0;0
519740;0;48;0;86;0;147;0;3712;0;0
520749;0;0;0;0;0;0;0;3590;0;0
521751;0;46;0;97;0;156;0;4094;0;0
522754;0;0;0;0;0;0;0;3721;0;0
523757;0;36;0;64;0;121;0;3660;0;0
524763;0;62;0;97;0;142;0;4471;0;0
525774;0;40;0;83;0;106;0;4937;0;0
526782;0;26;0;42;0;48;0;5368;0;0
527788;0;54;0;96;0;133;0;5920;0;0
528788;0;38;0;106;0;142;0;6917;0;0
529793;0;32;0;109;0;163;0;7899;0;0
530801;0;23;0;61;0;75;0;7593;0;0
531809;0;34;0;81;0;124;0;7879;0;0
532821;0;52;0;93;0;165;0;8626;0;0
533823;0;45;0;80;0;99;0;9509;0;0
534828;0;0;0;3;0;4;0;9750;0;0
535829;0;9;0;29;0;32;0;9940;0;0
536834;0;46;0;100;0;158;0;10660;0;0
537838;0;23;0;38;0;50;0;11289;0;0
538842;0;44;0;98;0;150;0;12108;0;0
539846;0;27;0;59;0;91;0;12745;0;0
540854;0;26;0;78;0;146;0;12547;0;0
541857;0;52;0;101;0;140;0;13504;0;0
542862;0;15;0;28;0;53;0;14012;0;0
543864;0;37;0;92;0;121;0;14499;0;0
544869;0;64;0;102;0;116;0;15079;0;0
545875;0;33;0;58;0;122;0;15858;0;0
546879;0;34;0;70;0;105;0;16057;0;0
547883;0;40;0;102;0;137;0;16887;0;0
548894;0;21;0;35;0;51;0;17110;0;0
549908;0;55;0;90;0;107;0;17289;0;0
550908;0;23;0;62;0;120;0;16976;0;0
551923;0;40;0;103;0;150;0;17888;0;0
552929;0;2;0;3;0;3;0;18213;0;0
553935;0;41;0;84;0;155;0;18897;0;0
554935;0;38;0;98;0;164;0;19877;0;0
555944;0;0;0;0;0;0;0;20177;0;0
556963;0;0;0;0;0;0;290;19940;290;290
557951;0;0;0;0;0;0;0;20659;0;290
558982;0;0;0;0;0;0;540;19586;540;830
559988;0;0;0;0;0;0;422;19726;422;1252
560995;0;0;0;0;0;0;454;19228;454;1706
562008;0;0;0;0;0;0;526;18702;526;2232
562989;0;0;0;0;0;0;67;19422;67;2299
564022;0;0;0;0;0;0;627;19376;627;2926
565073;0;0;0;0;0;0;1413;18963;1413;4339
566012;0;0;0;0;0;0;111;19852;111;4450
567039;0;0;0;0;0;0;568;18718;568;5018
568042;0;0;0;0;0;0;456;18262;456;5474
569031;0;0;0;0;0;0;0;18223;0;5474
570048;0;0;0;0;0;0;24;18985;24;5498
571056;0;0;0;0;0;0;0;18474;0;5498
572091;0;0;0;0;0;0;742;17717;742;6240
573070;0;0;0;0;0;0;0;17126;0;6240
574091;0;0;0;0;0;0;437;17689;437;6677
575148;0;0;0;0;0;0;1619;16382;1619;8296
576098;0;0;0;0;0;0;0;16178;0;8296
577114;0;0;0;0;0;0;340;15599;340;8636
578107;0;0;0;0;0;0;0;16599;0;8636
