Timestamp; Q1; Q2; Q3; Q4; Expirados
318372;4;8;9;98;26913
318641;6;28;22;190;26913
319141;16;27;32;181;26159
319373;16;27;32;181;26159
319656;16;27;32;181;26159
320161;5;9;16;49;25415
320376;5;9;16;49;25415
320676;10;18;24;106;25415
321176;11;15;28;119;24573
321376;11;15;28;119;24573
321679;14;25;39;192;24573
322181;8;15;18;121;23843
322380;8;15;18;121;23843
322682;8;15;18;121;23843
323198;10;18;21;108;23005
323382;10;18;21;108;23005
323712;17;39;54;244;23005
324220;3;3;10;49;22359
324392;3;3;10;49;22359
324720;3;3;10;49;22359
325222;10;28;37;150;21424
325395;10;28;37;150;21424
325728;21;63;85;365;21424
326224;5;7;7;57;20958
326395;5;7;7;57;20958
326728;14;19;28;142;20958
327241;19;44;57;245;20161
327398;19;44;57;245;20161
327744;19;44;57;245;20161
328255;22;40;64;239;19526
328409;22;40;64;239;19526
328772;28;47;73;284;19526
329274;14;17;38;161;18958
329413;14;17;38;161;18958
329778;20;22;50;249;18958
330291;0;0;0;0;18299
330416;0;0;0;0;18299
330796;4;6;14;57;18299
331299;10;19;26;111;17380
331426;10;19;26;111;17380
331806;28;50;75;322;17380
332311;7;24;30;98;16855
332434;7;24;30;98;16855
332829;15;35;52;202;16855
333333;0;0;0;0;16159
333443;0;0;0;0;16159
333840;8;13;12;71;16159
334355;6;15;14;73;15263
334445;6;15;14;73;15263
334869;11;26;27;133;15263
335369;3;9;15;81;14460
335461;3;9;15;81;14460
335870;20;24;67;249;14460
336379;2;9;8;47;13820
336471;2;9;8;47;13820
336896;2;9;8;47;13820
337402;4;8;14;63;12886
337480;4;8;14;63;12886
337911;4;8;14;63;12886
338425;11;24;47;214;11975
338484;11;24;47;214;11975
338939;13;33;57;270;11975
339454;3;16;23;105;11348
339498;3;16;23;105;11348
339955;3;16;23;105;11348
340471;25;17;34;191;10495
340500;25;17;34;191;10495
340977;30;22;48;269;10495
341481;5;9;12;63;9864
341510;5;9;12;63;9864
341984;24;46;59;266;9864
342485;11;19;35;100;9259
342512;11;19;35;100;9259
342989;15;30;54;196;9259
343493;0;0;0;0;8554
343523;0;0;0;0;8554
343998;5;13;23;132;8554
344505;13;12;30;137;7727
344532;13;12;30;137;7727
345007;18;18;43;203;7727
345505;0;0;0;0;7009
345535;0;0;0;0;7009
346023;4;10;14;66;7009
346523;7;19;17;85;6103
346537;7;19;17;85;6103
347031;18;33;35;217;6103
347538;0;0;0;0;5406
347539;0;0;0;0;5406
348048;8;9;25;75;5406
348549;0;0;0;0;4523
348553;0;0;0;0;4523
349052;7;5;14;92;4523
349565;0;0;0;0;3641
349572;5;18;17;74;3641
350084;5;18;17;74;3641
350572;0;0;0;0;2755
350591;25;53;72;347;2755
351093;25;53;72;347;2755
351581;0;0;0;0;2252
351598;10;20;29;135;2252
352100;22;38;49;253;2252
352582;0;0;0;0;1614
352599;2;14;7;45;1614
353116;2;14;7;45;1614
353587;0;0;0;0;682
353623;8;37;48;207;682
354126;16;45;67;329;682
354594;0;0;0;0;139
354627;3;14;15;59;139
355132;21;43;57;296;139
355599;0;0;0;0;0
355633;0;0;0;0;0
356148;5;14;14;84;0
356605;0;0;0;0;0
356656;10;9;25;102;0
357170;12;19;35;145;0
357606;0;0;0;0;0
357671;0;0;0;0;0
358178;17;29;42;160;0
358616;0;0;0;0;0
358684;3;2;6;63;0
359184;3;2;6;63;0
359624;0;0;0;0;0
359690;27;47;55;307;0
360205;43;65;68;422;0
360624;0;0;0;0;0
360706;5;4;8;54;0
361220;10;10;27;137;0
361638;0;0;0;0;0
361721;4;15;13;90;0
362221;4;15;13;90;0
362643;0;0;0;0;0
362724;9;19;33;138;0
363225;28;60;90;373;0
363647;0;0;0;0;0
363728;2;7;12;49;0
364230;7;20;29;124;0
364652;0;0;0;0;0
364733;14;31;43;186;0
365248;32;64;96;437;0
365652;0;0;0;0;0
365764;0;0;0;0;0
366269;6;10;10;48;0
366656;0;0;0;0;0
366768;7;15;29;132;0
367269;7;15;29;132;0
367671;0;0;0;0;0
367785;6;11;30;109;0
368298;7;14;43;159;0
368685;0;0;0;0;0
368812;10;29;39;195;0
369314;10;29;39;195;0
369687;0;0;0;0;0
369815;24;37;56;246;0
370321;40;76;121;472;0
370698;0;0;0;0;0
370829;0;0;0;0;0
371330;1;9;15;76;0
371702;0;0;0;0;0
371829;11;37;45;240;0
372329;11;37;45;240;0
372706;0;0;0;0;0
372836;2;7;10;51;0
373341;13;18;36;165;0
373712;0;0;0;0;0
373841;3;12;27;102;0
374354;3;12;27;102;0
374729;0;0;0;0;0
374858;4;8;11;61;0
375357;7;14;26;134;0
375732;0;0;0;0;0
375864;5;13;22;101;0
376369;5;13;22;101;0
376743;0;0;0;0;0
376871;13;32;36;144;0
377373;13;32;36;144;0
377745;0;0;0;0;0
377874;16;27;43;211;0
378387;20;36;62;301;0
378758;0;0;0;0;0
378902;0;0;0;0;0
379401;4;18;23;117;0
379760;0;0;0;0;0
379901;4;19;16;86;0
380417;19;49;62;257;0
380771;0;0;0;0;0
380932;1;8;17;57;0
381446;1;8;17;57;0
381771;0;0;0;0;0
381949;7;12;20;77;0
382451;15;15;43;156;0
382777;0;0;0;0;0
382952;0;0;0;0;0
383467;4;15;21;64;0
383778;0;0;0;0;0
383971;4;9;11;50;0
384473;14;24;35;151;0
384781;0;0;0;0;0
384987;21;30;49;232;0
385485;29;46;68;342;0
385796;0;0;0;0;0
386000;0;0;0;0;0
386514;8;29;37;181;0
386807;0;0;0;0;0
387017;0;0;0;0;0
387523;11;40;38;255;0
387817;0;0;0;0;0
388026;5;13;14;79;0
388527;12;31;39;142;0
388824;0;0;0;0;0
389031;0;0;0;0;0
389532;10;7;5;68;0
389838;0;0;0;0;0
390047;3;10;24;89;0
390561;5;17;39;134;0
390838;0;0;0;0;0
391062;9;16;17;109;0
391575;17;33;38;245;0
391854;0;0;0;0;0
392079;20;34;56;184;0
392581;25;54;87;308;0
392858;0;0;0;0;0
393081;0;0;0;0;0
393583;5;11;12;66;0
393864;0;0;0;0;0
394087;6;9;6;63;0
394592;17;36;43;201;0
394870;0;0;0;0;0
395105;0;0;0;0;0
395619;4;22;20;99;0
395882;4;0;0;0;0
396126;8;14;22;90;0
396633;0;14;22;90;0
396899;0;0;0;0;0
397139;3;10;23;89;0
397641;22;53;84;346;0
397903;22;0;0;0;0
398156;22;0;0;0;0
398657;5;9;13;49;0
398915;5;9;0;0;0
399171;14;31;38;148;0
399670;0;0;0;0;0
399927;0;0;0;0;0
400187;8;11;32;147;0
400686;6;10;27;86;0
400935;6;10;27;86;0
401190;24;46;72;334;0
401701;4;6;7;66;0
401934;4;6;7;66;0
402205;12;22;27;155;0
402706;25;51;82;332;0
402937;25;51;82;332;0
403221;33;83;133;512;0
403735;0;0;0;0;0
403951;0;0;0;0;0
404239;2;9;11;59;0
404747;14;32;43;193;0
404965;14;32;43;193;0
405264;21;44;65;315;0
405768;0;0;0;0;0
405967;0;0;0;0;0
406272;14;22;44;192;0
406777;1;8;10;55;0
406980;1;8;10;55;0
407288;4;13;21;120;0
407790;9;17;29;143;0
407980;9;17;29;143;0
408300;18;38;51;254;0
408804;0;0;0;0;0
408990;0;0;0;0;0
409322;5;14;21;85;0
409833;9;9;22;92;0
410005;9;9;22;92;0
410336;21;27;58;234;0
410841;11;14;29;124;0
411009;11;14;29;124;0
411356;11;14;29;124;0
411864;11;15;30;114;0
412024;11;15;30;114;0
412370;17;40;71;317;0
412884;0;0;0;0;0
413025;0;0;0;0;0
413390;5;9;12;61;0
413891;8;14;25;113;0
414034;8;14;25;113;0
414398;15;32;55;248;0
414899;1;7;9;67;0
415039;1;7;9;67;0
415416;1;7;9;67;0
415917;3;4;4;52;0
416038;3;4;4;52;0
416431;6;13;14;121;0
416947;28;57;70;324;0
417052;28;57;70;324;0
417458;34;64;84;394;0
417961;12;16;36;170;0
418066;12;16;36;170;0
418461;12;16;36;170;0
418965;9;22;28;134;0
419074;9;22;28;134;0
419472;30;56;73;395;0
419973;8;24;20;138;0
420079;8;24;20;138;0
420478;36;59;71;362;0
420980;0;0;0;0;0
421087;0;0;0;0;0
421494;1;8;9;49;0
422010;0;0;0;0;0
422102;0;0;0;0;0
422509;16;21;33;127;0
423010;0;0;0;0;0
423114;0;0;0;0;0
423525;3;7;10;52;0
424033;0;0;0;0;0
424125;0;0;0;0;0
424546;5;14;14;77;0
425049;10;17;28;104;0
425138;10;17;28;104;0
425563;31;51;84;353;0
426068;17;35;58;233;0
426143;17;35;58;233;0
426569;25;56;86;352;0
427079;9;17;24;116;0
427152;9;17;24;116;0
427582;22;42;71;305;0
428098;0;0;0;0;0
428158;0;0;0;0;0
428612;4;15;26;146;0
429124;5;8;8;56;0
429169;5;8;8;56;0
429639;22;48;67;286;0
430146;5;5;14;62;0
430173;5;5;14;62;0
430649;5;5;14;62;0
431151;16;26;45;197;0
431180;16;26;45;197;0
431667;16;26;45;197;0
432167;4;11;26;111;0
432180;4;11;26;111;0
432681;4;11;26;111;0
433185;0;0;0;0;0
433187;8;19;20;143;0
433688;8;19;20;143;0
434187;0;0;0;0;0
434191;3;8;26;93;0
434705;3;8;26;93;0
435202;0;0;0;0;0
435206;6;10;27;118;0
435710;14;30;54;245;0
436213;0;0;0;0;0
436218;13;17;29;126;0
436730;13;17;29;126;0
437228;0;0;0;0;0
437233;5;13;14;82;0
437747;5;13;14;82;0
438237;0;0;0;0;0
438253;21;42;56;225;0
438761;24;48;70;286;0
439247;0;0;0;0;0
439265;21;35;53;317;0
439768;29;58;82;448;0
440251;0;0;0;0;0
440268;20;45;56;233;0
440769;27;64;74;373;0
441265;0;0;0;0;0
441269;5;13;20;66;0
441770;6;26;33;135;0
442264;0;0;0;0;0
442269;0;0;0;0;0
442781;28;57;77;356;0
443270;0;0;0;0;0
443287;9;10;20;74;0
443791;11;18;27;131;0
444276;0;0;0;0;0
444292;0;0;0;0;0
444797;14;27;35;197;0
445281;0;0;0;0;0
445298;5;11;19;86;0
445801;12;28;45;190;0
446286;0;0;0;0;0
446303;0;0;0;0;0
446806;8;21;31;168;0
447286;0;0;0;0;0
447303;7;21;24;97;0
447807;16;44;62;292;0
448291;0;0;0;0;0
448308;4;16;24;83;0
448812;12;44;54;213;0
449293;0;0;0;0;0
449309;8;20;22;142;0
449824;8;20;22;142;0
450307;0;0;0;0;0
450325;10;12;24;108;0
450829;21;25;48;238;0
451312;0;0;0;0;0
451329;8;11;32;125;0
451842;15;25;48;209;0
452324;0;0;0;0;0
452357;0;0;0;0;0
452863;7;28;30;122;0
453328;0;0;0;0;0
453363;0;0;0;0;0
453875;26;42;44;299;0
454330;0;0;0;0;0
454382;4;15;20;85;0
454883;12;22;55;176;0
455334;0;0;0;0;0
455382;3;10;11;59;0
455884;3;10;11;59;0
456337;0;0;0;0;0
456389;8;17;32;141;0
456895;16;36;57;264;0
457337;0;0;0;0;0
457404;12;10;15;91;0
457906;18;31;31;191;0
458342;0;0;0;0;0
458408;11;13;20;113;0
458908;11;13;20;113;0
459349;0;0;0;0;0
459414;8;15;18;94;0
459918;11;20;33;156;0
460352;0;0;0;0;0
460418;3;20;22;108;0
460921;10;35;41;231;0
461355;0;0;0;0;0
461421;8;23;26;123;0
461920;14;38;41;220;0
462370;0;0;0;0;0
462435;4;6;12;53;0
462938;12;32;37;203;0
463372;0;0;0;0;0
463437;12;20;45;171;0
463951;12;20;45;171;0
464374;0;0;0;0;0
464461;10;16;26;126;0
464966;45;77;110;488;0
465380;0;0;0;0;0
465478;0;0;0;0;0
465983;13;18;30;115;0
466386;0;0;0;0;0
466499;0;0;0;0;0
467005;15;14;43;167;0
467393;0;0;0;0;0
467507;0;0;0;0;0
468018;10;16;17;104;0
468394;0;0;0;0;0
468523;1;5;10;51;0
469022;8;19;29;147;0
469401;0;0;0;0;0
469532;3;12;9;66;0
470038;3;12;9;66;0
470410;0;0;0;0;0
470540;11;10;28;140;0
471053;19;20;46;223;0
471413;0;0;0;0;0
471558;3;10;12;66;0
472061;3;10;12;66;0
472418;0;0;0;0;0
472562;9;10;15;84;0
473062;16;18;32;150;0
473420;0;0;0;0;0
473567;0;0;0;0;0
474079;8;12;21;130;0
474420;0;0;0;0;0
474580;18;34;57;280;0
475086;21;43;69;331;0
475428;0;0;0;0;0
475589;7;12;17;106;0
476090;13;22;27;160;0
476434;0;0;0;0;0
476595;0;0;0;0;0
477097;18;30;47;215;0
477439;0;0;0;0;0
477600;0;0;0;0;0
478106;7;21;30;141;0
478450;0;0;0;0;0
478608;0;0;0;0;0
479114;15;21;45;224;0
479457;0;0;0;0;0
479615;5;17;19;92;0
480130;13;43;40;232;0
480469;0;0;0;0;0
480642;20;30;55;211;0
481148;25;40;76;287;0
481470;0;0;0;0;0
481649;10;33;38;157;0
482159;25;72;81;392;0
482485;0;0;0;0;0
482661;0;0;0;0;0
483175;5;8;9;46;0
483486;0;0;0;0;0
483680;0;0;0;0;0
484185;9;13;20;73;0
484495;0;0;0;0;0
484690;10;25;43;199;0
485190;10;25;43;199;0
485500;0;0;0;0;0
485691;5;19;24;109;0
486194;14;30;57;245;0
486503;0;0;0;0;0
486696;6;17;27;99;0
487201;28;52;82;349;0
487510;0;0;0;0;0
487704;4;7;12;52;0
488204;4;7;12;52;0
488513;0;0;0;0;0
488719;7;14;14;70;0
489227;20;28;45;208;0
489523;0;0;0;0;0
489729;11;26;34;171;0
490229;11;26;34;171;0
490527;0;0;0;0;0
490734;3;8;15;60;0
491233;14;32;45;177;0
491542;0;0;0;0;0
491734;15;20;47;161;0
492239;18;30;68;235;0
492549;0;0;0;0;0
492739;6;8;19;99;0
493254;21;29;59;296;0
493548;0;0;0;0;0
493769;0;0;0;0;0
494282;10;21;14;91;0
494562;0;0;0;0;0
494789;8;14;22;90;0
495297;12;21;33;152;0
495576;0;0;0;0;0
495802;13;25;24;183;0
496307;17;38;42;272;0
496586;0;0;0;0;0
496815;13;17;24;115;0
497320;24;33;63;245;0
497600;0;0;0;0;0
497824;0;0;0;0;0
498329;5;14;17;78;0
498606;0;0;0;0;0
498830;6;21;33;134;0
499332;6;21;33;134;0
499612;0;0;0;0;0
499836;4;17;24;101;0
500339;12;30;51;243;0
500619;0;0;0;0;0
500844;0;0;0;0;0
501347;33;58;117;501;0
501627;0;0;0;0;0
501849;11;41;67;310;0
502363;0;41;67;310;0
502642;0;0;0;0;0
502866;39;86;125;602;0
503377;69;153;204;1010;0
503657;0;0;0;436;0
503878;0;0;0;436;0
504381;42;96;148;1150;0
504661;42;96;0;298;0
504882;52;129;39;485;0
505382;36;197;156;958;0
505664;36;0;0;363;0
505890;36;0;0;363;0
506391;45;111;154;1053;0
506669;45;0;0;354;0
506890;55;48;59;599;0
507409;54;151;213;1288;0
507684;54;0;0;707;0
507906;91;87;146;1314;0
508421;28;127;226;1682;0
508685;28;0;0;1126;0
508922;79;76;133;1722;0
509433;0;76;133;1722;0
509684;0;0;0;1010;0
509939;50;101;125;1648;0
510441;21;139;178;1907;0
510690;21;0;0;1274;0
510947;88;102;148;1957;0
511449;36;79;246;2436;0
511692;36;79;0;1872;0
511960;79;168;134;2545;0
512462;69;263;292;3218;0
512692;69;0;0;2852;0
512962;69;0;0;2852;0
513472;36;55;77;3195;0
513702;36;0;0;2396;0
513984;36;0;0;2396;0
514486;48;109;136;3074;0
514703;48;109;0;2246;0
514991;91;224;154;2934;0
515487;11;17;185;3074;0
515715;11;17;0;2574;0
516001;43;86;132;3133;0
516500;53;108;147;3086;0
516719;53;108;147;3086;0
517004;66;119;190;3235;0
517504;43;86;140;3214;0
517731;43;86;140;3214;0
518017;43;86;140;3214;0
518530;31;57;92;2928;0
518734;31;57;92;2928;0
519039;77;151;245;3635;0
519541;48;86;147;3712;0
519741;48;86;147;3712;0
520045;83;137;246;4124;0
520544;0;0;0;3590;0
520750;0;0;0;3590;0
521053;48;73;113;4174;0
521552;46;97;156;4094;0
521752;46;97;156;4094;0
522054;63;126;205;4327;0
522568;0;0;0;3721;0
522755;0;0;0;3721;0
523071;18;35;71;4075;0
523572;36;64;121;3660;0
523758;36;64;121;3660;0
524090;89;150;262;4292;0
524591;62;97;142;4471;0
524764;62;97;142;4471;0
525099;86;172;235;4899;0
525603;40;83;106;4937;0
525776;40;83;106;4937;0
526107;76;175;247;5597;0
526611;26;42;48;5368;0
526783;26;42;48;5368;0
527119;61;121;158;5863;0
527619;54;96;133;5920;0
527789;54;96;133;5920;0
528123;114;203;282;6604;0
528631;38;106;142;6917;0
528789;38;106;142;6917;0
529138;80;210;312;7601;0
529641;32;109;163;7899;0
529794;32;109;163;7899;0
530141;32;109;164;7902;0
530646;23;61;75;7593;0
530801;23;61;75;7593;0
531151;60;129;158;7974;0
531656;34;81;124;7879;0
531810;34;81;124;7879;0
532170;77;174;243;8442;0
532670;52;93;165;8626;0
532822;52;93;165;8626;0
533173;113;181;305;9337;0
533687;45;80;99;9509;0
533824;45;80;99;9509;0
534188;101;187;253;10192;0
534692;0;3;4;9750;0
534829;0;3;4;9750;0
535208;48;108;149;10452;0
535706;9;29;32;9940;0
535830;9;29;32;9940;0
536213;62;118;188;10596;0
536716;46;100;158;10660;0
536835;46;100;158;10660;0
537218;92;180;303;11389;0
537731;23;38;50;11289;0
537839;23;38;50;11289;0
538241;73;144;215;11968;0
538749;44;98;150;12108;0
538843;44;98;150;12108;0
539263;83;192;282;12721;0
539770;27;59;91;12745;0
539847;27;59;91;12745;0
540274;27;59;91;12745;0
540780;26;78;146;12547;0
540855;26;78;146;12547;0
541283;82;169;318;13228;0
541783;52;101;140;13504;0
541858;52;101;140;13504;0
542300;99;221;291;14186;0
542803;15;28;53;14012;0
542863;15;28;53;14012;0
543306;61;102;165;14558;0
543804;37;92;121;14499;0
543865;37;92;121;14499;0
544311;79;157;232;15056;0
544811;64;102;116;15079;0
544871;64;102;116;15079;0
545314;117;191;248;15784;0
545815;33;58;122;15858;0
545876;33;58;122;15858;0
546322;59;111;205;16199;0
546820;34;70;105;16057;0
546880;34;70;105;16057;0
547326;82;175;271;16738;0
547823;40;102;137;16887;0
547884;40;102;137;16887;0
548339;67;163;220;17389;0
548851;21;35;51;17110;0
548895;21;35;51;17110;0
549365;45;78;129;17474;0
549865;55;90;107;17289;0
549909;55;90;107;17289;0
550380;55;90;107;17289;0
550880;23;62;120;16976;0
550909;23;62;120;16976;0
551397;69;163;256;17693;0
551897;40;103;150;17888;0
551923;40;103;150;17888;0
552400;88;202;305;18586;0
552900;2;3;3;18213;0
552929;2;3;3;18213;0
553403;55;91;139;18913;0
553910;41;84;155;18897;0
553935;41;84;155;18897;0
554422;85;185;316;19591;0
554924;38;98;164;19877;0
554935;38;98;164;19877;0
555438;91;201;306;20579;0
555944;0;0;0;20177;0
555949;49;98;144;20886;0
556451;52;105;154;20919;0
556964;0;0;0;19940;290
556968;47;87;136;20670;290
557473;88;156;228;21187;290
557953;0;0;0;20659;290
557970;29;36;77;20984;290
558487;29;36;77;20984;290
558983;0;0;0;19586;830
558987;22;53;85;19988;830
559501;78;151;235;20684;830
559989;0;0;0;19726;1252
560002;2;3;8;19769;1252
560508;44;100;143;20395;1252
560996;0;0;0;19228;1706
561008;0;0;0;19228;1706
561516;53;105;133;19937;1706
562009;0;0;0;18702;2232
562015;52;111;156;19383;2232
562521;91;193;275;19930;2232
562990;0;0;0;19422;2299
563020;27;71;97;19808;2299
563521;72;161;235;20535;2299
564023;0;0;0;19376;2926
564029;52;97;141;20086;2926
564541;103;202;291;20780;2926
565074;0;0;0;18963;4339
565077;51;99;154;19659;4339
565587;101;183;309;20370;4339
566013;0;0;0;19852;4450
566088;0;4;9;19916;4450
566596;15;38;68;20165;4450
567040;0;0;0;18718;5018
567095;0;0;0;18718;5018
567602;54;96;125;19443;5018
568043;0;0;0;18262;5474
568101;8;8;14;18324;5474
568615;43;79;153;18948;5474
569032;0;0;0;18223;5474
569130;45;105;164;18885;5474
569641;82;193;276;19458;5474
570049;0;0;0;18985;5498
570143;0;0;0;18985;5498
570656;24;50;71;19329;5498
571057;0;0;0;18474;5498
571156;29;48;90;18856;5498
571656;56;93;157;19153;5498
572091;0;0;0;17717;6240
572158;0;0;0;17717;6240
572661;15;34;75;18002;6240
573071;0;0;0;17126;6240
573172;52;109;150;17815;6240
573684;108;214;294;18510;6240
574092;0;0;0;17689;6677
574186;51;83;133;18269;6677
574699;66;139;191;18605;6677
575149;0;0;0;16382;8296
575211;0;0;0;16382;8296
575715;52;97;105;16924;8296
576099;0;0;0;16178;8296
576226;0;0;0;16178;8296
576742;42;77;105;16715;8296
577115;0;0;0;15599;8636
577248;42;103;143;16311;8636
577751;84;219;291;17005;8636
578109;0;0;0;16599;8636
578251;51;105;145;17298;8636
578753;86;175;245;17784;8636
579127;0;0;0;17224;8702
579252;0;0;0;17224;8702
579759;36;84;96;17800;8702
580129;0;0;0;17016;8702
580260;51;97;147;17721;8702
580775;98;193;301;18312;8702
581136;0;0;0;17904;8702
581279;27;95;100;18397;8702
581782;27;95;100;18397;8702
582189;0;0;0;16526;9795
582296;41;93;171;17221;9795
582812;81;176;300;17853;9795
583176;0;0;0;16806;10399
583326;36;67;88;17227;10399
583830;36;67;88;17227;10399
584196;0;0;0;15394;11423
584336;47;102;148;16097;11423
584851;59;138;202;16360;11423
585159;0;0;0;15759;11423
585351;37;69;109;16252;11423
585864;74;129;219;16757;11423
586159;0;0;0;16179;11423
586369;54;113;159;16808;11423
586876;105;213;301;17515;11423
587174;0;0;0;17134;11423
587382;42;95;151;17846;11423
587886;85;183;308;18558;11423
588188;0;0;0;17974;11583
588392;62;102;143;18667;11583
588902;113;199;290;19372;11583
589225;0;0;0;18086;12471
589409;15;22;30;18247;12471
589917;68;131;191;18924;12471
590194;0;0;0;18314;12471
590426;10;9;23;18429;12471
590930;58;109;163;19141;12471
591211;0;0;0;18452;12490
591438;41;75;163;19173;12490
591952;95;161;303;19893;12490
592214;0;0;0;19452;12490
592468;52;100;156;20138;12490
592972;97;196;286;20791;12490
593252;0;0;0;19827;13033
593479;0;0;0;19827;13033
593982;34;74;106;20302;13033
594245;0;0;0;19161;13388
594487;18;30;40;19444;13388
594989;18;30;40;19444;13388
595237;0;0;0;18532;13388
595492;55;105;137;19211;13388
595990;55;105;137;19211;13388
596239;0;0;0;18508;13388
596497;34;121;135;19199;13388
597001;81;200;251;19788;13388
597274;0;0;0;18764;13944
597508;57;102;147;19394;13944
598017;81;154;217;19749;13944
598272;0;0;0;18765;14380
598521;54;114;161;19436;14380
599021;107;210;287;20161;14380
599254;0;0;0;19765;14380
599526;30;74;96;20212;14380
600026;62;142;191;20640;14380
600321;0;0;0;18781;15634
600532;37;81;115;19319;15634
601031;69;144;226;19820;15634
601264;0;0;0;19259;15634
601531;0;0;0;19259;15634
602034;51;94;162;19916;15634
602273;0;0;0;19046;15811
602535;54;113;139;19737;15811
603034;54;113;139;19737;15811
603286;0;0;0;18927;15927
603536;18;46;78;19248;15927
604036;77;149;209;19955;15927
604286;0;0;0;19390;15927
604549;5;7;20;19477;15927
605054;40;89;149;20000;15927
605308;0;0;0;19106;16099
605556;0;0;0;19106;16099
606064;66;89;153;19798;16099
606331;0;0;0;18664;16541
606572;40;82;128;19290;16541
607085;55;119;176;19518;16541
607391;0;0;0;17109;18300
607592;66;94;137;17812;18300
608102;112;166;261;18370;18300
608325;0;0;0;17761;18448
608604;29;74;102;18237;18448
609118;63;167;248;18910;18448
609325;63;0;0;18238;18564
609618;63;0;0;18238;18564
610122;49;105;135;18949;18564
610328;49;0;0;18157;18659
610628;97;116;144;18849;18659
611131;45;221;291;19552;18659
611406;45;0;0;17584;20236
611636;83;112;140;18294;20236
612139;50;207;278;19011;20236
612358;50;0;0;18140;20675
612643;98;98;140;18854;20675
613143;11;115;163;18975;20675
613347;11;0;0;18322;20704
613650;31;30;59;18570;20704
614151;41;118;174;19158;20704
614354;41;0;0;18481;20704
614658;54;30;62;18693;20704
615163;23;81;120;19024;20704
615364;23;0;0;18279;20704
615665;67;91;160;18961;20704
616166;17;115;217;19194;20704
616367;17;0;0;18593;20704
616670;44;54;62;18968;20704
617172;45;100;211;19674;20704
617399;45;100;0;18350;21337
617673;65;144;62;18642;21337
618181;51;238;200;19273;21337
618401;51;0;0;18421;21692
618689;51;0;0;18421;21692
619194;43;99;113;19063;21692
619419;43;0;0;17717;22301
619695;62;46;62;18054;22301
620200;25;94;130;18389;22301
620414;25;0;0;17423;22553
620710;49;35;56;17657;22553
621212;45;124;188;18273;22553
621413;45;0;0;17634;22553
621715;45;0;0;17634;22553
622215;29;56;91;18001;22553
622430;29;56;0;16791;22899
622724;70;144;153;17384;22899
623222;0;0;153;17384;22899
623426;0;0;0;16751;22899
623731;39;110;140;17462;22899
624230;43;70;247;17974;22899
624433;43;70;0;17370;22899
624738;105;161;161;17974;22899
625238;0;0;161;17974;22899
625436;0;0;0;17401;22899
625738;19;24;48;17651;22899
626239;0;0;48;17651;22899
626439;0;0;0;16742;22899
626756;52;113;159;17418;22899
627256;49;98;171;17424;22899
627450;49;98;171;17243;23080
627762;79;176;251;17668;23080
628262;0;0;0;17174;23080
628489;0;0;0;16323;23931
628775;34;54;68;16673;23931
629272;65;79;151;16534;23931
629462;65;79;151;16534;23931
629777;97;139;260;16959;23931
630278;42;94;393;17641;23931
630514;42;94;0;16362;24839
630789;88;195;154;17061;24839
631290;33;60;113;16862;24839
631536;33;60;113;15500;26201
631797;79;164;256;16207;26201
632297;60;108;418;16877;26201
632499;60;108;0;16402;26337
632802;82;143;46;16673;26337
633304;12;38;94;16919;26337
633507;12;38;0;16153;26422
633804;68;141;139;16762;26422
634304;25;215;246;17242;26422
634512;25;0;0;16654;26539
634807;52;42;71;16944;26539
635314;24;86;132;17258;26539
635534;24;0;0;16033;27034
635828;24;0;0;16033;27034
636332;55;99;150;16729;27034
636529;55;99;0;15903;27034
636841;111;197;157;16592;27034
637342;41;321;301;17283;27034
637565;41;0;0;16503;27547
637847;81;77;105;17059;27547
638350;51;99;235;17779;27547
638549;51;99;0;17148;27571
638861;57;128;38;17355;27571
639361;41;77;131;17232;27571
639559;41;77;131;17030;27773
639869;80;149;244;17626;27773
640366;0;149;244;17626;27773
640556;0;0;0;17057;27815
640873;39;107;143;17768;27815
641379;32;184;267;18319;27815
641570;32;0;0;17703;27921
641883;32;0;0;17703;27921
642388;51;100;150;18402;27921
642578;51;0;0;17442;28163
642891;52;1;1;17456;28163
643395;19;36;49;17691;28163
643579;19;0;0;16828;28163
643899;53;64;125;17414;28163
644407;29;134;234;17930;28163
644594;29;0;0;17351;28163
644912;76;120;153;17976;28163
645419;0;120;153;17976;28163
645603;0;0;0;17325;28163
645921;25;28;60;17569;28163
646426;23;73;125;17875;28163
646624;23;0;0;16701;28560
646930;55;56;84;17076;28560
647437;49;130;189;17616;28560
647623;49;0;0;16990;28560
647937;85;57;103;17417;28560
648440;0;57;103;17417;28560
648626;0;0;0;16662;28560
648943;31;63;115;17160;28560
649443;31;128;209;17529;28560
649635;31;0;0;16837;28620
649953;60;67;84;17237;28620
650453;0;0;0;16448;28620
650670;0;0;0;15492;29576
650968;23;67;79;15868;29576
651465;37;61;124;15575;29576
651647;37;61;124;15417;29734
651975;37;61;124;15417;29734
652491;42;93;149;15355;29734
652646;42;93;149;15355;29734
652998;90;182;284;16027;29734
653502;18;34;57;15852;29734
653668;18;34;57;15560;30026
654009;46;88;121;15884;30026
654519;57;88;166;15823;30026
654660;57;88;166;15823;30026
655027;90;154;264;16283;30026
655529;53;95;118;16362;30026
655667;53;95;118;16362;30026
656046;107;188;245;17088;30026
656548;64;96;153;17315;30026
656718;64;96;153;15989;31352
657050;102;190;305;16705;31352
657551;35;78;93;16822;31352
657673;35;78;93;16822;31352
