Timestamp; Pedidos ; Extraidos; Quedan
586463;600;600;127176
587470;600;600;127576
588473;600;600;127976
589485;600;600;128376
590498;600;600;128776
591505;600;600;129176
592513;600;600;129576
593520;600;600;129976
594526;600;600;130376
595530;600;600;130776
596537;600;600;131176
597538;600;600;131576
598544;600;600;131976
599549;600;600;132376
600556;600;600;132776
601572;600;600;133176
602572;600;600;133576
603577;600;600;133976
604593;600;600;134376
605604;600;600;134776
606610;600;600;135176
607612;600;600;135576
608612;600;600;135976
609615;600;600;136376
610623;600;600;136776
611629;600;600;137176
612638;600;600;137576
613645;600;600;137976
614656;600;600;138376
615658;600;600;138776
616662;600;600;139176
617674;600;600;139576
618686;600;600;139976
619696;600;600;140376
620705;600;600;140776
621705;600;600;141176
622715;600;600;141576
623722;600;600;141976
624728;600;600;142376
625730;600;600;142776
626733;600;600;143176
627743;600;600;143576
628754;600;600;143976
629769;600;600;144376
630770;600;600;144776
631785;600;600;145176
632795;600;600;145576
633799;600;600;145976
634807;600;600;146376
635820;600;600;146776
636819;600;600;147176
637824;600;600;147576
638830;600;600;147976
639830;600;600;148376
640837;600;600;148776
641850;600;600;149176
642855;600;600;149576
643866;600;600;149976
644881;600;600;150376
645887;600;600;150776
646899;600;600;151176
647903;600;600;151576
648905;600;600;151976
649906;600;600;152376
650917;600;600;152776
651922;600;600;153176
652934;600;600;153576
653949;600;600;153976
654960;600;600;154376
655963;600;600;154776
656967;600;600;155176
657976;600;600;155576
658983;600;600;155976
659997;600;600;156376
661002;600;600;156776
662011;600;600;157176
663021;600;600;157576
664037;600;600;157976
665042;600;600;158376
666057;600;600;157895
667060;600;600;159176
668068;600;600;159576
669078;600;600;159976
670081;600;600;160376
671095;600;600;160776
672105;600;600;161176
673119;600;600;161576
674124;600;600;161976
675135;600;600;162376
676141;600;600;162776
677147;600;600;163176
678157;600;600;163576
679166;600;600;163976
680173;600;600;164376
681182;600;600;164776
682190;600;600;165176
683196;600;600;165576
684206;600;600;165976
685218;600;600;166376
686226;600;600;166776
687238;600;600;167176
688242;600;600;167576
689254;600;600;167976
690268;600;600;168376
691278;600;600;168776
692285;600;600;169176
693285;600;600;169576
694288;600;600;169976
695288;600;600;170376
696300;600;600;170776
697313;600;600;171176
698325;600;600;171576
699337;600;600;171976
700342;600;600;172376
701351;600;600;172776
702358;600;600;173176
703361;600;600;173576
704371;600;600;173976
705377;600;600;174376
706392;600;600;174776
707403;600;600;175176
708406;600;600;175576
709422;600;600;175976
710438;600;600;176376
711447;600;600;176776
712461;600;600;177176
713469;600;600;177576
714477;600;600;177976
715486;600;600;178376
716502;600;600;178776
717516;600;600;179176
718516;600;600;179576
719527;600;600;179976
720535;600;600;180376
721542;600;600;180776
722548;600;600;181176
723556;600;600;181576
724558;600;600;181976
725558;600;600;182376
726567;600;600;182776
727572;600;600;183176
728583;600;600;183576
729592;600;600;183976
730604;600;600;184376
731617;600;600;184776
732622;600;600;185176
733630;600;600;185576
734644;600;600;185976
735655;600;600;186376
736655;600;600;186776
737661;600;600;187176
738677;600;600;187576
739690;600;600;187976
740698;600;600;188376
741707;600;600;188776
742710;600;600;189176
743716;600;600;189576
744721;600;600;189976
745725;600;600;190376
746740;600;600;190776
747745;600;600;191176
748755;600;600;191576
749766;600;600;191976
750774;600;600;192376
751781;600;600;192776
752788;600;600;193176
753792;600;600;193576
754807;600;600;193976
755822;600;600;194376
756830;600;600;194776
757835;600;600;195176
758835;600;600;195576
759838;600;600;195976
760844;600;600;196376
761844;600;600;196776
762852;600;600;197176
763858;600;600;197576
764862;600;600;197976
765876;600;600;198376
766885;600;600;198776
767885;600;600;199176
768895;600;600;199576
769899;600;600;199976
770910;600;600;200376
771914;600;600;200776
772923;600;600;201176
773927;600;600;201576
774941;600;600;201976
775944;600;600;202376
776952;600;600;202776
777956;600;600;203176
778966;600;600;203576
779979;600;600;203976
780985;600;600;204376
781990;600;600;204776
782999;600;600;205176
784009;600;600;205576
785011;600;600;205976
786020;600;600;206376
787035;600;600;206776
788037;600;600;207176
789038;600;600;207576
790044;600;600;207976
791059;600;600;208376
792059;600;600;208776
793060;600;600;209176
794060;600;600;209576
795074;600;600;209976
796087;600;600;210376
797088;600;600;210776
798096;600;600;211176
799098;600;600;211576
800107;600;600;211976
801116;600;600;212376
802116;600;600;212776
803131;600;600;213176
804137;600;600;213576
805140;600;600;213976
806152;600;600;214376
807164;600;600;214776
808174;600;600;215176
809184;600;600;215576
810184;600;600;215976
811190;600;600;216376
812192;600;600;216776
813197;600;600;217176
814206;600;600;217576
815206;600;600;217976
816208;600;600;218376
817218;600;600;218776
818219;600;600;219176
819231;600;600;219576
820231;600;600;219976
821239;600;600;220376
822250;600;600;220776
823260;600;600;221176
824269;600;600;221576
825280;600;600;221976
826292;600;600;222376
827299;600;600;222776
828310;600;600;223176
829323;600;600;223576
830332;600;600;223976
831336;600;600;224376
832337;600;600;224776
833350;600;600;225176
834354;600;600;225576
835355;600;600;225976
836358;600;600;226376
837369;600;600;226776
838374;600;600;227176
839375;600;600;227576
840380;600;600;227976
841384;600;600;228376
842398;600;600;228776
843409;600;600;229176
844415;600;600;229576
845429;600;600;229976
846428;600;600;230376
847431;600;600;230776
848443;600;600;231176
849455;600;600;231576
850456;600;600;231976
851458;600;600;232376
852474;600;600;232776
853482;600;600;233176
854492;600;600;233576
855493;600;600;233976
856501;600;600;234376
857514;600;600;234776
858523;600;600;235176
859532;600;600;235576
860540;600;600;235976
861544;600;600;236376
862545;600;600;236776
863548;600;600;237176
864564;600;600;237576
865576;600;600;237976
866591;600;600;237959
867604;600;600;237507
868610;600;600;237506
869619;600;600;237191
870631;600;600;236690
871642;600;600;236218
872644;600;600;236005
873652;600;600;235587
874660;600;600;235164
875661;600;600;235049
876666;600;600;234608
877675;600;600;234373
878683;600;600;234083
879689;600;600;233725
880693;600;600;233597
881693;600;600;233234
882707;600;600;232826
883712;600;600;232530
884719;600;600;232070
885724;600;600;231676
886728;600;600;231166
887741;600;600;231041
888754;600;600;230797
889768;600;600;230263
890767;600;600;229814
891780;600;600;229579
892786;600;600;229152
893788;600;600;228726
894799;600;600;228362
895813;600;600;228191
896815;600;600;227740
897830;600;600;227310
898832;600;600;226717
899842;600;600;226350
900850;600;600;225988
901857;600;600;225644
902858;600;600;225190
903859;600;600;224965
904859;600;600;224623
905873;600;600;224370
906877;600;600;224187
907887;600;600;223688
908899;600;600;223243
909899;600;600;222900
910916;600;600;222387
911918;600;600;222061
912923;600;600;221529
913933;600;600;221112
914936;600;600;220916
915936;600;600;220492
916948;600;600;220188
917949;600;600;220066
918951;600;600;219753
919964;600;600;219600
920976;600;600;219208
921988;600;600;218738
922999;600;600;218496
924009;600;600;217970
925012;600;600;217648
926019;600;600;217119
927020;600;600;216840
928033;600;600;216355
929043;600;600;216048
930056;600;600;215712
931060;600;600;215343
932072;600;600;214812
933081;600;600;214604
934082;600;600;214388
935083;600;600;213994
936098;600;600;213644
937108;600;600;213383
938118;600;600;213003
939131;600;600;212870
940144;600;600;212556
941152;600;600;212195
942161;600;600;211739
943169;600;600;211288
944173;600;600;211111
945178;600;600;210885
946186;600;600;210563
947191;600;600;210152
948193;600;600;209922
949195;600;600;209643
950202;600;600;209452
951215;600;600;209006
952218;600;600;208601
953232;600;600;208335
954243;600;600;207914
955256;600;600;207633
956266;600;600;207141
957273;600;600;206792
958276;600;600;206526
959285;600;600;206160
960289;600;600;206071
961299;600;600;205664
962300;600;600;205241
963315;600;600;204812
964323;600;600;204298
965333;600;600;203884
966347;600;600;203445
967355;600;600;203135
968363;600;600;202624
969374;600;600;202103
970383;600;600;201772
971396;600;600;201616
972406;600;600;201243
973407;600;600;200910
974415;600;600;200413
975422;600;600;200108
976423;600;600;199651
977422;600;600;199127
978434;600;600;198936
979439;600;600;198417
980453;600;600;198339
981464;600;600;198217
982471;600;600;197799
983479;600;600;197557
984485;600;600;197154
985499;600;600;196716
986501;600;600;196797
987502;600;600;196524
988515;600;600;196049
989528;600;600;195621
990539;600;600;195743
991550;600;600;195446
992558;600;600;195255
993565;600;600;194784
994566;600;600;194539
995577;600;600;194023
996576;600;600;193767
997585;600;600;193756
998599;600;600;193367
999599;600;600;193288
1000600;600;600;192899
1001602;600;600;192410
1002602;600;600;192172
1003604;600;600;191700
1004616;600;600;191281
1005617;600;600;190681
1006630;600;600;190422
1007632;600;600;189943
1008643;600;600;189690
1009648;600;600;189178
1010648;600;600;188888
1011657;600;600;188636
1012660;600;600;188639
1013666;600;600;189039
1014677;600;600;189400
1015685;600;600;189800
1016689;600;600;190200
1017699;600;600;190600
1018699;600;600;191000
1019708;600;600;191400
1020721;600;600;191800
1021728;600;600;192200
1022731;600;600;192600
1023741;600;600;193000
1024745;600;600;193400
1025759;600;600;193800
1026776;600;600;194804
1027789;600;600;195600
1028793;600;600;196000
1029796;600;600;196400
1030806;600;600;196800
1031811;600;600;197200
1032812;600;600;197600
1033816;600;600;198000
1034825;600;600;198400
1035833;600;600;198800
1036837;600;600;199200
1037839;600;600;199600
1038851;600;600;200000
1039862;600;600;200400
1040863;600;600;200800
1041867;600;600;201200
1042880;600;600;201600
1043882;600;600;202000
1044889;600;600;202400
1045896;600;600;202800
1046910;600;600;202719
1047921;600;600;203600
1048927;600;600;204000
1049937;600;600;204400
1050947;600;600;204800
1051960;600;600;205200
1052963;600;600;205600
1053968;600;600;206000
1054981;600;600;206400
1055993;600;600;206800
1057006;600;600;207200
1058015;600;600;207116
1059020;600;600;207233
1060023;600;600;208400
1061025;600;600;208800
1062030;600;600;209200
1063042;600;600;209600
1064051;600;600;210000
1065055;600;600;210400
1066062;600;600;210800
1067069;600;600;210340
1068077;600;600;211600
1069077;600;600;212000
1070084;600;600;212400
1071095;600;600;212800
1072103;600;600;213200
1073117;600;600;213600
1074119;600;600;214000
1075127;600;600;214400
1076141;600;600;214800
1077144;600;600;215200
1078147;600;600;214600
1079156;600;600;215000
1080158;600;600;215400
1081173;600;600;215800
1082186;600;600;216200
1083190;600;600;216600
1084198;600;600;217000
1085203;600;600;217400
1086210;600;600;217800
1087214;600;600;218200
1088217;600;600;218600
1089222;600;600;219000
1090237;600;600;219400
1091239;600;600;219800
1092244;600;600;220200
1093256;600;600;220600
1094270;600;600;221000
1095282;600;600;221400
1096287;600;600;221800
1097292;600;600;222200
1098305;600;600;222600
1099305;600;600;223000
1100312;600;600;223400
1101318;600;600;223800
1102334;600;600;224200
1103343;600;600;224600
1104350;600;600;225000
1105358;600;600;225400
1106364;600;600;225800
1107373;600;600;226200
1108384;600;600;226600
1109393;600;600;227075
1110402;600;600;227400
1111411;600;600;227800
1112418;600;600;228200
1113433;600;600;228600
1114438;600;600;229000
1115450;600;600;229400
1116453;600;600;229800
1117461;600;600;230200
1118474;600;600;230600
1119485;600;600;231000
1120495;600;600;231400
1121497;600;600;231800
1122510;600;600;232200
1123513;600;600;232600
1124521;600;600;233000
1125526;600;600;233400
1126527;600;600;233800
1127535;600;600;234200
1128539;600;600;234600
1129549;600;600;235000
1130562;600;600;235400
1131577;600;600;235800
1132589;600;600;236200
1133592;600;600;236600
1134602;600;600;237000
1135604;600;600;237400
1136618;600;600;237800
1137621;600;600;238200
1138634;600;600;238600
1139640;600;600;239000
1140652;600;600;239400
1141658;600;600;239800
1142663;600;600;240200
1143668;600;600;240600
1144674;600;600;241000
1145689;600;600;241400
1146694;600;600;241800
1147703;600;600;242200
1148712;600;600;242600
1149717;600;600;243000
1150717;600;600;243400
1151720;600;600;243800
1152720;600;600;244200
1153721;600;600;244600
1154721;600;600;245000
1155727;600;600;245400
1156738;600;600;245800
1157740;600;600;246200
1158754;600;600;246600
1159755;600;600;247000
1160758;600;600;247400
1161760;600;600;247800
1162772;600;600;248200
1163773;600;600;248600
1164779;600;600;249000
1165785;600;600;249400
1166786;600;600;249800
1167790;600;600;250200
1168791;600;600;250600
1169795;600;600;251000
1170797;600;600;251400
1171800;600;600;251800
1172803;600;600;252200
1173803;600;600;252600
1174805;600;600;253000
1175810;600;600;253400
1176823;600;600;253800
1177823;600;600;254200
1178830;600;600;254600
1179841;600;600;255000
1180852;600;600;255400
1181856;600;600;255800
1182860;600;600;256200
1183865;600;600;256600
1184868;600;600;257000
1185887;600;600;257400
1186899;600;600;257800
1187907;600;600;258200
1188908;600;600;258600
1189919;600;600;259000
1190930;600;600;259400
1191938;600;600;259800
1192941;600;600;260200
1193954;600;600;260600
1194962;600;600;261000
1195964;600;600;261400
1196973;600;600;261800
1197982;600;600;262200
1198983;600;600;262600
1199991;600;600;263000
1201000;600;600;263400
1202007;600;600;263800
1203012;600;600;264200
1204030;600;600;264600
1205031;600;600;265000
1206039;600;600;265400
1207052;600;600;265800
1208065;600;600;266200
1209080;600;600;266600
1210084;600;600;267000
1211085;600;600;267400
1212096;600;600;267800
1213112;600;600;268200
1214122;600;600;268600
1215121;600;600;269000
1216137;600;600;269400
1217142;600;600;269800
1218152;600;600;270200
1219153;600;600;270600
1220165;600;600;271000
1221173;600;600;271400
1222184;600;600;271800
1223186;600;600;272180
1224196;600;600;271580
1225206;600;600;270980
1226209;600;600;270380
1227214;600;600;269780
1228229;600;600;269180
1229236;600;600;268580
1230250;600;600;267980
1231257;600;600;267380
1232261;600;600;266780
1233270;600;600;266180
1234283;600;600;265580
1235287;600;600;264980
1236290;600;600;264380
1237302;600;600;263780
1238304;600;600;263180
1239311;600;600;262580
1240323;600;600;261980
1241329;600;600;261380
1242342;600;600;260780
1243343;600;600;260180
1244341;600;600;259580
1245342;600;600;258980
1246343;600;600;258380
1247354;600;600;257780
1248368;600;600;257180
1249373;600;600;256580
1250377;600;600;255980
1251390;600;600;255380
1252399;600;600;254780
1253405;600;600;254180
1254411;600;600;253580
1255422;600;600;252980
1256430;600;600;252380
1257437;600;600;251780
1258438;600;600;251180
1259449;600;600;250580
1260453;600;600;249980
1261468;600;600;249380
1262467;600;600;248780
1263471;600;600;248180
1264476;600;600;247580
1265490;600;600;246980
1266499;600;600;246380
1267513;600;600;245780
1268526;600;600;245180
1269539;600;600;244580
1270539;600;600;243980
1271555;600;600;243380
1272568;600;600;242780
1273578;600;600;242180
1274593;600;600;241580
1275597;600;600;240980
1276598;600;600;240380
1277603;600;600;239780
1278616;600;600;239180
